商品标题,商品价格,评论量,标签,商品详情页
樱花空调挂机大1P单冷暖新能效变频家用壁挂节能省电出租房小型宿舍CHEBLO 正一匹冷 送货上门 自行安装,1248,200+,满999-50,https://item.jd.com/10057649354334.html
海尔（Haier）空调出品统帅大1.5匹家用节能变频新一级能效空调挂机 智能物联急速冷暖壁挂式健康自清洁京品 【店长推荐】大1.5匹挂机+新一级能效+自清洁,2399,0,,https://item.jd.com/10068410296993.html
三菱重工中央空调风管机一拖一3匹一级能效嵌入式空调全直流变频,17888,0,自营,https://item.jd.com/100046749655.html
荣事达（Royalstar）空调1匹单冷宿舍家用壁挂机快速制冷出租房节能轻音除湿低噪干爽1P单冷 1P单冷挂机铝管适用8-12㎡KF-26GW 上门安装,1309,2000+,"京东物流,免邮",https://item.jd.com/10044055772977.html
荣事达（Royalstar）大1p家用冷暖壁挂式空调 卧室办公室节能除湿省电宿舍 大1匹冷暖 不包安装企业专享,1459,2000+,自营,https://item.jd.com/100038622084.html
黎耀智造（Leayoim）机房空调恒温恒湿精密空调显冷量46KW 含运费、税、20米安装费用 LY-CRA050URH,254870,0,自营,https://item.jd.com/100037476493.html
爱心东东AUX【上门安装】空调挂机大1p1.5匹单冷暖新风空调家用卧室出租房壁挂式节能省电A 【中兴】正1P单冷【全铜管 不含安装,1110,0,"满488-10,赠",https://item.jd.com/10068097537163.html
[年度新品]！海尔一级1.5匹自清洁壁挂式空调,2799,2000+,,https://item.jd.com/69073257685.html
格力 （GREE）时光绘 新一级能效 大1匹1.5匹 立体送风 自清洁蒸发器变频冷暖挂机线下同款 1.5匹【变频一级能效】（文艺灰),4899,1,满2000-200,https://item.jd.com/10029040750203.html
拍拍格力空调 样品机 大一匹1.5\2匹\3匹挂机 壁挂式智能冷暖节能家用空调挂机 三级能效 随机发货 大1匹冷暖变频,2399,1000+,,https://item.jd.com/10045327308028.html
海尔（Haier）空调挂机 净畅 大1匹新一级冷暖变频 光感护眠 卧室家用静音省电节能自清洁KFR-26GW/B1KPB81U1,2399,57,自营,https://item.jd.com/100051138697.html
GCHV中央空调一拖五 大6匹家用空调 全直流变频语音控制小微家Max标配防漏水泵GCHV-VH160R1-HV-050D,28700,3,自营,https://item.jd.com/100047639837.html
拍拍【尾货机】格力 小鸭 空调挂机1.5匹冷暖两用1匹单冷家用挂机定频变频壁挂式 【尾货机】大1P三级单冷 包含基础安装,1459,500+,,https://item.jd.com/10066042815807.html
美的（Midea）立式空调2匹/3匹 风酷 新能效 智能变频冷暖圆柱客厅空调立柜式 大风口柜机落地式 KFR-51LW/N8MJC3,4599,2000+,,https://item.jd.com/10044583328918.html
拍拍【尾货机】格力 中兴空调挂机1p大1.5匹单冷暖两用家用壁挂式客厅出租屋新风节能挂机 正1.5匹冷暖 13-20m2【中兴】 提供上门基础安装,1689,2000+,,https://item.jd.com/10052962577437.html
荣事达（Royalstar）大1.5p家用冷暖壁挂式空调 卧室办公室节能除湿省电宿舍 大1.5匹不包安装企业专享,1599,2000+,自营,https://item.jd.com/100038622092.html
小米米家空调挂机大1/1.5/2匹 新能效 变频冷暖 智能自清洁 壁挂式卧室家空调 1.5匹/变频/新一级 35GW/N1A1,2099,70,券1000-30,https://item.jd.com/10067002595585.html
拍拍【尾货机】格力 新飞空调挂机1.5匹冷暖两用1匹单冷家用挂机定频变频壁挂式 【尾货机】大1.5P三级冷暖【16-25m2】 包基础安装价(六年质保),2099,1000+,,https://item.jd.com/10049137495816.html
美的（Midea）家用空调 一级能效 智能家电 变频冷暖 KFR-35GW/G2-1 标准安装（YYS）,4099,5,自营,https://item.jd.com/100038502300.html
美的空调 新一级能效 酷金 大1匹/1.5匹挂机空调 家用节能低噪 变频省电 健康自清洁 大风口 京 大1匹：酷金ZHA1,2499,500+,,https://item.jd.com/10058598093705.html
拍拍美的（Midea）空调 省电星1.5匹变频冷暖 样品机 新能效 空调挂机双节能壁挂式 防直吹 家用 美的省电星 1.5匹变频冷暖,2299,80,,https://item.jd.com/10051974512311.html
拍拍美的（Midea）空调 样品机 省电星1匹1.5匹2匹3匹P单冷 冷暖 空调挂机双节能壁挂式家用卧室 1.5匹单冷,2199,73,,https://item.jd.com/10058297173089.html
海信空调大1匹空调挂机新能效升级变频空调冷暖两用省电静音自动清洁卧室客厅壁挂式大1匹挂机 1匹 KFR-26GW/A160X-X3,1849,1000+,,https://item.jd.com/41621020910.html
黎耀智造（Leayoim）机房空调恒温恒湿精密空调显冷量37KW 含运费、税、20米安装费用 LY-CRA042URH-5S,240196,0,自营,https://item.jd.com/100037307047.html
三菱重工中央空调风管机一拖一3匹三级能效嵌入式空调定频,14999,1,自营,https://item.jd.com/100046749665.html
美的（Midea）空调挂机大1匹 新一级能效 变频冷暖卧室家用壁挂 大风口空调挂机 智能家电 防直吹自清洁 极酷,2499,1万+,自营,https://item.jd.com/100015130574.html
TCL 1.5匹 新一级能效 变频冷暖 易拆洗 壁挂式 空调挂机KFRd-35GW/D-STA11Bp(B1)省电节能,2399,10万+,自营,https://item.jd.com/100020618224.html
三菱重工适用14-22㎡原装进口压缩机 三级能效1.5匹 全直流变频冷暖 空调挂机 SRKQF35H1VB（Mitsubishi）,4099,2000+,自营,https://item.jd.com/100035495786.html
华凌空调挂机新一级新能效变频冷暖1匹1.5匹自清洁以旧换新手机智能防直吹卧室壁挂式直抽过滤网 大1匹KFR-26GW/N8HA1,2099,1万+,"自营,券3500-50",https://item.jd.com/10044864636768.html
荣事达（Royalstar）2p家用冷暖空调圆柱柜机 客厅办公室节能除湿省电宿舍 大2P冷暖 包基础安装企业专享,3509,14,自营,https://item.jd.com/100022327515.html
志能高效包安装新风空调深松大1.5匹冷暖变频空调挂机2匹定速单冷3P壁挂式舒适节能省电深松 支架,500,5000+,,https://item.jd.com/10048609342400.html
爱心东东京品优选（上门安装）空调挂机云佳大1p1.5匹单冷暖新风空调家用卧室出租房壁挂式节能省电新能效 正1P单冷【全铜管】-不含安装,980,200+,免邮,https://item.jd.com/10062654099403.html
空调挂机大1.5P小1匹2P3家用壁挂式空调单冷冷暖立式小型变频柜机 正1P单冷+带安装,1419,200+,赠,https://item.jd.com/10064503848375.html
爱心东东【送货上门】空调挂机大1P1.5匹单冷暖定频家用壁挂式节能省电 出租房小型宿舍 大1P冷暖+不带安装【全国联保十年】先科,1499,100+,赠,https://item.jd.com/10066853855539.html
荣事达（Royalstar）空调大1P匹单冷宿舍家用壁挂机快速制冷出租房1.5P单冷节能轻音除湿低噪 大1P单冷挂机-铝管适用12-18㎡ 自主安装,1209,100+,"京东物流,免邮",https://item.jd.com/10043751642620.html
新科（Shinco）移动空调1P家用空调一体机免排水立式免安装出租房小空调KY-5/Z,799,5万+,自营,https://item.jd.com/100010624607.html
荣事达（Royalstar）大1.5p定频家用壁挂式空调 卧室办公室除湿省电宿舍大1.5匹单冷不包安装企业专享,1459,2000+,自营,https://item.jd.com/100022327495.html
小米巨省电3匹新一级变频冷暖客厅温湿双控立式智能柜机节能空调KFR-72LW/N1A1,4999,2000+,,https://item.jd.com/10024462617775.html
先科（SAST）1.5匹新风空调挂机家用客厅壁挂式冷暖两用智能直流变频除湿双节能省电静音无风感 大1匹单冷【12-16㎡】铜管 不提供安装服务,1299,500+,,https://item.jd.com/10037079012519.html
荣事达（Royalstar）大1p/1.5匹2匹家用壁挂式空调挂机 卧室节能低音除湿省电租房宿舍 大1匹单冷 -适用10-12m2 自行安装（全国联保六年）,1209,2000+,,https://item.jd.com/10026590866122.html
志能高效挂机送货上门空调深松大1.5匹变频冷暖两用2匹单冷挂式3P家用客厅节能舒适SHENSONG 正1匹单冷-全铜管（不含安装）,1209,62,,https://item.jd.com/10054886347898.html
荣事达（Royalstar）空调大1P匹单冷宿舍家用壁挂机快速制冷出租房1.5P单冷节能轻音除湿低噪 大1P单冷挂机-铝管适用12-18㎡ 上门安装,1359,100+,"京东物流,免邮",https://item.jd.com/10043751642621.html
格力（GREE）中央空调6P商用6匹风管机一拖一冷暖定频商铺办公室酒店工程用自营380v电吊顶安装FGP14/D2Nh-N3,11500,10,自营,https://item.jd.com/100018965960.html
美的（Midea）空调挂机 新一级能效 智能变频冷暖 卧室空调 壁挂式空调 自清洁 防直吹 风酷大1匹 KFR-26GW/N8XHC1,2499,2,,https://item.jd.com/10061291843676.html
格力(GREE)5匹风管机一拖一 商用中央空调商铺办公工程 宽幅静压 定频单冷380V电FG12/D2Nh-N3,9299,10,自营,https://item.jd.com/100043509495.html
科龙（KELON）空调1.5匹新一级能效变频节能快速冷暖自清洁智能wifi低噪卧室壁挂式KFR-35GW/QQA1 以旧换新,2099,500+,"自营,厂商配送",https://item.jd.com/100036529204.html
奥克斯（AUX）大1.5匹变频新三级冷暖节能 家用卧室壁挂式空调新国标自动水洗 KFR-35GWBpR3AQF19(B3),2099,1000+,自营,https://item.jd.com/100039702458.html
拍拍美的（Midea）空调 样品机 省电星1匹1.5匹2匹3匹P单冷 冷暖 空调挂机双节能壁挂式家用卧室 大一匹冷暖,2099,73,,https://item.jd.com/10058297173088.html
日立 HITACHI 中央空调家用一拖一风管机 全直流变频3匹 制冷适用 28㎡-48㎡ RAQ/C-1F72PVX（KFR-72QW/BpE）,17280,48,自营,https://item.jd.com/100012147577.html
美的（Midea）空调挂机 新能效 智能变频空调冷暖 壁挂式空调 智弧 卧室空调 京品家电 以旧换新 KFR-26GW/N8VJC3 大1匹,2299,1000+,,https://item.jd.com/10020107707856.html
华凌空调 新一级 空调立式 手机智能遥控 急速冷暖 3匹 客厅空调柜机 京东小家KFR-72LW/N8HA1以旧换新,5199,10万+,"自营,满10000-300",https://item.jd.com/100007344257.html
扬子空调 2匹 新能效 冷暖 独立除湿 以旧换新 空调立式 客厅空调柜机 KFR-50LW/Q151fB5,2899,2万+,"自营,满2000-100",https://item.jd.com/100016800094.html
奥克斯 (AUX) 大1.5匹 京裕Ⅱ 新3级能效 挂机 变频冷暖 家用卧室 自清洁 空调KFR-35GW/BpR3AQE1(B3),2099,1000+,自营,https://item.jd.com/100039759266.html
小米（MI）大1匹 新一级能效 变频冷暖 智能自清洁 壁挂式卧室空调挂机 KFR-26GW/V1A1,2099,1000+,自营,https://item.jd.com/100045222143.html
海信（Hisense）一拖二中央空调冷暖直流变频壁挂式分体一级能效家用挂机1拖2 35挂+35挂【企业专享】,8999,500+,"自营,厂商配送",https://item.jd.com/100029201282.html
荣事达（Royalstar）空调挂机 定频 家用壁挂式空调大1.5\\\/2P节能低噪挂机强除湿 大1p单冷 适用10-16㎡（6年联保） 不包安装（需额外购买安装服务）,1209,2万+,,https://item.jd.com/43888640159.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 2匹冷暖挂机【全铜管】-上门安装,2539,500+,,https://item.jd.com/10066923823543.html
航天航天空调挂机1p大1.5匹单冷暖两用家用壁挂式客厅出租屋 新风空调节能挂机 1.5匹单冷+不含安装【航天】,1348,25,,https://item.jd.com/10065265530188.html
野田（YETIAN）窗式空调单冷型1匹窗机空调一体机可移动免排水免安装 适用面积6-10m2,1199,0,自营,https://item.jd.com/100040599526.html
RZE京品优选（上门安装）空调挂机大1匹大1.5匹2匹单冷暖定频变频壁挂式空调家用省电宿舍出租房新风 大1P单冷【全铜管】-上门安装,1329,500+,,https://item.jd.com/10067403126497.html
奥克斯（AUX）空调挂机1/1.5p匹 新能效升级 变频冷暖 自动清洁 家用卧室壁挂式挂机以旧换新 大1.5匹变频冷暖:15-23㎡,2088,2000+,放心购,https://item.jd.com/10025870887456.html
爱心东东AUX（上门安装）空调挂机大1p1.5匹单冷暖新风空调家用卧室省电挂机AUX 【中兴】正1P单冷【全铜管】-不含安装,1110,0,"满488-10,赠",https://item.jd.com/10068097509869.html
科龙空调 挂机 1.5匹 新三级能效 变频节能 自清洁 低噪 快速冷暖 卧室壁挂式 以旧换新 KFR-35GW/QTA3a 柔风系列,2049,5000+,自营,https://item.jd.com/47022457427.html
【上门安装】空调挂机大1匹大1.5匹冷暖小型壁挂式空调家用奥克斯省电宿舍新风 正1匹单冷+自主安装【先科】,1298,100+,赠,https://item.jd.com/10056222580252.html
荣事达（Royalstar）大1p/2匹3匹空调立柜落地式空调节能急速大风量客厅独立除湿办公室 正1匹单冷 -适用10-15m2 自行安装（全国联保六年）,1159,1000+,,https://item.jd.com/10033459708045.html
志能高效挂机送货入户空调包安装深 松空调大1匹大1.5匹2匹冷暖定频壁挂式空调家用低音省电 新国标 正1匹单冷-全铜管（送货上门，不含安装）,1209,5000+,,https://item.jd.com/10049072408819.html
菱昊电梯空调专用1匹单冷1.5P冷暖无滴水一体机轿厢轿顶空调客梯货梯 3.0版1P冷/暖（一体无水）带发票,2529,1000+,,https://item.jd.com/10047817487410.html
小米米家空调挂机大1/1.5/2匹 新能效 变频冷暖 智能自清洁 壁挂式卧室家空调 睡眠款 1.5匹/变频/新一级 35GW/S1A1,2299,70,,https://item.jd.com/10067002595593.html
美的（Midea）出品空调挂机新能效变频壁挂式空调大1匹1.5匹P冷暖家用卧室出租房节能省电 大1匹冷 暖 26HF3新三级【华凌】,1899,32,赠,https://item.jd.com/10066898448838.html
荣事达（Royalstar）大1.5p家用冷暖壁挂式空调 卧室办公室节能除湿省电宿舍 大1.5匹包基础安装企业专享,1749,2000+,自营,https://item.jd.com/100022396269.html
空调挂机大1.5P小1匹2P3家用壁挂式空调单冷冷暖立式小型变频柜机 全铜管 大1.5P单冷+无安装,1449,200+,赠,https://item.jd.com/10064503848379.html
美的（Midea）出品空调新一级能效 变频冷暖 1.5匹客厅卧室空调挂机 一键防直吹n8he1 大1匹新一级变频冷暖(HA1/HL1随机发),2098,47,赠,https://item.jd.com/10066898415613.html
EBC除甲醛净化1.5匹新风空调,15200,200+,放心购,https://item.jd.com/72483277195.html
TCL中央空调4匹一拖三多联机家用壁挂空调 变频一级能效包安装 适用两室一厅60-90㎡ TMV-Vd100W/N1,15049,200+,自营,https://item.jd.com/100034152920.html
奥克斯（AUX）大1.5匹变频新一级能效 畅享风0风感 智能WIFI 无风感高温除菌 壁挂式挂机 大1匹变频新一级【畅享风PRO】,4999,70,放心购,https://item.jd.com/10063172132490.html
小米（MI）空调1.5匹 巨省电 新一级能效 变频冷暖 智能自清洁壁挂式卧室挂机KFR-35GW/N1A1 【1.5匹】新一级能效 巨省电,2299,2000+,"券3000-50,赠",https://item.jd.com/10042623177470.html
拍拍格力(GREE)中央空调 样品机 5匹p/3匹p/2匹p吸顶一拖一天花机 嵌入式天井机 办公商用 八面出风天井式 预付定金,100,81,,https://item.jd.com/10060040268482.html
美的(Midea)空调 2匹旋耀 壁挂式大风量客厅商铺挂机智能空调 KFR-50GW/N8MXA1,5999,5万+,"自营,厂商配送,券3000-300,,",https://item.jd.com/100041625587.html
澳柯玛（AUCMA）空调挂机 大1匹/1.5匹/2P/3P 新能效 家用卧室出租房壁挂式节能除湿 家电 以旧换新 可开专票 大1匹【冷暖】 自清洁 独立除湿【,1598,5万+,"放心购,秒杀,免邮,满2000-30",https://item.jd.com/67976142265.html
美的(Midea) 3匹FUN星新一级 变频冷暖 自清洁 客厅空调柜机 自营 KFR-72LW/N8MHA1京东小家智能生态,6499,20万+,"自营,券999-50,满10000-300",https://item.jd.com/100030200371.html
海尔出品空调统帅空调挂机1.5匹壁挂式变频一级冷暖智能自清洁家用 1.5匹新一级能效KFR-35G/XCA81TU1,2389,2000+,"秒杀,免邮,券1999-30,每满2350-90",https://item.jd.com/10046125858726.html
海尔出品空调统帅空调3匹立式柜机变频新一级能效内外自清洁快速冷暖KFR-72L/WDB81TU1 升级款3匹变频新一级+内外自清洁+手机远程操控,5589,5000+,"秒杀,免邮,券1999-30,每满5500-200",https://item.jd.com/65503868016.html
格力（GREE）新1级能效 空调套装 (大1匹云恬+大1匹云佳+1.5匹云佳+3匹云逸）,15796,100万+,"自营,券3999-300",https://item.jd.com/100021569442.html
海尔出品空调柜式空调变频家用 商用立式空调柜机客厅冷暖省电统帅 【年度畅卖款】大3匹变频冷暖+内外机自清洁NTA,4599,2000+,,https://item.jd.com/10026059469586.html
扬子空调 3匹 新三级能效 变频 冷暖 以旧换新 空调立式 客厅空调柜机 KFR-72LW/Q151fB3,3899,2万+,"自营,满2000-100",https://item.jd.com/100025354416.html
奥克斯(AUX) 空调挂机 1.5匹 新一级能效 京裕Ⅱ变频节能家用冷暖挂壁式KFR-35GW/BpR3AQE1(B1),2299,5,自营,https://item.jd.com/100042038350.html
金正京品优选（上门安装）空调挂机大1p1.5匹单冷暖新风空调家用卧室出租房壁挂式节能省电新能效 1.5P冷暖【全铜管】-上门安装,1659,1,赠,https://item.jd.com/10067919798125.html
山水（SANSUI）空调挂机大1匹1.5匹2匹冷暖定频家用壁挂式新风空调 低音省电 新国标 1.5P冷暖【山水系列】 【上门安装】,1709,2万+,"放心购,免邮,券1100-10,满999-10,",https://item.jd.com/10052896897719.html
奥克斯（AUX）大1.5匹空调挂机倾静系列变频新三级冷暖节能家用卧室壁挂式空调挂机KFR-35GWBpR3AQF19(B3),2099,2万+,"自营,厂商配送,赠",https://item.jd.com/100019892831.html
华凌空调 2匹新能效 变频冷暖 大风量 智能互联 高温智清洁 卧室客厅空调挂机 以旧换新KFR-50GW/N8HL3,2999,20万+,"自营,满10000-300",https://item.jd.com/100034249294.html
荣事达（Royalstar）大1p/1.5匹2匹家用壁挂式空调挂机出租房宿舍卧室板房节能省电除湿 大1匹单冷的-适用10-16m2 不包安装价（需额外购买安装服务）,1209,1万+,免邮,https://item.jd.com/65898183580.html
格力空调 云之炫 三级能效 变频冷暖 自清洁 大风量 除湿 客厅家用圆柱立式柜机 2匹 85°角扫风KFR-50LW/NhGg3Bt,4999,43,"京东物流,免邮",https://item.jd.com/10067375729850.html
京品家电格力（GREE）大1匹 京逸Ⅱ 新能效 变频 自清洁 快速冷暖 壁挂式卧室空调挂机(KFR-26GW/NhBb3Bj)以旧换新,2699,2万+,"自营,满10000-300",https://item.jd.com/100014511344.html
美的（Midea）出品空调新一级能效 变频冷暖 1.5匹客厅卧室空调挂机 一键防直吹n8he1 大1匹新三级变频冷暖(HF3/HA3随机发),1858,47,"新品,赠",https://item.jd.com/10066898404607.html
美的（Midea）空调挂机 新一级能效 酷金大1匹/1.5匹变频冷暖家用卧室省电 大风口自清洁大一匹壁挂式 大1匹：酷金ZHA1,2499,1万+,,https://item.jd.com/10058669920689.html
SANSUI山水（SANSUI）空调挂机1匹1.5匹新风空调冷暖定频变频壁挂式空调 家用节能省电 新国标 大1.5P冷暖【山水系列】 送货入户-上门安装,1729,2000+,"秒杀,免邮,券999-10,满1000-10,赠",https://item.jd.com/10053662569563.html
志能高效空调柜机【自营款】商用3匹立柜式变频冷暖柜机 家用客厅 会议室深松 SHENOSNG 2匹柜机-强劲冷暖（送货上门，不含安装）,2988,22,,https://item.jd.com/10062155675776.html
爱心东东SANKUAIJIAO（上门安装）空调挂机云佳大1p1.5匹单冷暖新风空调家用卧室出租房壁挂式节能省电 正1P冷暖-上门安装【适用15-20m2】,1539,62,免邮,https://item.jd.com/10067426244740.html
美的（Midea）集团出品空调柜机3匹一级变频立式空调冷暖客厅家用节能省电大2p新风 【尊贵款】两匹 新三 级变频冷暖 51HF3,3519,4,赠,https://item.jd.com/10066952107751.html
康佳（KONKA）2匹 新能效 快速冷暖 大风量 变频 家用壁挂式空调 以旧换新 空调挂机 KFR-51GW/HG3,2699,20万+,自营,https://item.jd.com/100019368824.html
澳柯玛（AUCMA）澳柯玛单冷挂机空调 1P一匹 新五级 定频单冷空调 10-15㎡挂机 包含基础安装 开发票【厂直】,1459,12,自营,https://item.jd.com/100038742957.html
申花（SHENHUA）定频大1匹空调挂机1.5P变频家用壁挂式卧室3匹大风量立柜式客厅节能省电新能效 大2匹单冷柜机 不提供门安装,2499,1000+,,https://item.jd.com/10056480367379.html
海信(Hisense)空调 自然风 新一级智能变频 舒适柔风 自清洁 立柜式客厅柜机【以旧换新】 【3匹】KFR-72LW/E500-A1 舒适家,5399,5000+,"自营,券1500-120,每满5300-300",https://item.jd.com/57321873102.html
华凌空调 新一级能效 变频冷暖 超大风口 1.5匹 客厅卧室空调挂机 n8he1 KFR-35GW/N8HE1,2299,25,自营,https://item.jd.com/100043429911.html
松下空调 滢风系列 大1匹 新三级能效 变频冷暖壁挂式空调WIFI智能挂机 防直吹自清洁 ZY26K230,3398,2万+,自营,https://item.jd.com/100029189033.html
海信（Hisense）防爆空调 挂机可用于危化品仓库调漆室实验室储能蓄电等 BKFR-40GW/TUS-N2(B1)【企业专享】,14414,1000+,"自营,厂商配送",https://item.jd.com/100029279324.html
康佳（KONKA）冷暖 新能效 空调挂机 定速 独立除湿 大风量卧室节能除湿出租房宿舍壁挂式 大1匹冷暖 KFR-26GW/5M5A-D 全国联保,1549,2万+,免邮,https://item.jd.com/10040322729361.html
美的(Midea) 1.5匹 智行III 新三级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电KFR-35GW/M1-3,2799,1000+,自营,https://item.jd.com/100043404525.html
奥克斯(AUX) 空调出品华蒜大1.5匹 新能效变频冷暖自清洁壁挂式空调挂机节能KFR-35GW/BpR3HSQK15(B1),2068,1万+,自营,https://item.jd.com/100046429275.html
申花（SHENHUA）空调挂机家用壁挂式卧室立柜大风量节能省电新国标能效强劲制冷 正1匹冷暖-13㎡内 JD上门安装,1449,10万+,"放心购,免邮",https://item.jd.com/10034371051415.html
日本 山水（SANSUI）空调挂机1p大1.5匹2匹冷暖定频家用壁挂式新风空调 节能省电 新国标 1P单冷【山水】 送货入户【自行安装】,1149,2000+,"放心购,满999-10,赠",https://item.jd.com/10041315137415.html
拍拍东宝 单冷空调冷暖两用挂机大1匹2匹单冷挂式定频1.5匹家用变频节能省电铜管除湿尾货机 正1匹单冷 不含安装 铜管,1199,500+,免邮,https://item.jd.com/10032753101408.html
奥克斯(AUX) 空调立式 2匹柜机 一级能效 自营空调柜机客厅变频冷暖京东WiFi智控KFR-51LW/BpR3AQE1(B1),5099,2000+,"自营,每满5000-100",https://item.jd.com/100027069723.html
夏新空调 大1匹 新五级定频空调冷暖 自清洁智能低噪变频新风空调挂机 大一匹单冷大风口+自主安装,1299,16,,https://item.jd.com/10059675395351.html
奥克斯(AUX)空调挂壁式大1.5匹冷暖一级能效自清洁大1匹单冷暖定速家用卧室节能除湿出租房宿舍2匹 (航天)大1匹单冷上门安装(全国联保）,1535,200+,"满1199-20,赠",https://item.jd.com/10064811879214.html
山水（SANSUI）空调挂机大1匹1.5匹2匹冷暖定频家用壁挂式新风空调 低音省电 新国标 1P冷暖【山水系列】 【上门安装】,1579,2万+,"放心购,秒杀,免邮,券1100-10,,",https://item.jd.com/10052896897715.html
【旗舰系列】大金一拖四一拖五中央空调 三室两厅,64000,100+,,https://item.jd.com/10054624129224.html
TCL空调 2匹挂机 新一级能效空调 客厅 变频冷暖 低噪音 节能 家用壁挂式卧室空调 净润风系列 适用面积：18-28m2,3099,2000+,"京东物流,放心购,免邮,券1500-120",https://item.jd.com/10046226620138.html
小米（MI）米家空调鎏金版2匹新一级能效语音控制巨省电变频冷暖智能清洁自然风壁挂式卧室挂机KFR-50GW/D1A1,3199,1000+,自营,https://item.jd.com/100036529094.html
美的出品空调挂机 新能效一级1.5匹 变频冷暖壁挂式空调 智能控制 大1.5匹新三级变频冷暖(HF3/HA3,2099,0,,https://item.jd.com/10068119606702.html
TCL中央空调6匹天花机嵌入式吸顶机天井机冷暖380V办公室商用空调 适用55-78㎡ KFRD-140Q8AW/N1SY-E3,7649,2000+,自营,https://item.jd.com/100034152934.html
志高空调挂机1匹1.5匹p2匹单冷定频新能效壁挂式空调挂机家用卧室出租屋办公室 自清洁纯铜管 包安装 大1匹单冷KF-26GW/B169+A5A新能效,1699,200+,,https://item.jd.com/10036055103107.html
拍拍格力空调 样品机 大一匹1.5\2匹\3匹挂机 壁挂式智能冷暖节能家用空调挂机 三级能效 随机发货 1.5匹单冷,2399,1000+,,https://item.jd.com/10040199175127.html
美的（Midea）空调 大1匹/1.5匹 新三级变频空调冷暖 自清洁智能低噪挂机 智弧 大1匹--智弧MJA3,2299,10万+,"京东物流,放心购,免邮,券2000-30",https://item.jd.com/11536182164.html
华凌空调挂机 1.5匹新能效变频冷暖 智能家用 出租屋卧室壁挂式 以旧换新 【性价比推荐】1匹变频冷暖 防直吹 26HA3,2099,2000+,"免邮,券5000-100",https://item.jd.com/10052551030349.html
空调挂机冷暖两用大1.5p变频节能节能冷暖两用 商铺客厅壁挂式空调挂机允滕 正1P单冷【全铜管】不含安装,1099,1,,https://item.jd.com/10067020624982.html
康佳（KONKA）3匹 新能效 快速冷暖 大风量 变频空调 以旧换新 家用壁挂式空调挂机 KFR-72GW/HG3,3699,20万+,自营,https://item.jd.com/100010670423.html
美的（Midea）空调挂机大1匹1.5匹 新一级能效变频冷暖节能省电 壁挂卧室空调家用手机控制防直吹 【升级大风口】大一匹 风酷XHC1 新一级能效,2499,2万+,放心购,https://item.jd.com/10043280519600.html
科龙（KELON）空调 2匹 新三级能效 百档调节 变频冷暖 APP智能 圆柱立式柜机 以旧换新 小Q KFR-50LW/FD1-X3,3399,5万+,"自营,券300-30",https://item.jd.com/100007602587.html
科龙（KELON）空调 新三级能效 2匹大风量 变频冷暖 挂机体积柜机风量 再省1m2 客厅两匹挂机 KFR-50GW/QX1-X3,3199,20万+,"自营,券1500-120",https://item.jd.com/100038704464.html
TCL 新一级能效 柜机 变频冷暖 柔风 智能 自清洁 落地式 客厅立柜式 大2匹净柔风新一级能效智能,3999,35,,https://item.jd.com/10042845953518.html
先科空调大1.5匹冷暖冷暖节能空调挂机单冷壁挂式 正1匹单冷全铜管 （顺丰/德邦快递随机发出）正1P单冷+无安装,1250,70,,https://item.jd.com/10063037260701.html
美的（Midea）集团出品空调柜机3匹一级变频立式空调冷暖客厅家用节能省电大2p新风 【热量款】三匹新三 级变频冷暖72HA3,4559,4,赠,https://item.jd.com/10066952107750.html
海信（Hisense）1匹空调挂机 新能效低噪变频 舒适睡眠 家用自清洁 极速冷暖卧室壁挂式 KFR-26GW/EF19A3,1949,500+,"自营,厂商配送",https://item.jd.com/100022118979.html
奥克斯(AUX) 空调立式 3匹柜机 一级能效 自营空调柜机客厅家用节能京东WiFi智控KFR-72LW/BpR3AQE1(B1),6099,1万+,"自营,每满6000-100",https://item.jd.com/100027069719.html
申花柜机立柜式空调立大2匹单冷暖型客厅卧室公寓宿舍出租房小空调定频变频除湿节能 大2P单冷柜机【全铜管+送货上门】 不包安装+6年全国联保,2499,500+,,https://item.jd.com/10047932794514.html
三菱 重工空调 1.5匹变频省电 智能水洗 冷暖家用壁挂式空调挂机KFR-35GW/QHVD5WBp,3499,1万+,,https://item.jd.com/10038994531232.html
【咨询客服下单领500元购物卡】中央空调一拖二 壁挂式内机,5580,200+,,https://item.jd.com/10026339777825.html
美的（Midea）空调挂机 冷静星二代 新一级能效 卧室壁挂式 智能变频防直吹自清洁KFR-26GW/BP3DN8Y-PH200(1),2499,100+,"自营,厂商配送,券999-30",https://item.jd.com/100037242371.html
美的（Midea）移动空调小1匹单冷 家用厨房一体机免安装便捷立式空调 KY-15/N7Y-PHA,1169,10万+,"自营,厂商配送",https://item.jd.com/100006818255.html
申花（SHENHUA）定频大1匹空调挂机1.5P家用壁挂式卧室3匹立柜式客厅节能省电新能效 正1匹单冷【12m2内】不含安装(全铜管顺丰送货),1099,500+,,https://item.jd.com/10051947649167.html
海尔（Haier）空调挂机1.5匹卧室壁挂式家用单冷空调套机节能新能效 KF-35GW/20MCA75,2099,9,自营,https://item.jd.com/100040482456.html
