商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
四季沐歌（MICOE）储水式厨用电热热水器 6.6L上出水1600W速热白色M3-J6.6-16A-H1,299,2000+,,自营,https://item.jd.com/100036185336.html,(2000+),-7,-7,99%
万家乐 16升防冻燃气热水器天然气无级恒温舱增压零冷水CO甲烷双安防京东小家智能三重净浴JSQ30-16RL5,2199,10万+,,"自营,赠",https://item.jd.com/100015786946.html,(8.5万+),(300+),(300+),98%
万家乐 13升燃气热水器天然气防冻增压零冷水一级能效冷凝式京东小家智能佛山标准产品JSLQ22-13DLU3,1899,50万+,,"自营,满1899-50",https://item.jd.com/100018516088.html,(24万+),(1400+),(1400+),98%
樱花{雪白桶体}储水式圆桶扁桶热水器电家用节能洗澡40\\\/50\\\/60\\\/80L 40升圆桶数显+高配_双防电墙+巡航,250,9,,,https://item.jd.com/10063860647382.html,-3,0,0,100%
【包安装】燃气热水器8 L到16 L家用天然气液 化气煤气零冷水洗澡恒温热水器防冷冻安全美的 8升白色【机械强排式】手动调节【夏 新系列】 天然气,398,100+,,赠,https://item.jd.com/10067317200832.html,(100+),-1,-1,98%
樱花（SAKURA）16升燃气热水器 双增压零冷水 水气双调 即开即热 智控恒温 增压防冻 天然气 JSQ30-057F,2399,1万+,,"自营,券2580-120,满1500-200",https://item.jd.com/100009339499.html,(6000+),(50+),(50+),97%
海尔（Haier）海尔电热水器60升一级能效 3300W速热 大水量5倍增容 防漏电专利防电墙ES10U家用速热 【3000W功率+预约洗浴】海尔统帅60升PLV3,1369,2000+,,"秒杀,满1350-180",https://item.jd.com/10053227890161.html,(900+),-4,-4,98%
万和（Vanward）8升四季控温型自带稳压燃气热水器(天然气)JSQ16-8B-21,719,10万+,,自营,https://item.jd.com/4749681.html,(8.6万+),(500+),(500+),98%
海尔（Haier）出品统帅电热水器家用出租房储水式热水器速热省电节能专利防电墙经济2200w速热 海尔当地售后安装50L速热,599,2000+,,,https://item.jd.com/10042162461177.html,(700+),-7,-7,97%
【上门安装】好太太电热水器一级节能安全沐浴,338,100+,,"自营,厂商配送",https://item.jd.com/100040246584.html,(30+),-1,-1,97%
美的（Midea）16升燃气热水器零冷水天然气 双增压水量伺服 即开即热 WiFi 恒温节能 JSQ30-RD3 pro 以旧换新,2399,50万+,,"自营,每满2000-300,赠",https://item.jd.com/100026582150.html,(32万+),(2500+),(2500+),98%
美的（Midea）16升燃气热水器 家用天然气 零冷水节能 智控增压 水伺服恒温 负压密闭稳燃 JSQ30-RS8以旧换新,2899,50万+,,"自营,每满2000-300,赠",https://item.jd.com/100034739075.html,(32万+),(2500+),(2500+),98%
海尔（Haier）16升燃气热水器天然气水气双调恒温WIFI智控专利双算法直流变频风机家用 JSQ30-16MODEL(12T)U1,1349,100万+,,"自营,满800-200,赠",https://item.jd.com/100038580715.html,(56万+),(1900+),(1900+),99%
华帝（VATTI）16升燃气热水器天然气 家用即热式 一级能效冷凝式零冷水 免滴水 增压瀑布浴 i12254-16,2699,2万+,,自营,https://item.jd.com/100038241787.html,(1.4万+),(20+),(20+),99%
【上门安装】夏新燃气热水器智能变频恒温强排式家用煤气低水压大屏即热式 8升机械数显【不可装浴室内】 管道天然气,398,2000+,,,https://item.jd.com/10028087114559.html,(700+),(10+),(10+),93%
苏泊尔50L家用扁桶电热水器 双胆循环加热2200W速热 超薄机身储水式 24H预约定时 E50-DR60,1499,100+,,自营,https://item.jd.com/100044938349.html,(60+),-2,-2,95%
前锋(CHIFFO）新品燃气热水器智能恒温家用节能强排式天然气热水器 XAT1高光白 12升 JSQ23-12XAT1 天然气,1488,500+,,"京东物流,每满1000-60",https://item.jd.com/10040420877613.html,(100+),-3,-3,96%
万和（Vanward）16升零冷水燃气热水器天然气 直流双变频增压防冻自适应恒温小体积降噪E享巡航 JSQ30-MS3D16,2299,20万+,,"自营,每满1000-100",https://item.jd.com/100028917405.html,(19万+),(700+),(700+),98%
法国(PHSUN)小型即热式电热水器家用迷你热水宝速热免储水过水热集成热水器DSK10-L55 裸机款压铸铝恒温,149,91,,京东物流,https://item.jd.com/10043854818167.html,(10+),0,0,100%
万和 （Vanward ）电热水器3000W大功率双驱速热出水断电一级能效WIFI智控家用10倍增容 50升 E50-P8P1-30 免换镁棒,949,1000+,,"自营,秒杀",https://item.jd.com/10060072792752.html,(500+),-3,-3,98%
荣事达 扁桶电热水器家用 2000w双胆速热储水式热水器电 纤薄扁桶 节能省电 安全速热 经济适用 60升,639,1万+,,"自营,秒杀,每满649-10",https://item.jd.com/10029189763897.html,(7900+),(60+),(60+),97%
希尔史密斯即热式电热水器家用小型厨房宝速热恒温免储水迷你热水宝租房卫生间洗澡神器5500w 黑色自行安装,328,5000+,,"自营,厂商配送",https://item.jd.com/100040574127.html,(2400+),-6,-6,98%
万和（Vanward）12升燃气热水器家用热水器66重安全防护AI智能私人定制JSQ24-370J12（20Y）,769,20万+,,"自营,厂商配送",https://item.jd.com/100015285210.html,(20万+),(800+),(800+),98%
阿诗丹顿（USATON）12升燃气热水器天然气 家用 智能变频恒温 随温感安全自检JSQ23-12D3（天然气）,599,1000+,,自营,https://item.jd.com/100006781004.html,(900+),-4,-4,98%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 标配数显款2000W+机械旋钮+出水断电+上门安装 50升(2人),669,5万+,,京东物流,https://item.jd.com/10046207226756.html,(1.4万+),(100+),(100+),98%
能率（NORITZ）燃气热水器13升 智能精控恒温 水量伺服器GQ-13E4AFEX（JSQ25-E4）天然气 一键节能 防冻,3298,20万+,,"自营,满1000-200,赠",https://item.jd.com/3200758.html,(18万+),(900+),(900+),98%
希尔史密斯热水器电热水器2000W家用卫生间洗澡小型储水式速热50升圆桶一级能效自动断电DX-640-50 50L,556,1000+,,"自营,厂商配送",https://item.jd.com/100050158061.html,(300+),-1,-1,99%
箭牌燃气热水器天然气家用平衡式即热式强排恒温零冷水洗澡淋浴 13升恒温天然气款 上门安装,749,19,,自营,https://item.jd.com/100043002985.html,-6,0,0,100%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 标配数显款2000W+机械旋钮+出水断电+上门安装 40升(1人),609,5万+,,京东物流,https://item.jd.com/10046207226751.html,(1.4万+),(100+),(100+),98%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 普通数显款2000W+机械旋钮+三挡调节+自行安装 60升(3人),619,5万+,,京东物流,https://item.jd.com/10044022565063.html,(1.4万+),(100+),(100+),98%
万家乐FW3电热水器FW3镁棒免换 炫彩屏3200W 出水断电 双管速热一级变频10倍增容8重净洗【2月6日发货】 80升智能杀菌WiFi智控D80-FW3,1099,200+,,秒杀,https://item.jd.com/10057759247552.html,(100+),-2,-2,98%
志高(CHIGO) 16升燃气热水器 家用天然气 强排式 恒温降噪 多点供水 JSQ31-16H4（此款为天然气）,1598,2万+,,"自营,券6000-600,满1500-710",https://item.jd.com/100020691826.html,(1.4万+),(70+),(70+),98%
容声燃气热水器家用洗澡厨房阳台强排式智能变频水气双调四季恒温卫生间大水量煤气多款 12L【天然气12T】一厨一卫,639,1万+,,"京东物流,免邮,满639-40",https://item.jd.com/10040082068678.html,(1万+),-7,-7,99%
箭牌燃气热水器天然气家用平衡式即热式强排恒温零冷水洗澡淋浴 12升平衡天然气款 自行安装,899,19,,自营,https://item.jd.com/100043002983.html,-6,0,0,100%
阿诗丹顿（USATON）13升零冷水燃气热水器天然气WIFI智控按摩健身浴智能恒温JSQ25-13F6,2799,1,,自营,https://item.jd.com/100051034033.html,-1,0,0,100%
飞利浦（PHILIPS）即热式电热水器7000W大功率速热 无极变频智能恒温小巧型家用无胆免储水 维瓦-S AWH1045/93（70HA）,1299,500+,,"京东物流,每满1299-200",https://item.jd.com/10059966375465.html,(500+),-2,-2,99%
华帝（VATTI）16升燃气热水器天然气 水气双调 家用即热式 四季免调温 燃气防泄漏保护 以旧换新 i12053-16,1599,5万+,,自营,https://item.jd.com/100005557392.html,(2.9万+),(100+),(100+),98%
燃气热水器家用煤气罐液化气8L10L12L强排式低水压启动洗澡仙企 7L 铝水箱无显示标配 电池款 液化气,155,61,,,https://item.jd.com/10055705131028.html,-7,0,0,100%
万和（Vanward）16升零冷水燃气热水器天然气16升智能APP云预约全屋循环热水 即开即热 JSQ30-S2W16,1599,20万+,,自营,https://item.jd.com/100036614793.html,(23万+),(900+),(900+),98%
万和（Vanward）16升零冷水燃气热水器小体积水量伺服小魔方智控一级能效冷凝天然气 JSLQ27-WLS7W16,3499,10万+,,"自营,满3000-500",https://item.jd.com/100038734751.html,(6.4万+),(200+),(200+),98%
志高（CHIGO）燃气热水器天然气液化气煤气节能变升智能恒温水气双调多重防冻低水压启动金色家用 10升智能恒温液化气自行安装,1159,100+,,,https://item.jd.com/10066000724510.html,(40+),0,0,100%
康家好太太【出水断电】储水式电热水器电家用速热恒温洗澡租房热水器卫生间淋浴2000w DSZF-80A 80升电脑款,498,5000+,,自营,https://item.jd.com/100040574243.html,(2700+),(10+),(10+),99%
爱心东东阿诗丹顿（USATON）小厨宝大升数即热式热水宝电热水器厨房热水器迷你储水式上出水10升一级能效 【上出水6.6升】一级能效 小厨宝,379,10万+,,"京东物流,秒杀,免邮,每满410-50,",https://item.jd.com/10203151775.html,(7.8万+),(400+),(400+),98%
康家好太太电热水器电家用洗澡速热恒温出租房小型储水式热水器卫生间淋浴2KW DSZF-60A 60升机械款 自行安装,418,200+,,自营,https://item.jd.com/100047737587.html,(100+),0,0,100%
万和（Vanward)16升燃气热水器家用天然气 水气双调双变频恒温JSQ30-526W16,1599,2万+,,"自营,每满1500-400",https://item.jd.com/40073063415.html,(1.7万+),(40+),(40+),99%
苏泊尔（SUPOR）一级能效 6.8升迷你电热水器小厨宝 厨房热水器速热式上出水 1650W家用储水式热水宝E06-UK05,369,2000+,,自营,https://item.jd.com/100043711641.html,(1100+),-5,-5,97%
凯奇史密斯热水器电热水器家用洗澡扁桶一级能效大容量80升速热 1118,799,9,,自营,https://item.jd.com/100051312393.html,-2,0,0,100%
希尔史密斯13升燃气热水器 强排式家用恒温洗澡 一级能效变频双增压超静音 负压密闭稳燃舱 JSQ25-13L 天然气,1299,65,,自营,https://item.jd.com/100050345225.html,(10+),0,0,90%
容声电热水器储水式家用速热阳台圆桶壁挂薄民宿酒店出租房宿舍卫生间洗澡安全隔电防干烧 40升+隔电墙高配+2000W,399,5000+,,,https://item.jd.com/10028509127950.html,(5500+),-2,-2,99%
美的（Midea）13升家用燃气热水器天然气 智能变频恒温平衡机可装浴室 小体积易安装多重安防JSG25-HC7,1599,1000+,,自营,https://item.jd.com/100025345863.html,(700+),-5,-5,98%
万家乐 16升燃气热水器(天然气)水气双调四季恒温 智享浴 断电记忆 低水压启动 高温锁JSQ30-16L3*,2199,1000+,,自营,https://item.jd.com/100018460527.html,(1300+),0,0,99%
荣事达 电热水器电家用储水式热水器即热速热恒温小型卫生间洗澡机安全隔电 【60升】 RSD-S-CZ60,569,5万+,,"京东物流,免邮,每满569-20",https://item.jd.com/71647165208.html,(1.5万+),(200+),(200+),94%
万家乐 13升燃气热水器(天然气)智能变升节能一键智能浴高温防烫锁断电记忆JSQ26-13DP2,899,2万+,,自营,https://item.jd.com/100021165167.html,(1.5万+),(50+),(50+),98%
华帝（VATTI）16升燃气热水器天然气节能省气智能恒温气电双断多重防冻低水压启动金色家用i12104-16,1399,5万+,,自营,https://item.jd.com/100019092051.html,(2.9万+),(100+),(100+),98%
史密斯.劳伦热水器电热水器电家用洗澡储水式60升扁桶一级能效速热B22-60L,1199,1000+,,新品,https://item.jd.com/100048089491.html,(700+),-10,-10,97%
阿里斯顿(ARISTON) 60升电热水器 双管加热 家用洗澡即热速热式 节能储水式AL60E2.5J3,838,1万+,,"自营,券1500-120",https://item.jd.com/1236664.html,(1万+),(100+),(100+),97%
【京东自营.十年质保】希尔史密斯储水式电热水器一级能效40升,458,1万+,,"自营,厂商配送",https://item.jd.com/100040508805.html,(7200+),(50+),(50+),97%
史密斯.劳伦热水器电热水器电家用洗澡储水式80升扁桶一级能效速热B22-80L,1299,1000+,,新品,https://item.jd.com/100048092429.html,(700+),-10,-10,97%
海尔（Haier）13升燃气热水器天然气水气双调智能恒温多重防冻五重净化金色家用JSQ25-13UTS(12T),949,100万+,,"自营,满500-100",https://item.jd.com/100004582089.html,(56万+),(1900+),(1900+),99%
美的（Midea）13升燃气热水器天然气水伺服智控增压恒温ECO节能磁净化健康洗JSQ25-MK6以旧换新,1649,20万+,,"自营,满1000-300,赠",https://item.jd.com/100040350121.html,(22万+),(1100+),(1100+),98%
美的（Midea）16升零冷水燃气热水器 天然气 节能变升 健康净浴智能智能家电JSQ30-RD3 以旧换新 京东小家,1799,50万+,,"自营,满1000-200,赠",https://item.jd.com/100006961267.html,(46万+),(1700+),(1700+),98%
史密斯（A.O.SMITH）A.O.史密斯-佳尼特 电热水器60升 家用洗澡 储水式 速热 免清洗杀菌 60KB-C 新品 金圭 金圭特护系统,2399,500+,,"京东物流,满2399-300",https://item.jd.com/10061789431606.html,(200+),0,0,98%
美的（Midea）16升燃气热水器 家用天然气 节能零冷水 增压 一级静音 负压密闭 恒温抗风防冻Air pro以旧换新,3499,50万+,,"自营,每满3000-400,赠",https://item.jd.com/100028917483.html,(46万+),(1700+),(1700+),98%
万家乐 12升燃气热水器(液化气) 智能防冻恒温低水压启动双重净浴 断电记亿 高温防烫安全锁JSQ24-12BP1,899,2万+,,"自营,厂商配送",https://item.jd.com/100017414562.html,(1.5万+),(50+),(50+),98%
美的（Midea）16升燃气热水器智能恒温强排式热水器家用节能省气6重安防APP天然气TC5新升级 【变频恒温-新升级款 】16升,1248,5000+,,自营,https://item.jd.com/10042633592950.html,(3000+),(10+),(10+),98%
美的（Midea）电热水器40/50/60升家用洗澡高效速热出租屋节能省电健康洗浴小型储水式卫生间安全防漏 50升S1【2000W速热防电墙】,679,5000+,,自营,https://item.jd.com/10035603908137.html,(3400+),(10+),(10+),98%
万家乐JSG24-12R2平衡式智能恒温家用燃气热水器可装浴室12升燃气热水器 JSG24-12R2可装浴室内 天然气,1599,5000+,,"自营,满1000-100",https://item.jd.com/67970434387.html,(3300+),(10+),(10+),99%
【京东自营.6倍增容】希尔史密斯变频速热电热水器一级能效,799,1万+,,"自营,厂商配送",https://item.jd.com/100038309927.html,(7200+),(50+),(50+),97%
海尔（Haier）16升燃气热水器天然气零冷水智能双增压大水量净水护肤洗静音降噪智慧物联JSQ30-16WJS5(12T)U1,1899,20万+,,"自营,每满1000-100,赠",https://item.jd.com/100038580695.html,(10万+),(400+),(400+),98%
万家乐 16升燃气热水器(天然气) 水气双调 智能浴缸模式 三档变升 双重净浴 48℃高温防烫JSQ30-TK1 *,1799,1万+,,自营,https://item.jd.com/100011834296.html,(1万+),-10,-10,99%
华帝（VATTI）16升恒温燃气热水器 水气双调 即热式热水器 防燃气泄漏保护 三档变升 i12052-16（液化气）,1599,1000+,,"自营,券5-2",https://item.jd.com/10051954675129.html,(500+),-2,-2,98%
万和 （Vanward ）16L零冷水燃气热水器(液化气)增压双重防冻JSQ30-S2T16-20Y 【店长推荐款】-液化气,2049,2000+,,"自营,每满2000-250",https://item.jd.com/10026138238497.html,(1200+),-7,-7,98%
能率（NORITZ）燃气热水器16升 京东小家智能生态 语音APP远程双智控 水量伺服器GQ-16V36AFEX（JSQ31-V36）,4099,10万+,,"自营,满1000-200,赠",https://item.jd.com/100011166877.html,(8.2万+),(300+),(300+),98%
美的（Midea）热水器60升2200W速热电热水器F6022-J3(H) *,2399,1万+,,自营,https://item.jd.com/100039306634.html,(1万+),0,0,100%
林内（Rinnai）璀璨系列16升燃气热水器 升级智慧芯 水气双调 天然气12T RUS-16QC05（JSQ31-C05）,3958,20万+,,"自营,券2000-200",https://item.jd.com/100012048672.html,(15万+),(400+),(400+),99%
志高（CHIGO）即热式电热水器 速热即热热水器 小厨宝集成淋浴洗澡免储水多功率可调 防漏电 F60黑 0-5500W,338,20万+,,"自营,券1500-120",https://item.jd.com/100006650204.html,(10万+),(1100+),(1100+),97%
荣事达 电热水器电家用储水式热水器即热速热恒温小型卫生间洗澡机安全隔电 【40升】 RSD-S-CZ40,419,5万+,,"免邮,每满419-20",https://item.jd.com/71647165206.html,(1.5万+),(200+),(200+),94%
美的（Midea）16升燃气热水器 水伺服恒温增压 智能变频节能省气 多处用水零干扰 智能家电 JSQ30-KD3,1348,20,,自营,https://item.jd.com/10067934188124.html,-4,0,0,100%
京品家电林内（Rinnai）11升燃气热水器 澎湃大水量 百年定制 芯动力系列RUS-11QD31（JSQ22-D31）京品家电,2799,20万+,,自营,https://item.jd.com/100013985394.html,(15万+),(400+),(400+),99%
海尔（Haier）13升燃气热水器天然气 平衡式 室内平衡式 精控恒温 智能变升浴室安装 JSG25-13ZH3(12T),1699,5000+,,"自营,每满1000-100",https://item.jd.com/100007216021.html,(3600+),(10+),(10+),99%
美的（Midea） 电水壶热水壶加大容量 家用烧水壶304不锈钢母婴级 便携式烧水壶双层防烫内胆 高性价比推荐丨SH15Colour102,79,20万+,,"自营,每满79-4",https://item.jd.com/44224250064.html,(7.3万+),(800+),(800+),98%
康家好太太【出水断电】热水器电家用洗澡双胆超薄速热出租房储水式热水器卫生间DSZF-60A 60升双胆电脑款,468,5000+,,秒杀,https://item.jd.com/100040574249.html,(2700+),(10+),(10+),99%
志高（CHIGO）即热式电热水器速热式 小厨宝即热热水器家用集成淋浴洗澡免储水功率可调 升级款 KBR-L75 0-7500W,599,20万+,,"自营,券1500-120",https://item.jd.com/100000287013.html,(10万+),(1100+),(1100+),97%
能率（NORITZ）燃气热水器13升 智能精控恒温 水量伺服器GQ-13E4AFEX（JSQ25-E4）天然气 一键节能 防冻,3298,20万+,,自营,https://item.jd.com/3200758.html,(18万+),(900+),(900+),98%
TCL 即热式电热水器电家用卫生间加热器速热洗澡器小型淋浴加热宝即开即热快速加热恒温洗澡机免储水 雅典黑豪华款【7000W+遥控+空开+配件礼包】,588,20万+,,"京东物流,券300-10,满200-30",https://item.jd.com/35935991724.html,(4.4万+),(600+),(600+),95%
万和（Vanward）13升燃气热水器天然气感温水气双调精控恒温智能防冻保护6重健康浴JSQ25-520J13,1099,20万+,,自营,https://item.jd.com/7122646.html,(12万+),(400+),(400+),98%
皇冠【上门安装】家用燃气热水器6升8升10L洗澡煤气天然气液化气强排低水压即热式出租房洗澡 缘昊 6升电池款（纯铜水箱）不包安装 （煤气罐）,288,200+,,"券288-10,赠",https://item.jd.com/10059890987425.html,(50+),-1,-1,96%
华帝（VATTI）13升燃气热水器天然气节能省气智能恒温气电双断多重防冻低水压启动金色家用i12104-13,1199,10万+,,自营,https://item.jd.com/100033772086.html,(4.2万+),(200+),(200+),98%
万和（Vanward）12升平衡式智能恒温燃气热水器 可装浴室 JSG24-310W12 液化气 20Y,1499,20万+,,"自营,厂商配送",https://item.jd.com/100004389690.html,(20万+),(800+),(800+),98%
志高（CHIGO）即热式电热水器速热恒温小厨宝即热热水器省电家用集成淋浴洗澡免储水 功率可调 ZG-KB732 0-7500W,559,5万+,,"自营,券1500-120",https://item.jd.com/100010343578.html,(4万+),(200+),(200+),98%
海尔（Haier）海尔电热水器60升一级能效 3300W速热 大水量5倍增容 防漏电专利防电墙ES10U家用速热 【3000W升级手机智控】海尔统帅60升-PK3,1119,2000+,,秒杀,https://item.jd.com/10022522958233.html,(900+),-4,-4,98%
万和（Vanward）12升燃气热水器家用热水器66重安全防护AI智能私人定制JSQ24-370J12（12T）,769,20万+,,自营,https://item.jd.com/100015285222.html,(23万+),(900+),(900+),98%
美的燃气热水器HWF 天然气家用即热式洗澡恒温水气双调变频恒温ECO节能热水器上门安装 【12升】节能真恒温超高性价比 6年整机包修,747,500+,,自营,https://item.jd.com/10058486018743.html,(100+),0,0,98%
美的储水式电热水器电家用多升数可选经济适用安全防护速热电热水器机械升级数显款X0 【40升适用1-2人】数显屏幕,849,5万+,,"自营,每满849-100,赠",https://item.jd.com/10037485792428.html,(3.2万+),(200+),(200+),97%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型热水器洗澡淋浴超薄2kw DSZF-40 50升双胆出水断电款,799,1000+,,"自营,厂商配送",https://item.jd.com/100045119471.html,(400+),-5,-5,96%
万和（Vanward）16升增压零冷水燃气热水器一级能效冷凝式语音智控恒温防烫防冻健康净浴天然气 【一级节能零冷水】一键增压 节省燃气30% JSLQ27-PLS5P16,2699,1万+,,"京东物流,免邮,满2699-800,赠",https://item.jd.com/10027856150774.html,(5800+),(10+),(10+),99%
海尔（Haier）统帅 16升天然气热水器燃气一级能效零冷水恒温双增压大水量净水护肤家用JSLQ27-16LS5(12T)U1,1899,20万+,,"自营,每满1000-100",https://item.jd.com/100038580681.html,(10万+),(400+),(400+),98%
阿里斯顿(ARISTON) 50升电热水器 双管变功率加热 家用洗澡即热速热式 节能储水式AL50E2.5J3,798,1万+,,"自营,券6000-600",https://item.jd.com/1236665.html,(7300+),(70+),(70+),97%
海尔（Haier）电热水器60升 家用储水式2200W速热 健康杀菌80%热水器输出率 预约洗浴金刚三层胆PM1,849,5000+,,"自营,厂商配送",https://item.jd.com/100038696763.html,(2800+),(10+),(10+),98%
万家乐 16升燃气热水器(天然气) 智能变升节能 一键智能浴 高温防烫锁 断电记忆JSQ30-16DP2,1099,2万+,,"自营,厂商配送",https://item.jd.com/100032139107.html,(1.5万+),(50+),(50+),98%
志高 CHIGO燃气热水器 平衡机 12升 家用天然气 速热恒温 多点供水 JSG23-S 哑光金,968,2000+,,"自营,券1500-120",https://item.jd.com/100008894225.html,(1900+),(10+),(10+),97%
万和（Vanward）16升燃气热水器京东小家智能生态天然气 防冻直流变频小体积降噪 软水七重净浴JSQ30-MF6D16,1999,20万+,,"自营,满1800-300",https://item.jd.com/100039358664.html,(2万+),(30+),(30+),99%
阿里斯顿（ARISTON）电热水器50升1500W速热 储水式 银网呵护钛金防腐内胆 家用节能即热式CA50M1.5,1198,5000+,,"自营,券3000-300",https://item.jd.com/100028210151.html,(1900+),(10+),(10+),96%
万家乐12CP1智能变频恒温燃气热水器 电辅防冻 低水压启动 家用即热 JSQ24-12CP1液化气,1149,1000+,,"自营,满1000-100",https://item.jd.com/10022984170464.html,(),(),(),96%
志高(CHIGO) 12升燃气热水器 家用天然气 强排式 恒温降噪 多点供水 JSQ23-H（此款为天然气）,698,2万+,,"自营,券1500-120,满698-40",https://item.jd.com/100036176167.html,(1.4万+),(70+),(70+),98%
希尔史密斯双胆扁桶电热水器速热3200W家用小户型卫生间洗澡一级能效50升小型储水式出水断电50L,1239,500+,,"自营,厂商配送",https://item.jd.com/100048847807.html,(200+),-1,-1,98%
能率（NORITZ）燃气热水器 11升 智能极速恒温 低水压启动 GQ-11A3FEX（天然气)(JSQ22-A3）,2298,2万+,,自营,https://item.jd.com/1521784.html,(2.4万+),(100+),(100+),98%
林内（Rinnai）16升 零干扰恒温防冻 燃气热水器 京东小家智能生态 语音APP智控 水温按摩16QD06W (JSQ31-D06W),4599,5万+,,"自营,赠",https://item.jd.com/100009176306.html,(3.6万+),(60+),(60+),99%
万和（Vanward）12升平衡式智能恒温燃气热水器 可装浴室 JSG24-310W12天然气 12T,1499,20万+,,"自营,厂商配送",https://item.jd.com/100004389688.html,(20万+),(800+),(800+),98%
史密斯.劳伦热水器电热水器家用洗澡扁桶一级能效大容量60升速热 B31-60L,1399,500+,,"新品,满800-30",https://item.jd.com/100048092381.html,(300+),-2,-2,98%
奥克斯（AUX）电热水器2100W节能速热二级能效防漏电出租房公寓圆桶长效保温 60升（2100W增容速热+双防电盾+上门安装） 内胆保用8年,589,5万+,,"京东物流,每满400-20",https://item.jd.com/12881313796.html,(3.4万+),(200+),(200+),97%
万家乐（Macro）H111C电热水器 2100W速热经济节能 下潜加热家用洗澡机 D50-H111C【50升2-3人适用】,599,5000+,,"京东物流,免邮,满400-50",https://item.jd.com/43719825607.html,(2300+),(10+),(10+),97%
华帝（VATTI）16升燃气热水器天然气 家用即热式三管零冷水 AI智能洗 气电双断 SPA按摩浴i12201-16,2299,2万+,,自营,https://item.jd.com/100027776861.html,(1.4万+),(20+),(20+),99%
美的（Midea）热水器电热水器储水式2000W速热安全防电小型家用热水器美的洗澡机械款A3 F40-15A3(HI)【40升 1-2人适用】,749,2万+,,"京东物流,免邮",https://item.jd.com/28652201718.html,(8600+),(50+),(50+),97%
美的（Midea）13升零冷水燃气热水器 天然气 健康净浴智能节能变升智能家电JSQ25-RD3 以旧换新 京东小家,1599,100万+,,"自营,满1000-200,赠",https://item.jd.com/100012719944.html,(46万+),(1700+),(1700+),98%
奥克斯（AUX）燃气热水器天然气家用强排式燃气速热水气双调精控恒温变频节能省气健康洗上门安装 【性价比节能款】12升天然气丨智能变升丨一厨,899,200+,,"自营,券11-10,满779-100",https://item.jd.com/10066846353659.html,(200+),0,0,99%
林内（Rinnai） 16升燃气热水器 全新智慧芯 用水零干扰 焕境系列 天然气12T RUS-16GD32（JSQ31-GD32）,3699,2000+,,"自营,券1000-100",https://item.jd.com/100039706989.html,(1700+),-7,-7,98%
史密斯.劳伦【免费上门安装】即热式电热水器电家用洗澡水电分离即热热水器 【7500W金色】升级款+大屏恒温,1099,5000+,,券149-15,https://item.jd.com/10057854297061.html,(1200+),(10+),(10+),98%
万和（Vanward）18升水增压零冷水燃气热水器天然气无边全面屏双驱变频一键节能 JSQ33-SP5J18,2599,10万+,,自营,https://item.jd.com/100008302861.html,(6.4万+),(200+),(200+),98%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型热水器洗澡淋浴器2000w DSZF-40 50升出水断电款,628,1000+,,秒杀,https://item.jd.com/100045119525.html,(400+),-5,-5,96%
美的（Midea）12升燃气热水器 水气双调 天然气 ECO超节能 智能恒温洗 无极变升 多重安防 LED大屏JSQ22-MK1,999,20万+,,"自营,满800-100",https://item.jd.com/100042150674.html,(22万+),(1100+),(1100+),98%
希尔史密斯热水器2000W电热水器家用卫生间洗澡储水式速热60升一级能效出上门安装出租房小尺寸DX-640-60 60L,699,1000+,,"自营,厂商配送",https://item.jd.com/100049264923.html,(300+),-1,-1,99%
海尔（Haier）13升家用燃气热水器天然气无级变频水伺服恒温密闭稳燃舱高楼层适用JSQ25-13KL3U1京东小家智能,2499,5万+,,"自营,每满1000-100,赠",https://item.jd.com/100020173419.html,(3.2万+),(60+),(60+),99%
华帝（VATTI）16升急速零冷水 燃气热水器天然气 恒温即热式热水器 智能Wifi 超一级能效 i12253-16,2899,100+,,"自营,券5-2,满2700-200",https://item.jd.com/10060515475458.html,(60+),0,0,100%
美的（Midea）家用3200W速热储水式热水器电热水器节能App智控一级能效WB5鸿蒙系统 60升丨3-4人适用,1049,2000+,,"京东物流,免邮",https://item.jd.com/10039224922219.html,(700+),-2,-2,99%
万家乐（Macro）燃气热水器 智能恒温家用 水气双调 恒温热水器 16M2【16升/WIFI智控/电辅防冻/天然气】,1299,2000+,,"自营,满1100-100",https://item.jd.com/10049686353946.html,(1100+),-6,-6,98%
万家乐 13升燃气热水器电家用恒温即热式天然气 水量伺服器智能变升节能随温感JSQ26-13D6S(F),1199,50万+,,自营,https://item.jd.com/100026225704.html,(29万+),(1500+),(1500+),98%
志高（CHIGO）燃气热水器家用天然气智能恒温三档变升节能省气低水压启动机械防冻多重防护速热水气双调 12升|智能恒温|水气双调|液化气|自行安装,789,2000+,,京东物流,https://item.jd.com/10065892112652.html,(700+),-2,-2,99%
太阳雨16升Y03 零冷水燃气热水器 智能恒温强排式热水器 全屋热水巡航 无氧铜水箱 即开即热 天然气,1188,0,,新品,https://item.jd.com/100051312367.html,0,0,0,100%
