商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
山本（SHANBEN）空气炸锅4.2L大容量液晶智能家用全自动电炸锅大功率多功能薯条机烤箱无油低脂 6958TS 象牙白,339,1万+,,"京东物流,放心购,每满339-70",https://item.jd.com/10053976140418.html,(2500+),(20+),(20+),98%
苏泊尔（SUPOR） 空气炸锅家用3.5L小容量多功能煎炸锅 无油低脂电炸锅烤箱薯条机可炸整鸡 KJ35D810,279,500+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10059175774828.html,(100+),0,0,99%
康佳（KONKA）空气炸锅5L 可视家用多功能无油电炸锅 低脂少油 耐磨不粘易清洁 KKZG-4509-W,189,1万+,,自营,https://item.jd.com/100050071677.html,(2000+),(20+),(20+),97%
飞利浦（PHILIPS）空气炸锅 家用7.3L双层烤架容量翻倍 减少90%油脂 全自动7倍速热 不用翻面HD9651/61,1799,2万+,,"自营,券470-100",https://item.jd.com/100015493472.html,(9100+),(50+),(50+),98%
美菱（MELING）空气炸锅家用7L大容量智能电炸锅不沾 液晶大屏触控智能预约 无油低脂煎炸多功能烤箱薯条机 7L智能触控大屏可视款 米白色,289,1,,,https://item.jd.com/10067460060067.html,0,0,0,100%
志高（CHIGO） 空气炸锅家用5L/6L大容量电炸锅多功能炸薯条机智能定时温控无油低脂爆米花机 【限量钜惠】5L液晶触控-网红款,139,1万+,,"免邮,赠",https://item.jd.com/10062466235107.html,(2200+),(10+),(10+),98%
极米（JIMI） 空气炸锅 极米家用多功能不沾涂层大容量小型烤箱薯条机 无油烟电炸锅 大功率低脂煎炸 （预售2月10日发货）4.5L双旋钮丨不沾【暖白】,308,2000+,,"券299-80,每满299-70,赠",https://item.jd.com/10060931157753.html,(1600+),0,0,99%
利仁（Liven）空气炸锅家用大容量5升可视电炸锅多功能烤箱空气炸锅机全自动无油煎炸薯条机KZ-J5000A,279,10万+,,"自营,闪购",https://item.jd.com/5869378.html,(3.4万+),(300+),(300+),98%
美的（Midea）家用空气炸锅 3.8L大容量烤箱薯条机无油烟电炸锅 大功率低油轻脂不沾易清洗涂层 白色MF-KZ3801,199,500+,,"京东物流,满99-20",https://item.jd.com/10061750989313.html,(90+),0,0,100%
美的 （Midea）空气炸锅 5L大容量 多功能家用低油轻脂煎炸锅 精准控温无油烟电炸锅烤箱薯条机 5L白色丨MF-KZ50M4-707,399,5000+,,"京东物流,每满399-100",https://item.jd.com/10053050616000.html,(1200+),-7,-7,97%
苏泊尔（SUPOR） 空气炸锅大容量家用多功能无油烟电炸锅煎炸锅薯条机无油低脂油炸食品健康 3L 蒸汽煎烤,269,2000+,,放心购,https://item.jd.com/10061871744725.html,(800+),-3,-3,99%
九阳（Joyoung） 空气炸锅6L大容量新款家用多功能无油烟电炸锅炸薯条机烤箱一体 VF503,399.9,1000+,,"京东物流,放心购,满389-100",https://item.jd.com/10063562361080.html,(100+),0,0,98%
小熊（Bear） 【翻面提醒】可视空气炸锅家用5L大容量 多功能电炸锅微电脑智能触控无油微蒸汽薯条机 5升微电脑款【6.2英寸大视窗】【智能翻面提醒】,479,2000+,,满429-60,https://item.jd.com/10047697183973.html,(600+),-2,-2,99%
德国Babystar空气炸锅4.5L超大容量透明可视款家用新款2022智能烤箱无油电炸锅 黛雾紫,269,1万+,,"京东物流,放心购,免邮",https://item.jd.com/10049733357149.html,(1100+),(10+),(10+),98%
美的（Midea）空气炸锅全自动家用新款智能多功能电气炸锅煎炸 大容量薯条机 健康轻油少脂 森墨绿 | MF-KZ30E201G,209,500+,,"京东物流,免邮,每满199-50",https://item.jd.com/10022121784343.html,(70+),0,0,100%
HYUNDAI空气炸锅 5升智能家用全自动大容量无油低脂电炸锅不沾双旋钮煎炸锅薯条机 奶油杏【5L超大容量可烤整鸡】,199,5000+,,"京东物流,免邮,满199-10",https://item.jd.com/69895238137.html,(700+),-10,-10,97%
九阳（Joyoung）肖战推荐 4.5L大容量 准确定时无油低脂煎炸 烘炸烤多功能烤箱薯条机 KL-J63A,259.9,50万+,,自营,https://item.jd.com/3977065.html,(20万+),(1500+),(1500+),98%
美的（Midea）无油空气炸锅家用新款智能多功能电气炸锅大容量薯条机 分体式设计丨森墨绿(KZ30E201),168,71,,"京东物流,免邮",https://item.jd.com/10060854224026.html,-9,0,0,100%
酷迪熊（kudixiong） 空气炸锅电蒸烤箱家用一体15L大容量智能可视无油炸锅多功能烤蛋糕烤全鸡 白色 15升,359,500+,,满200-80,https://item.jd.com/10052248673193.html,(200+),0,0,100%
美菱（MeiLing） 空气炸锅家用家电新款全自动无油烟电炸锅机智能薯条机 2.2L不沾内胆 白色,149,2万+,,满129-10,https://item.jd.com/10020276304718.html,(6000+),(60+),(60+),97%
长虹（ChangHong） 空气炸锅家用烤箱一体智能无油全自动新款空气电炸锅 5升智能款,168,2000+,,"京东物流,放心购,满100-10",https://item.jd.com/10060968249765.html,(1400+),-1,-1,99%
志高（CHIGO） 空气炸锅5L大容量家用智能定时全自动多功能无油烟电炸锅不沾低脂煎炸薯条机大功率 6L大容量-精准控温,139,1万+,,满135-10,https://item.jd.com/10046257624070.html,(1700+),(10+),(10+),97%
荣事达 空气炸锅家用5L/6L大容量不用翻面可视窗口智能多功能全自动触屏定时电炸锅 【店长推荐】6L智能预约触控,239,1000+,,"京东物流,免邮,满99-60",https://item.jd.com/10063478150199.html,(100+),-3,-3,95%
飞利浦（PHILIPS） 空气炸锅 无油低脂 新款电炸锅4.1L家用全自动多功能大容量HD9252 HD9252/81,899,2000+,,"京东物流,放心购,每满889-200,赠",https://item.jd.com/10041327284291.html,(500+),-2,-2,98%
七彩叮当（QICAIDINGDANG） 空气炸锅家用5.5L大容量多功能智能电炸锅无油烟低脂薯条机 标准款,319,2000+,,"京东物流,每满319-100",https://item.jd.com/10048150271785.html,(1800+),-9,-9,99%
HYUNDAI可视空气炸锅 家用多功能迷你炸锅机 智能无油全自动智能触屏电炸锅 透明玻璃 不用翻面 3升薄荷绿 全景可视【叠放收纳+低脂低卡】,229,5000+,,,https://item.jd.com/10027466252222.html,(800+),-8,-8,98%
美菱家用空气炸锅新款烤箱大容量智能无油小多功能全自动电一体机 6.5升可视机械款,179,2000+,,自营,https://item.jd.com/100048355653.html,(400+),-9,-9,95%
极米（JIMI） 空气炸锅 6L智能触控 丨双层透明可视窗,348,2000+,,,https://item.jd.com/10060931157759.html,(1600+),0,0,99%
南极人空气炸锅家用智能多功能大容量新款电炸锅薯条机一体 6升触屏款,149,1000+,,自营,https://item.jd.com/100048622029.html,(300+),-5,-5,96%
南极人（Nanjiren） 空气炸锅6L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸薯 4.5L机械款,128,5000+,,"京东物流,免邮,满99-10",https://item.jd.com/10045661066219.html,(1200+),(20+),(20+),97%
新款先科空气炸锅5L大容量家用多功能智能触屏定时电炸锅薯条机全自动不粘无油低脂家用可视 单旋钮控时5L-米白色,129,100+,,"放心购,满109-10",https://item.jd.com/10062511519835.html,(40+),0,0,100%
长虹（ChangHong）空气炸锅家用新款大容量烤箱空气电炸锅多功能一体机 5.5L智能电子预约款,158,2000+,,自营,https://item.jd.com/100048015425.html,(300+),-5,-5,97%
奥克斯（AUX） 奥克斯空气炸锅可视6L家用全自动触屏定时大容量智能多功能无油烟电炸锅大功率不沾炸锅 【6L大容量云溪白】液晶触屏 可视窗口,339,500+,,,https://item.jd.com/10065216036011.html,(200+),0,0,100%
柏翠（petrus）空气炸锅 家用多功能智能定时烤箱薯条机 无油可视大容量电炸锅 大功率低脂煎炸 PE7720,379,5000+,,"自营,厂商配送",https://item.jd.com/100046247925.html,(3100+),-1,-1,99%
荣事达 空气炸锅家用5L/6L大容量不用翻面可视窗口智能多功能全自动触屏定时电炸锅 【高性价比】5L旋钮精准温控,209,1000+,,"京东物流,免邮,满99-60",https://item.jd.com/10063478150197.html,(100+),-3,-3,95%
迈卡罗 MACAIIROOS MC-KL453 空气炸锅 家用多功能无油煎炸锅 无油空气能薯条机带烤架大容量薯条机,576,1,,自营,https://item.jd.com/100044125733.html,0,0,0,100%
美的（Midea） 空气炸锅家用5.5L大容量可视一体化电炸锅定时多功能烤箱 不用翻面 易清洁 【太空系列】MF-KZE5502,359,100+,,京东物流,https://item.jd.com/10066663082948.html,(30+),0,0,100%
南极人（Nanjiren） 空气炸锅6L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸薯 6L机械款,138,5000+,,"京东物流,免邮,满99-10",https://item.jd.com/10045661066214.html,(1200+),(20+),(20+),97%
屮熊猫 空气炸锅5L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸锅薯条机大功率 【匠心推荐】5L智能触屏 橄榄绿,129,500+,,"满124-15,赠",https://item.jd.com/10059511336483.html,(100+),-2,-2,92%
小熊（Bear）空气炸锅 家用多功能 6.5L大容量 无油烟 双旋钮操控微蒸汽嫩烤 免翻面可视电炸QZG-E14G5,449,20万+,,自营,https://item.jd.com/100040662426.html,(9.1万+),(500+),(500+),99%
PHILIPS飞利浦 空气炸锅家用海星底盘炸锅5.6L大容量多功能全自动【可视+不用翻面】双层体HD9257/70蓝,699,1000+,,自营,https://item.jd.com/100039048759.html,(100+),-1,-1,98%
PHILIPS飞利浦 空气炸锅家用海星底盘5.6L大容量多功能【可视+不用翻面】双层体 HD9257/80黑【厂直】,699,1000+,,自营,https://item.jd.com/100042534185.html,(100+),-1,-1,98%
爱心东东HYUNDAI 空气炸锅 家用4升大容量炸锅机智能多功能无油薯条机全自动电炸锅炸鸡 智能可视款4.5L,199,1000+,,,https://item.jd.com/10038823584604.html,(200+),-2,-2,98%
奥克斯（AUX） 空气炸锅4.5L大容量家用触屏智能定时多功能无油烟电炸锅大功率低脂薯条机不沾煎炸 【4.5L大容量】液晶触屏控时墨绿,229.9,200+,,"京东物流,每满229-40",https://item.jd.com/10048680785336.html,(30+),0,0,97%
屮熊猫 空气炸锅5L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸锅薯条机大功率 【上新直降】5L精准温控 印象白,129,500+,,"满124-15,赠",https://item.jd.com/10059511336479.html,(100+),-2,-2,92%
先菱 德国（seelly）空气炸锅5.5L大容量家用智能触屏定时多功能无油烟电炸锅不粘低脂煎炸薯条 5.5L电子触控款【智能菜单 可视窗口】人气推荐,169,1000+,,"满149-20,赠",https://item.jd.com/10065945352604.html,(400+),-5,-5,96%
ACA 北美电器空气炸锅透明可视家用炸锅机无油智能电炸锅4L大容量全自动智能烧菜机不粘厨房帮手 米白色丨透明可视化丨4L,359,200+,,"京东物流,放心购,免邮,满359-30,",https://item.jd.com/10067296447756.html,(40+),0,0,100%
九阳（Joyoung） 空气炸锅6L大容量新款家用多功能无油烟电炸锅炸薯条机烤箱一体 VF508A,399.9,1000+,,"京东物流,放心购,满389-120",https://item.jd.com/10067930808087.html,(100+),0,0,98%
屮熊猫 空气炸锅5L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸锅薯条机大功率 【匠心推荐】5L智能触屏 橄榄绿 铁锅,139,500+,,"满134-15,赠",https://item.jd.com/10057597490377.html,(100+),-2,-2,92%
南极人（Nanjiren） 空气炸锅6L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸薯 6.5L智能款,138,42,,满99-10,https://item.jd.com/10066516781371.html,-6,0,0,100%
先菱 德国（seelly）5L可视空气炸锅家用大容量多功能可预约定时低脂煎炸无油烟烤箱薯条机厨房家电 5L双旋款【可视化窗口+定时调温双控+可炸小鸡】,179,5000+,,"满100-50,赠",https://item.jd.com/10065653170300.html,(700+),(10+),(10+),95%
SAST 空气炸锅家用6L大容量多功能智能触屏定时电炸锅薯条机全自动不粘煎锅无油低脂烤箱 【店铺首发】旋钮控时控温,169,1万+,,,https://item.jd.com/10037748375013.html,(2500+),(20+),(20+),97%
美菱（MELING）空气炸锅6/7/8L大容量家用煎炸锅 无油低脂不粘大功率可视空气烤箱多功能薯条机电炸锅 【6L触控款】智能预约 复古绿 L,209,1000+,,,https://item.jd.com/10058458251826.html,(200+),-3,-3,98%
苏泊尔（SUPOR） 空气炸锅家用5L大容量智能蒸汽电炸锅全自动多功能一体无油低脂煎炸不用翻面薯条机,409,0,,"京东物流,放心购,满399-90",https://item.jd.com/10068204927768.html,0,0,0,100%
九阳（Joyoung）【太空系列】空气炸锅不用翻面 家用智能可视机身 5.5L大容量 蒸烤炸一体机 KL55-VF736,529.9,57,,自营,https://item.jd.com/100036366199.html,-2,0,0,100%
智选京品 小米有品有售悠伴智能旋转炙烤可视化空气炸锅家用7L 多功能无油煎炸烘烤美味低脂轻食 果蔬风干,399,2万+,,"自营,券1500-120",https://item.jd.com/100022582748.html,(5000+),(40+),(40+),97%
苏泊尔（SUPOR）空气炸锅家用6L大容量智能控温大屏触控24H智能预约大功率不粘无油炸电炸锅 【智能预约】6L家庭容量 蓝色款,599,5000+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10039174020056.html,(2500+),-7,-7,99%
膳魔师 THERMOS 空气炸锅 家用智能触控 不粘锅 控温 低脂烹炸 5L EHA-5751E 棕色,429,500+,,"自营,包税,满328-30",https://item.jd.com/100044933351.html,(70+),-1,-1,98%
荣芝（RONGZHI） 德国荣芝空气炸锅风炉电烤箱多功能一体机大容量新款无油低脂家用 12L豪华款,459,200+,,,https://item.jd.com/10058890305557.html,(100+),-1,-1,96%
飞利浦（PHILIPS）空气炸锅 家用4.5L不用翻面 双层锅体易清洗 减少90%油脂 全自动7倍速热HD9741/61,1554.44,10万+,,"自营,券470-100,1件9折",https://item.jd.com/100008719863.html,(4.9万+),(100+),(100+),98%
苏泊尔5L可视空气炸锅,399,50万+,,自营,https://item.jd.com/100040001752.html,(10万+),(900+),(900+),98%
美的（Midea）空气炸锅 家用大容量双旋钮轻油烟电炸锅 家用智能定时温控薯条炸鸡 4L极地白丨KZ40X4-109,359,1万+,,"京东物流,放心购,免邮,每满359-150",https://item.jd.com/10030726024132.html,(2100+),-6,-6,98%
新款先科空气炸锅5L大容量家用多功能智能触屏定时电炸锅薯条机全自动不粘无油低脂家用可视 智能触控【控时控温】5L-米白色,169,100+,,"放心购,满129-20",https://item.jd.com/10062511519838.html,(40+),0,0,100%
奥克斯（AUX） 空气炸锅6L家用大容量触屏智能定时多功能无油烟电炸锅大功率低脂薯条机不沾煎炸 【6L大容量乳白色】液晶触屏 可视窗口,279,2万+,,"放心购,每满279-30",https://item.jd.com/10061394313553.html,(2300+),(20+),(20+),97%
七彩叮当空气炸锅家用3升多功能微蒸汽嫩烤可视化360°全景透明玻璃不粘锅易清洗白色KZ02,219,2000+,,"自营,赠",https://item.jd.com/100048309935.html,(2100+),0,0,100%
长虹（ChangHong）空气炸锅家用新款大容量烤箱空气电炸锅多功能一体机 8.0L智能电子预约款,209,2000+,,自营,https://item.jd.com/100048015399.html,(300+),-5,-5,97%
顽米 空气炸锅家用智能触屏4.5L大容量可视化玻璃内胆电炸锅多功能无油薯条机空气炸烤箱大功率 【可视烹饪】4.5L家庭容量 白色,399,2000+,,,https://item.jd.com/10048899628349.html,(1000+),-4,-4,99%
志高（CHIGO）空气炸锅家用6L大容量智能触屏定时多功能无油烟电炸锅不沾低脂煎炸薯条机大功率 6L大容量 精准温控,139.98,200+,,"新品,免邮,券136-10",https://item.jd.com/10066963254508.html,(100+),-1,-1,99%
德尔玛 （Deerma）空气炸锅家用 触控菜单无油电炸锅家用智能定时温控薯条炸鸡干炸锅KZ100,209,2万+,,"自营,满79-20",https://item.jd.com/100015288930.html,(4500+),(30+),(30+),98%
西屋（Westinghouse）空气炸锅6L大容量家用多功能空气烤箱无油轻脂可视化智能触控炸锅 WAF-A158,899,2万+,,"自营,厂商配送",https://item.jd.com/100020432547.html,(1.2万+),(20+),(20+),99%
美的 (Midea) 空气炸锅 2.6L 容量 小巧 家用多功能 烘焙 不粘 低油轻脂 空气烤箱电炸锅KZ26E101,183,10万+,,"自营,1件9折",https://item.jd.com/100015827462.html,(2.1万+),(200+),(200+),98%
飞利浦（PHILIPS）空气炸锅 家用4L以上减少90%油脂 8大预设功能 智能触控操纵 不用翻面HD9252/81,1010,2万+,,"自营,券900-210,1件9折",https://item.jd.com/100025782228.html,(4400+),(20+),(20+),98%
苏宁宜品 空气炸锅5.5L大容量家用煎炸锅智能预约定时多功能空气烤箱可视窗口无油低脂不粘大功率薯条机 奶白色4.5L机械款,179,500+,,,https://item.jd.com/10063603142436.html,(60+),0,0,100%
美菱空气炸锅家用薯条机6L大容量智能低脂无油电炸锅全自动多功能空气机DC4094绿色 可视大窗款,227,2万+,,自营,https://item.jd.com/100045847713.html,(1700+),(40+),(40+),92%
九阳（Joyoung）【肖战推荐】空气炸锅家用5.5L大容量不锈钢机身全自动多功能智能电炸锅炸薯条 VF551【5.5L大容量全息大屏触控】,679.9,1万+,,"京东物流,秒杀,每满679-340",https://item.jd.com/10035984985212.html,(5300+),(10+),(10+),99%
九阳（Joyoung）空气炸锅 家用智能4.5升大容量 不粘易清洗 准确定时无油 KL45-VF501,239.9,1万+,,"自营,闪购",https://item.jd.com/100027182938.html,(1500+),(10+),(10+),98%
爱心东东米家 小米空气炸锅家用3.5L多功能智能空气锅炸烤一体机超大容量家庭装烤箱全自动小型易清洗无油烟 米家 智能3.5L,289,2000+,,"京东物流,免邮,满289-20",https://item.jd.com/10040664878660.html,(400+),-3,-3,98%
奥克斯（AUX） 空气炸锅6L家用大容量触屏智能定时多功能无油烟电炸锅大功率低脂薯条机不沾煎炸 【6L大容量墨绿色】双旋钮不沾内胆 可视窗口,249,2万+,,"京东物流,放心购,秒杀,每满249-30",https://item.jd.com/10061394313550.html,(2300+),(20+),(20+),97%
olayks空气炸锅家用3L大容量多功能全自动易清洗炸锅机不粘大功率无油空气炸烤箱电炸,210,2,,自营,https://item.jd.com/100049720003.html,-2,0,0,100%
小熊（Bear） 空气炸锅全自动家用可视窗口 6.5升大容量多功能无油蒸汽炸锅可视化智能触屏炸烤一体 【22年店长推荐】6.5L QZG-E13E5,549,1000+,,"京东物流,免邮,券449-40,满519-70",https://item.jd.com/10050297018550.html,(400+),-2,-2,98%
美菱（MeiLing） 无油空气炸锅家用大容量网红全自动多功能不沾涂层带食谱 4.5L液晶触屏 整鸡可炸,199,5万+,,"京东物流,免邮,券179-10,满179-10",https://item.jd.com/10052508597152.html,(1.1万+),(90+),(90+),98%
西屋（Westinghouse）空气炸锅 家用多功能全自动电炸锅无油煎炸大容量薯条机 WAF-LZ3504A,299,2万+,,"自营,厂商配送",https://item.jd.com/100037294946.html,(1.2万+),(20+),(20+),99%
苏泊尔（SUPOR）空气炸锅家用 5L大容量智能煎炸锅 蒸汽嫩炸无油电炸锅不粘易清洁智能多功能炸锅 【苏泊尔】,599,2万+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10030823833625.html,(7300+),(60+),(60+),98%
丽克特（recolte） 日本空气炸锅家用电炸锅智能迷你小型多功能烘烤易清洗低油脂鸡米花炸鸡薯条机 全金属腔体-日本品牌-乳酪白,609,1万+,,自营,https://item.jd.com/10024511762780.html,(2500+),(20+),(20+),98%
京东京造 空气炸锅家用多功能4.5L大容量 不沾易清洗 准确定时无油煎炸家用空气炸锅烤箱 元旦礼物年货节 京东自营,229,10万+,,自营,https://item.jd.com/100028885572.html,(1.1万+),(100+),(100+),98%
美菱（MELING）空气炸锅家用6/7/8L大容量电炸锅 无油低脂不沾煎炸智能触屏可视多功能炸鸡薯条机 6L智能电子 触控款 复古绿,199,2000+,,"秒杀,免邮,券150-30",https://item.jd.com/10058562345044.html,(300+),-1,-1,99%
摩飞电器（Morphyrichards）空气炸锅 家用8L大容量可视双炸篮多功能烤箱 炸薯条鸡翅机MR8100薄荷绿,877,2000+,,"自营,券6000-600,1件9折,赠",https://item.jd.com/100037793525.html,(1000+),-1,-1,99%
美的（Midea） 美的空气炸锅烤箱一体机小型家用烘培炉可视化电烤箱二合一2022新款PT1210 杏色,399,2000+,,"京东物流,放心购,免邮,每满399-100",https://item.jd.com/10053937101915.html,(500+),-7,-7,98%
扬子空气炸锅家用5L6L7.5L大容量无油低脂电炸锅智能触屏预约定时可视透明全自动多功能不沾烤箱机 【火爆上市】 7.5L智能预约触控灰,269,2万+,,"京东物流,放心购,免邮",https://item.jd.com/10059090129591.html,(5900+),(70+),(70+),98%
美的（Midea）空气炸锅 4.5L大容量家用煎炸锅 轻油烟轻脂不粘大功率空气烤箱多功能薯条机电炸锅 KZ45X5-106W,329,1000+,,"京东物流,放心购,免邮,每满329-70",https://item.jd.com/10060123655854.html,(100+),0,0,97%
格兰仕(Galanz)32L家用多功能空气炸烤箱 广域控温热风循环 不沾内胆风炉烤箱KF32-TQ61,699,50万+,,"自营,赠",https://item.jd.com/100039515191.html,(13万+),(1200+),(1200+),98%
长虹空气炸锅家用智能大容量烤箱一体触屏多功能全自动电炸锅无油 6升触屏款,157,1000+,,"新品,秒杀",https://item.jd.com/100048355611.html,(100+),-3,-3,94%
美菱（MeiLing）空气炸锅家用薯条机6L大容量智能低脂无油电炸锅全自动多功能空气机DC4094绿色 旋钮可视款,189,2万+,,自营,https://item.jd.com/100047966097.html,(1700+),(40+),(40+),92%
BRUNO 日本空气炸锅小魔方大容量电子款家用多功能无油电炸锅智能自动断电炸锅炸薯条机 复古红【电子液晶款】,499,1万+,,"京东物流,放心购,满499-40,赠",https://item.jd.com/10040951891246.html,(1.4万+),-4,-4,99%
九阳（Joyoung）空气炸锅 家用智能多功能 4.5L大容量 准确定时无油低脂煎炸 烘炸烤多功能烤箱薯条机 KL-J63A,239.9,1万+,,"自营,闪购",https://item.jd.com/100018241116.html,(1500+),(10+),(10+),98%
奥克斯（AUX） 空气炸锅家用6L大容量智能定时触屏多功能全自动无油烟电炸锅低脂薯条机不沾煎炸 【网红款】液晶触屏象牙白,279.9,5万+,,"京东物流,放心购,每满279-50",https://item.jd.com/10050955538170.html,(8700+),(100+),(100+),96%
苏泊尔（SUPOR） 空气炸锅无油家用5L大容量电炸锅薯条机智能电炸锅无油低脂煎炸 KJ50D821,449,5000+,,"京东物流,放心购,闪购,每满449-150",https://item.jd.com/10062787609949.html,(700+),-3,-3,99%
美的（Midea） 小型家用多功能空气炸锅烤箱一体机 烘培炉电烤箱果干机PT1210 黄色 12L,329,1000+,,"自营,券309-10,满319-10",https://item.jd.com/10057149221137.html,(100+),-1,-1,97%
美的（Midea）空气炸锅家用4L大容量双旋钮少油电炸锅家用智能定时温控薯条炸鸡空炸锅 4L极地白丨KZ40X4-109,209,100+,,"京东物流,免邮",https://item.jd.com/10030643027813.html,(10+),0,0,100%
美菱（MELING）空气炸锅6/7/8L大容量家用智能触屏可视定时 全自动多功能无油烟电炸锅不沾低脂煎炸薯条机 6L双旋钮机械款 复古绿 L,189,1万+,,"免邮,券150-30",https://item.jd.com/10058455439102.html,(5000+),(10+),(10+),99%
九阳（Joyoung） 肖战推荐 空气炸锅 家用智能 4.5L大容量 可视大视窗 不沾易清洗 无油煎炸 薯条机 KL45-VF127,599,50万+,,"自营,券369-30,1件9折",https://item.jd.com/100033518029.html,(19万+),(1500+),(1500+),98%
苏泊尔（SUPOR） 空气炸锅家用多功能3.5L大容量烤箱薯条机无油烟电炸锅无油低脂煎烤KJ35D121 3.5L大容量,189,500+,,"闪购,满189-10",https://item.jd.com/10058548046253.html,(40+),-1,-1,97%
利仁（Liven）空气炸锅家用5L大容量可视窗口电炸锅多功能无油低脂空气炸烤箱煎炸全自动电炸锅G-11,299,20万+,,"自营,闪购",https://item.jd.com/100031130200.html,(6.8万+),(300+),(300+),99%
BabyStar空气炸锅家用大容量4.5升透明可视空气炸烤箱全自动多功能智能触屏 薄荷绿4.5升可视,269,1万+,,"免邮,券300-30",https://item.jd.com/10049967823520.html,(2400+),(10+),(10+),99%
志高（CHIGO） 空气炸锅家用定时多功能6L大容量无油低脂煎炸锅精准控温无油烟大功率电炸锅薯条机 双旋钮控温【薄荷绿6L】,189,200+,,"京东物流,免邮,赠",https://item.jd.com/10061919634595.html,(80+),0,0,100%
长虹（ChangHong） 空气炸锅家用烤箱一体智能无油全自动新款空气电炸锅 5升机械款,138,2000+,,"放心购,满100-10",https://item.jd.com/10060968249764.html,(1400+),-1,-1,99%
奥克斯（AUX） 空气炸锅家用6L大容量智能定时触屏多功能全自动无油烟电炸锅低脂薯条机不沾煎炸 【网红款】旋钮控时控温象牙白,249.9,5万+,,"京东物流,放心购,每满249-50",https://item.jd.com/10051515463415.html,(8700+),(100+),(100+),96%
摩飞电器（Morphyrichards） 双拼桶双仓空气炸锅可视家用8升大容量薯条多功能 椰奶白,1090,5000+,,"京东物流,放心购,免邮,,",https://item.jd.com/10059519136307.html,(800+),-3,-3,99%
美菱（MELING）空气炸锅家用薯条机6L大容量智能低脂无油电炸锅全自动多功能空气机DC4094绿色双旋钮,169,2万+,,自营,https://item.jd.com/100049461001.html,(1700+),(40+),(40+),92%
九阳（Joyoung）空气炸锅家用智能可视窗口多功能无油小型烤箱4.5升大容量烘烤智能薯条机电炸锅 VF125,379.9,5000+,,"自营,闪购,每满379-90",https://item.jd.com/10057144452258.html,(1700+),-8,-8,98%
苏泊尔（SUPOR） 空气炸锅家用5L大容量智能蒸汽电炸锅全自动多功能一体无油低脂煎炸不用翻面薯条机,409,0,,放心购,https://item.jd.com/10068204927768.html,0,0,0,100%
九阳（Joyoung） 空气炸锅不用翻面家用5.5L大容量全自动可视无油多功能透明【太空科技】 5.5L可视大容量-VF735,899.9,2000+,,"京东物流,放心购,免邮,每满899-500,",https://item.jd.com/10048898555277.html,(600+),-8,-8,97%
九阳（Joyoung） 空气炸锅不用翻面5.5L大容量微蒸汽多功能电炸锅烤炸VF736 VF736,569.9,5000+,,"京东物流,放心购,秒杀,免邮,",https://item.jd.com/10051837650972.html,(1100+),(10+),(10+),97%
利仁（Liven）空气炸锅可视家用10升大容量智能无油电炸锅蒸汽炸锅 多功能烤箱空气薯条机KZ-D1001,519,2万+,,"自营,闪购,每满300-20",https://item.jd.com/4257626.html,(1.7万+),(100+),(100+),98%
SRUE 西松 金属内腔空气炸锅 大容量 家用多功能电炸锅送礼佳选 【6.5L-金属内腔-可视窗口-智能款】,439,2000+,,"京东物流,放心购",https://item.jd.com/10057158967034.html,(400+),-3,-3,99%
利仁（Liven）空气炸锅家用智能无油电炸锅蒸汽炸锅 2.8升多功能空气炸烤箱一体机薯条机G-6,220,10万+,,自营,https://item.jd.com/100007522791.html,(1.4万+),(100+),(100+),98%
山本（SHANBEN）空气炸锅 4.5L大容量家用智能触控可视窗口电炸锅全自动薯条机多功能煎炸大功率无油低脂烤箱 可视化6869TS-VS,329,2000+,,自营,https://item.jd.com/10066559746087.html,(600+),-1,-1,98%
松下（Panasonic） 空气炸锅5L大容量全自动无油多功能家用可视空气炸锅低脂空气电炸锅煎炸 NF-HC500-S,1149,2000+,,"京东物流,放心购,秒杀,免邮,,",https://item.jd.com/10064158520011.html,(1200+),-3,-3,99%
奥克斯（AUX） 空气炸锅6L家用大容量触屏智能定时多功能无油烟电炸锅大功率低脂薯条机不沾煎炸 【6L大容量墨绿色】液晶触屏 可视窗口,279,2万+,,"放心购,每满279-30",https://item.jd.com/10061394313551.html,(2300+),(20+),(20+),97%
美的(Midea)空气炸锅4.5L大容量 液晶触控轻脂煎炸电炸锅 多功能烤箱薯条机KZ45E101XM,332.2,5万+,,"自营,1件9折",https://item.jd.com/100019734120.html,(1.3万+),(100+),(100+),98%
奥克斯（AUX） 空气炸锅6L家用大容量触屏智能定时多功能无油烟电炸锅大功率低脂薯条机不沾煎炸 【6L大容量乳白色】双旋钮不沾内胆 可视窗口,249,2万+,,"放心购,秒杀,每满249-30",https://item.jd.com/10061394313552.html,(2300+),(20+),(20+),97%
