商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
九阳（Joyoung）破壁机家用豆浆机多功能料理机全自动加热大容量L18-P132破壁机 P132单杯,419,2000+,,"京东物流,免邮,每满419-30",https://item.jd.com/10034945490413.html,(200+),-4,-4,97%
九阳（Joyoung）肖战推荐 超薄降噪破壁机家用加热豆浆机辅食多功能1.75L大容量L18-P510搅拌杯+【可换购】,398,10万+,,"自营,每满499-40",https://item.jd.com/100020264700.html,(3.2万+),(700+),(700+),95%
九阳（Joyoung） 【肖战推荐】破壁机低音家用智能预约全自动豆浆机料理机搅拌辅食榨汁 升级低音L18-Y933【豪华三杯】,1299.9,2万+,,,https://item.jd.com/10021208438579.html,(7500+),(100+),(100+),96%
APIXINTL日本安本素柔音破壁机家用豆浆机加热全自动榨汁机搅拌机早餐低音非静音 薄荷绿,599,85,,"自营,每满559-270",https://item.jd.com/10067764671003.html,(10+),0,0,100%
奥劲（AOJING） 德国静轻音破壁机家用豆浆机加热破壁料理机多功能预约榨汁机全自动进口婴儿辅食 象牙白,980,2000+,,"京东物流,放心购,满980-474",https://item.jd.com/10055680569767.html,(1800+),0,0,100%
摩飞电器（Morphyrichards） 破壁机家用豆浆机免洗降噪多功能养生壶一机两用MR8200 轻奢蓝-（+养生壶套装）,758,2万+,,"京东物流,放心购,免邮,券6000-600,,",https://item.jd.com/10045663979635.html,(2900+),(30+),(30+),98%
美的（Midea 破壁机 智能破壁机低音破壁机 家用智能新款加热全自动多功能料理机豆浆机智能 红色 | 8叶精钢刀,289,43,,京东物流,https://item.jd.com/10063526776596.html,-7,0,0,100%
康佳（KONKA）破壁机家用多功能 预约加热豆浆机早餐机绞肉馅机榨汁机辅食 KPBJ-1603E-W,209,200+,,"自营,1件9折",https://item.jd.com/100025327763.html,(10+),-2,-2,82%
【彩屏+真空+变频】德国Bemeronis静音破壁豆浆机,2380,2万+,,放心购,https://item.jd.com/10026550801344.html,(1600+),-3,-3,99%
一刻间 宝宝破壁辅食机婴儿料理机搅煮搅拌一体多功能米糊研磨器儿童辅食工具破壁机 鹅黄色,300,5000+,,"京东物流,放心购,券300-61",https://item.jd.com/10045048882927.html,(2000+),-7,-7,99%
苏泊尔（SUPOR） 破壁机家用豆浆机可拆智能预约低音降噪果汁料理机辅食榨汁机1.75升磨粉搅拌机 SP605R【1.75L大容量】,569,2000+,,"京东物流,放心购,秒杀,免邮,",https://item.jd.com/10053660190211.html,(400+),(10+),(10+),96%
美的（Midea） 破壁机家用低音安睡智能WIFI辅食机料理机MJ-BL80S01【ZMD安心系列】,1299,2万+,,自营,https://item.jd.com/100027531359.html,(2.2万+),-4,-4,99%
美的（Midea）破壁机家用大容量多功能加热破壁料理机果汁机辅食机榨汁机豆浆机PB10M2-165 1.75升大容量 冷热双打,499,1000+,,"自营,每满489-140",https://item.jd.com/10056958940425.html,(600+),-6,-6,98%
苏泊尔（SUPOR）破壁机料理机家用全自动多功能养生豆浆机加热辅食机搅拌机SP968,499,10,,自营,https://item.jd.com/100051650955.html,-4,0,0,100%
美的（midea） 智能预约破壁机家用小型迷你料理机多功能榨汁机加热辅食豆浆机PB40X2-166F PB40X2-166,319,200+,,"京东物流,放心购,免邮,每满309-70",https://item.jd.com/10036031741024.html,(30+),0,0,100%
嘉泊仕（CAPOSI）【轻音+彩屏+防糊】德国嘉泊仕破壁机家用加热全自动多功能研磨豆浆机静轻音料理机 白色,2680,2万+,,"京东物流,放心购,免邮,满2680-1400,",https://item.jd.com/10029224420546.html,(2100+),-7,-7,99%
半球（PESKOE） 破壁机加热家用全自动无渣多功能免过滤豆浆机料理机榨汁机米糊辅食养生 尊贵红防糊底【1.75L】,179,2000+,,"京东物流,免邮",https://item.jd.com/27277938892.html,(1000+),(10+),(10+),97%
美的（Midea）破壁机家用智能预约全自动多功能加热破壁料理机 搅拌机 早餐豆浆机 榨汁机 果汁机 辅食 1.5L 红色 八叶刀 253D,338,2000+,,"秒杀,免邮,券289-20,满338-50",https://item.jd.com/10056191479157.html,(1300+),-2,-2,99%
摩飞电器（Morphyrichards）豆浆机 家用破壁机 全自动清洗免过滤 低音降噪 多功能菜单可预约 600ml MR8200 红色,498,1万+,,"自营,券3000-300,1件9折",https://item.jd.com/100021067949.html,(2700+),(10+),(10+),98%
美的（Midea） 安睡静轻音破壁机家用多功能智能预约自清洗豆浆机榨汁机低音降噪细腻搅打辅食轻巧杯体 【轻音降噪-分体式迷你】,699,1000+,,自营,https://item.jd.com/10060505197611.html,(300+),-4,-4,98%
小质 破壁机豆浆机家用迷你小型榨汁机辅食料理机全自动多功能搅拌机免煮免过滤 【奶白色】12小时预约定时+5小时自动保温+高转速 DJ01,199,1000+,,"自营,每满189-20",https://item.jd.com/10061807284907.html,(200+),-2,-2,97%
九阳（Joyoung）肖战推荐免洗破壁机家用低音多功能不用手洗榨汁机豆浆机 热烘除菌 L12-Y951【天空系列】,3499,10万+,,"自营,每满3499-500",https://item.jd.com/100036902390.html,(2.6万+),(300+),(300+),96%
九阳（Joyoung）肖战推荐免洗破壁机 破壁机家用 降噪不用手洗高端多功能榨汁机1.2L豆浆机Y751【太空系列】,1599,10万+,,"自营,赠",https://item.jd.com/100033684996.html,(2.6万+),(300+),(300+),96%
九阳（Joyoung）肖战推荐免手洗破壁机 破壁机家用 低噪音高端多功能热烘除菌榨汁机豆浆机Y3【天空系列】,1443.33,10万+,,"自营,1件9折,赠",https://item.jd.com/100012207822.html,(2.6万+),(300+),(300+),96%
美的（Midea）安睡破壁机家用多功能豆浆机全自动免洗婴儿辅食机分体式免滤触控智能预约早餐 PB50SF1-P,399,1000+,,"自营,厂商配送",https://item.jd.com/100040017881.html,(300+),-1,-1,98%
德国瑞本（RANBEM）破壁机家用小型豆浆机预约定时加热自动清洗辅食免过滤多功能料理机 1-3人 凤信紫,189,1万+,,"京东物流,放心购,免邮,券300-30,",https://item.jd.com/10043840438231.html,(2200+),-2,-2,99%
四季沐歌（MICOE）破壁机家用低音降噪免过滤豆浆机榨果汁机婴儿辅食米糊机绞肉机多功能料理机 TQ-902,219,2000+,,,https://item.jd.com/100042052058.html,(500+),-2,-2,97%
ankale 德国破壁机机家用迷你小型豆浆机全自动多功能辅食机多功能榨汁机免煮免过滤1-2人食 升级款-优雅白650ML【八叶刀片/细腻无渣】,209,2000+,,"京东物流,满179-30",https://item.jd.com/10059194005622.html,(900+),-3,-3,99%
九阳（Joyoung） 肖战推荐破壁机家用豆浆机智能预约低音破壁加热料理机榨汁机多功能辅食热烘除菌 干磨杯【磨粉专用】,50,1万+,,放心购,https://item.jd.com/10067935977899.html,(3400+),(20+),(20+),98%
苏泊尔(SUPOR)破壁机 易洁可拆洗系列 家用多功能 豆浆机 加热料理机榨汁果汁机搅拌机辅食SP532S,421.2,20万+,,"自营,1件9折",https://item.jd.com/100016247491.html,(5万+),(1200+),(1200+),95%
苏泊尔（SUPOR） 多功能破壁机婴儿奶瓶食品级材质冷杯 /研磨杯 T04(需要适配机型使用） 图片色,129,4,,京东物流,https://item.jd.com/10063367765606.html,0,0,0,100%
海尔 （Haier）破壁机家用多功能 柔音降噪预约加热豆浆机 彩屏触控 榨汁机料理机辅食 HPB-D01,419,77,,"自营,新品,1件9折",https://item.jd.com/100046779767.html,(10+),-1,-1,93%
ankale 德国破壁机家用小型豆浆机850ml全自动多免煮免过滤预约定时榨汁机功能辅食3-4人食 升级款-优雅白850ML【八叶刀片/细腻无渣】,219,500+,,"京东物流,放心购,满200-10",https://item.jd.com/10062641710230.html,(200+),-4,-4,98%
九阳（Joyoung） 破壁机 加热多功能 加热破壁料理机家用多功能破免滤壁豆浆机可预约1升精致容量L12-P126 【1L】适用1-2人,259.9,200+,,"放心购,闪购",https://item.jd.com/10061636925552.html,(40+),0,0,100%
小熊（Bear） 破壁机 低音降噪家用预约加热豆浆机 多功能榨汁机早餐机料理机辅食 【1升容量】丨低音隔音舱,599,200+,,"自营,每满599-200",https://item.jd.com/10056262117944.html,(70+),0,0,96%
贝默朗斯（Bemeronis） 德国破壁机家用小型加热静全自动1-4人多功能迷你料理榨汁轻低音豆浆机 深蓝色款,599,2万+,,"京东物流,放心购,满580-311",https://item.jd.com/10026550518151.html,(3300+),(10+),(10+),99%
美菱（MELING） 破壁机家用豆浆机大容量免洗破壁免滤自清洁榨汁机 0.8L热饮【月牙白】,199,200+,,免邮,https://item.jd.com/10064287849740.html,(100+),-1,-1,99%
ankale 德国破壁机机家用迷你小型豆浆机全自动多功能辅食机多功能榨汁机免煮免过滤1-2人食 升级款-薄荷绿650ML【八叶刀片/细腻无渣】,209,2000+,,"京东物流,满179-30",https://item.jd.com/10059194005621.html,(900+),-3,-3,99%
美菱（MELING）破壁机家用豆浆机迷你小型加热轻音全自动多功能榨汁机 600ML升级豆浆机【苹果绿】,179,5000+,,"京东物流,免邮,券170-10",https://item.jd.com/10047094859680.html,(1400+),-9,-9,98%
摩动（modong）静轻音破壁机家用豆浆机多功能加热可预约料理机免手洗全自动辅食榨汁机柔音52Db,319,39,,自营,https://item.jd.com/100046177103.html,-7,0,0,87%
飞利浦（PHILIPS） 破壁机料理机家用奶绿杯迷你养生榨汁机搅拌婴儿辅食机多功能养生壶HR2037 HR2037/50,499,200+,,"京东物流,每满489-100,赠",https://item.jd.com/10062470781923.html,(30+),-1,-1,97%
奥克斯（AUX） 破壁机 大容量碎冰机商用榨汁机多功能料理机家用沙冰机豆浆机搅拌HX-PB1058 红色 2升,299,200+,,"京东物流,放心购,满290-20",https://item.jd.com/10044583836016.html,(50+),0,0,98%
大宇（DAEWOO）破壁机家用小型迷你豆浆机1-2人多功能全自动水果榨汁机婴儿辅食免洗免滤细腻免泡600ml 白色,499,5000+,,"京东物流,放心购,每满449-270",https://item.jd.com/10054097673751.html,(1200+),(10+),(10+),98%
美的（Midea） 破壁机 家用豆浆机 可拆洗智能轻音榨汁机多功能迷你破壁机果汁机宝宝辅食料理机 【可拆洗刀座】 MJ-PC11,539,1000+,,"自营,每满539-40",https://item.jd.com/10052921375070.html,(200+),-3,-3,96%
德森朗（Desselan）【轻音+细腻免滤】德国德森朗（Desselan）低音家用多功能料理机豆浆机自动加热辅食搅拌机 淡雅紫,999,1000+,,"京东物流,放心购,满999-241,赠",https://item.jd.com/10059251120421.html,(1400+),0,0,100%
九阳（Joyoung）肖战推荐 破壁机家用三重降噪加热豆浆机果汁机早餐机榨汁机辅食1.75L大容量L18-Y928S,379.9,50万+,,自营,https://item.jd.com/100008184246.html,(8.9万+),(2100+),(2100+),95%
九阳（Joyoung）破壁机家用豆浆机智能预约全自动真空保鲜轻音破壁高速冷热双打多功能料理机辅食 【真空保鲜热烘除菌】Y66【一三杯】,1649.9,5000+,,"京东物流,券1199-100,每满1629-450,",https://item.jd.com/65902916161.html,(1300+),(10+),(10+),97%
格立高（Geligao） 家用破壁机 迷你水果小型充电便携式炸果汁机 学生电动榨汁杯 樱花粉-青春款,79,6,,自营,https://item.jd.com/100046529929.html,0,0,0,0%
ankale德国 破壁机家用小型迷你全自动豆浆机多功能破壁免煮免过滤 850ML升级款-优雅白【八叶刀头/细腻丝滑】 多功能,219,500+,,每满150-10,https://item.jd.com/10062435863536.html,(100+),-1,-1,97%
米家米家 小米智能小破壁料理机 mini破壁机 低噪轻音榨汁豆浆破壁机 家用榨汁机易清洗 APP操控 米家智能小料理机,289,200+,,免邮,https://item.jd.com/10058343630765.html,(80+),-1,-1,93%
德玛仕（DEMASHI） 破壁机沙冰机商用冰沙机碎冰机刨冰机榨汁机料理机 多功能豆浆机（非加热） 【2L丨1000W丨家商两用】XY-8608,268,2万+,,"京东物流,免邮,券5000-200",https://item.jd.com/11619534039.html,(6400+),(40+),(40+),97%
美菱（MeiLing）柔音安睡破壁机家用豆浆机降噪预约榨汁机免滤免洗大容量辅食 真·柔音 | MB-DC1547 | 象牙白,599,25,,,https://item.jd.com/10067445934294.html,(20+),0,0,100%
美的（Midea） 柔音破壁机家用豆浆机低音全自动榨汁机安睡智能辅食机隔音罩降噪料理机早餐 【低音40分贝】 MJ-PB40ST11,499,12,,"京东物流,免邮,每满499-60",https://item.jd.com/10067886853813.html,-1,0,0,100%
真米德国破壁机家用小型多功能全自动免煮免滤豆浆机新款料理机 绿色 智能预约500ml 8叶刀,129,200+,,券90-5,https://item.jd.com/10066436565238.html,(30+),0,0,100%
笠菱 破壁机家用功率功能加热料理机大容量全自动快速破壁榨汁豆浆冰沙机研磨免洗搅拌辅食 超大功率1800W【六页钢刀】,79,500+,,赠,https://item.jd.com/10053935666692.html,(60+),-1,-1,88%
九阳（Joyoung）九阳（Joyoung） 破壁机家用豆浆机智能预约加热高速破壁料理机多功能果汁绞肉磨粉轻音降噪辅食 L18-P557单杯,749.9,1万+,,"京东物流,放心购,免邮,每满749-100",https://item.jd.com/10051695509169.html,(2700+),(20+),(20+),97%
美的（Midea） 破壁机家用豆浆机智能榨汁机多功能果汁机全自动加热宝宝辅食料理机 【陶瓷防糊底】MJ-PT13,299,100+,,"京东物流,免邮,每满299-50",https://item.jd.com/10064586439455.html,(10+),-1,-1,93%
美的（Midea） 破壁机 家用豆浆机 可拆洗智能轻音榨汁机多功能迷你破壁机果汁宝宝辅食料理 【可拆洗刀座】 MJ-PC11,539,1000+,,自营,https://item.jd.com/10052921375070.html,(200+),-3,-3,96%
九阳（Joyoung） 破壁机家用多功能豆浆机全自动辅食机高速破壁料理机加热预约细腻防溢免滤榨汁机 1.2L【P126店长力荐】,289.9,1000+,,满289-30,https://item.jd.com/10054558723142.html,(200+),-3,-3,96%
苏泊尔(SUPOR)破壁机1.75升家用低音降噪可拆清洗6叶太极旋风刀1000W功率容量绞肉机SP909SA,899,10,,自营,https://item.jd.com/100041086854.html,-4,0,0,100%
美的（Midea）破壁机安睡系列家用静音小型迷你加热全自动多功能豆浆机料理机破碎机辅食搅拌机榨汁机 1.0L性价比推荐 PB50SF1,469,52,,"自营,新品,每满459-70",https://item.jd.com/10068047703795.html,(10+),-1,-1,93%
九阳（Joyoung） 肖战推荐 破壁机家用三重低音降噪加热豆浆机果汁机早餐机绞肉馅榨汁机辅食 L18-Y928S单杯,399.9,1000+,,"京东物流,放心购,满389-30",https://item.jd.com/10056701894581.html,(100+),-3,-3,97%
美菱（MELING） 破壁机家用豆浆机免洗自清洁大容量破壁免滤榨汁机 升级大屏【八刀款】,219,2000+,,免邮,https://item.jd.com/10063200839388.html,(600+),-6,-6,97%
九阳（Joyoung）肖战推荐免手洗破壁机 低音不用手洗高端多功能榨汁机0.3-1.2L容量豆浆Y536（天空系列）,1499,10万+,,自营,https://item.jd.com/100020035706.html,(2.6万+),(300+),(300+),96%
摩飞电器（Morphyrichards） 破壁机家用豆浆机免洗降噪多功能养生壶一机两用MR8200 椰奶白-,539,2万+,,"京东物流,放心购,免邮,券300-30,,",https://item.jd.com/10044956961710.html,(2900+),(30+),(30+),98%
皆米（GUESMI）小型破壁机家用迷你免过滤非静音加热自动清洗多功能辅食宿舍1-2人用豆浆机 珍珠白【1000mL+二副8刀头】智能预约&保温,199,2000+,,"券199-20,满200-30",https://item.jd.com/10057274464834.html,(1300+),-7,-7,99%
olayks出口原款 破壁机家用轻音破壁加热全自动豆浆机多功能料理机可拆洗豆浆榨汁机辅食 陶瓷涂层底盘,343,1万+,,"自营,1件9折",https://item.jd.com/100028629493.html,(1200+),(30+),(30+),96%
德国瑞本（RANBEM）迷你破壁机家用小型豆浆机1-2人免过滤自动清洗搅拌机多功能果汁辅食料理机 复古绿【降噪升级款】,159,5000+,,"免邮,券300-30,每满150-10",https://item.jd.com/10038569095708.html,(1200+),(10+),(10+),98%
九阳（Joyoung）破壁机家用 不用手洗高温热烘 破壁免滤定时预约豆浆机料理辅食【肖战推荐】 Y3【自动排废水-实时预约-全鱼汤】,1599,500+,,"自营,秒杀,满1599-300",https://item.jd.com/10053643145502.html,(100+),-2,-2,95%
九阳（Joyoung）肖战推荐免洗破壁机 破壁机家用 降噪不用手洗高端多功能榨汁机1.2L豆浆Y751【太空系列】,1599,10万+,,自营,https://item.jd.com/100033684996.html,(2.6万+),(300+),(300+),96%
九阳（Joyoung） 破壁机 家用豆浆机免过滤小型榨汁机智能全自动多功能可预约加热辅食料理机 L12-P128,279.9,2000+,,"自营,厂商配送,闪购",https://item.jd.com/100048628805.html,(500+),-9,-9,96%
贝默朗斯（Bemeronis） 德国破壁机家用加热全自动料理榨汁静多功能轻低音免手辅食豆浆机新款 白色,860,1000+,,"京东物流,放心购,满850-421",https://item.jd.com/10063419075166.html,(800+),0,0,99%
九阳（Joyoung） 破壁机真空家用榨汁机预约冷热双杯破壁料理机辅食绞肉沙冰磨粉机L18-YZ05,899,5万+,,赠,https://item.jd.com/28706322262.html,(3.3万+),(100+),(100+),98%
美的（Midea）破壁机家用豆浆机多功能智能预约料理机榨汁机果汁机绞肉机宝宝辅食 1.2L黄金容量,249,100+,,京东物流,https://item.jd.com/10059541109864.html,(10+),0,0,95%
ankale 德国破壁机家用迷你小型豆浆机全自动多功能辅食机多功能榨汁机免煮免过滤1-3人 升级款-薄荷绿1000ML【 八叶刀片+免煮免滤】,269,500+,,"京东物流,满200-30",https://item.jd.com/10064993890859.html,(400+),0,0,99%
美的（Midea）安睡破壁机家用隔音罩榨汁婴儿辅食机智能预约豆浆机果汁机 MJ-PB80S2,899,200+,,"京东物流,放心购,免邮,每满899-250",https://item.jd.com/10044531848383.html,(80+),-1,-1,96%
仕索思 破壁机家用功率1800w低音降噪免过滤豆浆机榨果汁机婴儿辅食米糊机绞肉机多功能料理机 加大功率1500W【六页钢刀】,79,200+,,赠,https://item.jd.com/10052528179263.html,(100+),0,0,99%
贝默朗斯（Bemeronis） 德国彩屏破壁机真空家用加热全自动料理榨汁静多功能轻低柔音辅食免手洗豆浆机 深灰蓝,2380,1万+,,"京东物流,放心购,满2300-1090,赠",https://item.jd.com/10028319867456.html,(1000+),-3,-3,99%
美的（Midea） 破壁机家用豆浆机智能榨汁机多功能果汁机全自动加热宝宝辅食料理机 【陶瓷防糊底】MJ-PT13,299,1000+,,"自营,每满299-50",https://item.jd.com/10049110463913.html,(200+),-3,-3,98%
海牌 破壁机 家用豆浆机降噪多功能榨汁机全自动加热破壁料理机蒸煮辅食机预约早餐1.75L 白色 HP-898H,998,1,,"自营,1件6折",https://item.jd.com/100048784791.html,0,0,0,100%
英凯仕 (Inkaxss)破壁机 家用商用榨汁搅拌机多功能机械款破壁机料理机豆浆机 【PJ01标准款】1800W+三挡变速,109,2000+,,"免邮,满100-10",https://item.jd.com/10041917434496.html,(500+),(10+),(10+),93%
九阳（Joyoung） 破壁机家用大容量智能低音豆浆加热多功能破壁料理榨汁机磨粉搅拌果汁全自动辅食 Y91A单杯【1.75L】,399.9,2000+,,"放心购,满369-30",https://item.jd.com/10031543535857.html,(400+),-8,-8,97%
欧莱克（olayks） 出口日本原款破壁机家用多功能 降噪预约加热豆浆机绞肉馅机榨汁机辅食 陶白-冷热双打款,339,2000+,,"京东物流,券50-3,满319-50",https://item.jd.com/10039883938990.html,(300+),-10,-10,96%
小熊（Bear） 轻音破壁机家用 大容量预约加热豆浆机 1.5升多功能早餐 料理机 榨汁机 辅食 【1.5L升级智能款】PBJ-C16Q8,399,500+,,"自营,每满399-80",https://item.jd.com/10055654696204.html,(90+),-2,-2,98%
BARBOSA德国品牌大容量加热破壁机非静音全自动免过滤家用早餐豆浆机不锈钢带预约保温果汁带加热料理机,499,1,,,https://item.jd.com/10067949422279.html,0,0,0,100%
小熊（Bear）低音破壁机 家用迷你豆浆机 降噪 一键清洗 多功能料理机榨汁机 55分贝低音运行 PBJ-B06K8 1L,419,50万+,,自营,https://item.jd.com/100017849693.html,(22万+),(1100+),(1100+),99%
九阳 Joyoung 破壁机 家用多功能辅食机迷你豆浆机料理机 粉色 L4-L971XK,298,7,,"自营,厂商配送",https://item.jd.com/100050134099.html,0,0,0,100%
德国ankale 破壁机家用迷你小型豆浆机轻音全自动加热多功能辅食机免煮免过滤1-2人食 升级款【 八叶刀片+免煮免滤】雅典白450ML,189,2000+,,"京东物流,免邮,每满179-30",https://item.jd.com/10058378951210.html,(400+),-9,-9,97%
康佳（KONKA） 破壁机 家用豆浆机多功能加热料理机榨汁机免滤宝宝辅食机绞肉馅智能预约果汁机 【1.65L容量 一键清洗】,199,2000+,,"京东物流,免邮",https://item.jd.com/10032236838072.html,(300+),-5,-5,97%
康佳（KONKA） 破壁机 迷你多功能家用料理机榨汁免滤豆浆机全自动预约搅拌辅食小型 复古绿 600ML,179,5000+,,"京东物流,放心购,免邮,券179-20,",https://item.jd.com/10024036014203.html,(1500+),-7,-7,98%
欧莱克（olayks） 迷你破壁机豆浆机家用一键自清洁轻音破壁全自动榨汁机料理机 白色,309,200+,,"自营,每满309-110",https://item.jd.com/10062344573376.html,(100+),-2,-2,98%
海牌（HAIPAI）海牌 家用多功能破壁机1.75L 多功能降噪 智能预约保温豆浆 HP-898H白色,637.12,0,,自营,https://item.jd.com/100051351417.html,0,0,0,100%
九阳（Joyoung）破壁机家用豆浆机不用手洗破壁免滤1.2L全自动12小时预约多功能榨汁机辅食 Y907,399.9,200+,,"自营,满369-90",https://item.jd.com/10047379188711.html,(30+),-3,-3,90%
美的（Midea）破壁机纤薄轻巧智能触控操作 可预约精钢8叶破壁刀12大功能料理机MJ-PT55【ZMD安心系列】,599,2万+,,自营,https://item.jd.com/100033783629.html,(2.2万+),-4,-4,99%
morphyrichards 摩飞便携破壁机 MR9500,475,5,,自营,https://item.jd.com/100018746575.html,0,0,0,100%
九阳（Joyoung）破壁机家用豆浆机多功能料理机全自动加热大容量L18-P132破壁机 磨粉杯,70,2000+,,免邮,https://item.jd.com/10067390536577.html,(200+),-4,-4,97%
九阳（Joyoung）肖战推荐免手洗破壁机 破壁机家用 低噪音高端多功能热烘除菌榨汁豆浆Y3【天空系列】,1443.33,10万+,,自营,https://item.jd.com/100012207822.html,(2.6万+),(300+),(300+),96%
Joyoung/九阳L18-P350破壁机家用多功能加热可预约保温高速料理机 干磨杯,139,0,,,https://item.jd.com/10068304877904.html,0,0,0,100%
小熊（Bear） 破壁机低音降噪家用预约加热豆浆机 多功能榨汁机早餐机料理机辅食 【1升容量】PBJ-B06K8,469,200+,,"京东物流,放心购,免邮",https://item.jd.com/10047773790398.html,(100+),-1,-1,99%
美的（Midea） 安睡破壁机家用低音多功能细腻搅打豆浆机免手洗辅食机榨汁机料理机 分体式杯体设计 【安睡系列】PB50SF1-P,499,1000+,,"京东物流,放心购,免邮,满499-100",https://item.jd.com/10060959310940.html,(400+),-4,-4,98%
贝默朗斯（Bemeronis） 德国破壁机家用加热小型静全自动多功能料理榨汁轻低音免手洗迷你豆浆机 薄荷绿色,680,1万+,,"京东物流,放心购,满660-352",https://item.jd.com/10026550766364.html,(400+),-2,-2,99%
爱心东东大功率中药材打粉机超细研磨家用小型粉碎机五谷杂粮干磨破壁机锵帝 高配大功率款+3刀片+网筛,80,100+,,,https://item.jd.com/10051756166179.html,(10+),0,0,100%
德国瑞本（RANBEM）迷你破壁豆浆机小型家用预约定时加热自动清洗辅食机多功能免过滤碎冰1人 伴手礼 复古绿（小巧便携）,249,5000+,,放心购,https://item.jd.com/10041005839905.html,(900+),-1,-1,99%
欧诺华（OROWA） 德国迷你破壁机家用静轻音豆浆料理机小型加热全自动婴儿辅食多功能榨汁机 清新绿【低噪，大容量】,259,2万+,,"京东物流,放心购,免邮,满259-60",https://item.jd.com/10039396226677.html,(4400+),-6,-6,99%
苏泊尔(SUPOR)破壁机低音降噪可拆洗蒸气自清洗家用多功能智能预约加热豆浆机多种粒径研磨机 SP902S,709,500+,,"京东物流,免邮,满709-160",https://item.jd.com/10050586325945.html,(100+),0,0,99%
蓝宝（BLAUPUNKT）破壁机家用迷你小型豆浆机低音降噪全自动多功能加热料理机搅拌机辅食养生壶 轻奢蓝,421,2000+,,"自营,1件9折",https://item.jd.com/100013033997.html,(600+),-5,-5,97%
九阳（Joyoung） 破壁机 家用高速破壁免洗降噪料理豆浆机多功能智能大容量触控安静低噪音P132 强劲-细腻免滤【标配冷热双用】,489.9,1000+,,"京东物流,放心购,免邮,满439-50,",https://item.jd.com/10061457568845.html,(100+),-1,-1,99%
欧莱克（olayks）出口原款 破壁机家用料理机不锈钢全自动免手洗不粘低音多功能加热豆浆机榨汁机 0.35L一人食迷你豆浆机,169,2000+,,自营,https://item.jd.com/10044354947390.html,(400+),-8,-8,97%
九阳（Joyoung） 肖战推荐破壁机家用豆浆机智能预约低音破壁加热料理机榨汁机多功能辅食热烘除菌 国潮高颜值低音纤薄【P165】,799.9,1万+,,放心购,https://item.jd.com/10050309383434.html,(3400+),(20+),(20+),98%
德国瑞本（RANBEM）破壁机家用免过滤豆浆机多功能大容量智能预约定时加热辅食五谷研磨果蔬料理机 宝石蓝（1.2L大容量）,299,5000+,,"京东物流,放心购,免邮,券290-40,",https://item.jd.com/10043841379711.html,(1200+),-3,-3,99%
九阳（Joyoung）九阳（Joyoung） 【肖战推荐】 破壁机家用无渣豆浆机智能料理机冷热两用榨汁机宝宝辅食 P126,399.9,5万+,,"京东物流,放心购,免邮,每满399-130",https://item.jd.com/21392229705.html,(8500+),(100+),(100+),95%
美的（Midea）破壁机家用免滤豆浆机智能料理机1.75升榨汁机高温洗破壁宝宝辅食【升级豪华双杯】 101B,599,2000+,,"京东物流,免邮,每满599-160,赠",https://item.jd.com/10026726432956.html,(600+),(10+),(10+),97%
志高（CHIGO） 破壁机家用轻音豆浆机榨果汁机婴儿辅食米糊搅拌机非静音全自动多功能加热料理机 白色【轻音】,359,1万+,,"京东物流,免邮,每满350-60,赠",https://item.jd.com/10059693445553.html,(700+),-5,-5,98%
SURE 日本破壁机豆浆机家用小型迷你多功能豆浆机全自动料理榨汁果汁机免过滤 鹅毛白,399,500+,,"京东物流,放心购,免邮,每满399-100",https://item.jd.com/10061645698370.html,(100+),-2,-2,97%
HYUNDAI静轻音破壁机家用豆浆机柔声低音料理机玻璃杯体加热保温低声音全自动婴儿辅食榨汁沙冰搅拌 带降音罩+18大功能款,279,5000+,,放心购,https://item.jd.com/10045065866168.html,(600+),(10+),(10+),96%
九阳（Joyoung） 破壁机家用豆浆机加热多功能低音降噪破壁榨汁机料理机绞肉机婴儿辅食 P161低音单杯,469.9,2万+,,"京东物流,放心购,秒杀,免邮,",https://item.jd.com/52065798713.html,(4600+),(80+),(80+),96%
美的（Midea ) 破壁机家用料理机加热豆浆多功能辅食机全自动小型 海蓝色 | BL1052A-S,499,1万+,,"京东物流,放心购,免邮,每满499-200",https://item.jd.com/10027900773573.html,(2000+),(20+),(20+),96%
西屋（Westinghouse）柔音破壁机家用早餐机加热全自动榨汁机搅拌机辅食机豆浆机料理机 抹茶绿（搅拌杯）,699,1万+,,券699-250,https://item.jd.com/10053721171527.html,(1700+),(30+),(30+),97%
九阳（Joyoung） 破壁机预约加热破壁料理机家用1.75升豆浆机榨汁机多功能搅拌机【肖战推荐】 适合3人左右,379.9,200+,,"闪购,免邮,满379-80",https://item.jd.com/10058955955168.html,(100+),-1,-1,99%
苏泊尔（SUPOR） 要求破壁机降噪家用智能预约加热破壁料理机榨汁机豆浆机绞肉机果汁机搅拌机辅食 【低音】一键蒸汽清洗,889,2000+,,"自营,每满889-90",https://item.jd.com/10033214161344.html,(300+),-6,-6,96%
德国瑞本（RANBEM）破壁机家用免过滤豆浆机多功能大容量智能预约定时加热辅食五谷研磨果蔬料理 米白色（1.2L大容量）,269,5000+,,放心购,https://item.jd.com/10055486572544.html,(1200+),-3,-3,99%
