商品标题,商品价格,评论量,标签,商品详情页,好评数量,中评数量,差评数量,分数
海尔（Haier）冰箱180升小型家用宿舍租房家电双门小冰箱节能省电深冷速冻直冷迷你两门电,1099,2万+,"自营,厂商配送",https://item.jd.com/100024796292.html,(7400+),(70+),(70+),98%
海尔(Haier)冰箱202升双门二门风冷无霜超薄小型家用电冰箱节能省电小冰箱 BCD-202WGHC290B9,1799,5000+,"自营,厂商配送",https://item.jd.com/100039792411.html,(1300+),(10+),(10+),98%
海尔（Haier）冰箱216升三门小型迷你风冷无霜 中门软冷冻 净味保鲜节能省电家用租房电 BCD-216WMPT,1799,2000+,自营,https://item.jd.com/100013942049.html,(800+),-6,-6,98%
海尔（Haier）冰箱3 3 5升一级能效双变频风冷无霜四开门多门家用大容量纤薄嵌入式智能wifi智控+DEO净味,3099,200+,自营,https://item.jd.com/100013942051.html,(200+),-2,-2,99%
海尔（Haier）冰箱309升两门风冷无霜双变频三档变温节能低耗家用大容量双门电BCD-309WMCO,3099,76,自营,https://item.jd.com/100047175385.html,(20+),0,0,100%
海尔（Haier）冰箱406升十字对开门四开门一级能效双变频风冷无霜超薄大容量家用电 母婴专区+净味保鲜,3499,,自营,https://item.jd.com/100045222065.html,(100+),-1,-1,98%
海尔（Haier）冰箱461升全空间保鲜一级变频节能变温超薄法式多门嵌入式家用白色智能 EPP杀菌,7999,1000+,自营,https://item.jd.com/100041901328.html,(700+),0,0,99%
海尔（Haier）冰箱467升超薄十字开门一级能效双变频节能三挡变温母婴空间嵌入式星石蓝省电大容量,3899,2000+,"自营,厂商配送,券3500-200",https://item.jd.com/100036885446.html,(1800+),-2,-2,99%
海尔（Haier）冰箱478升统帅十字对开门多门四门风冷无霜一级双变频节能干湿分储家用电海尔出品统帅电,3649,1000+,"自营,厂商配送",https://item.jd.com/100048632537.html,(500+),-1,-1,99%
海尔（Haier）冰箱出品 统帅十字对开门冰箱 470升超薄双变频一级能效风冷无霜 黑金净化 干湿分储 纤薄机身,3699,5000+,自营,https://item.jd.com/100049386965.html,(2600+),(10+),(10+),98%
海尔（Haier）冰箱风冷无霜冷冻冷藏节能两门省电家用办公出租房双开门小冰箱 BCD-160WDPT,1449,2000+,"自营,厂商配送",https://item.jd.com/100033481859.html,(700+),-3,-3,99%
海尔（Haier）冰箱高配版 四开门405升一级能效双循环干湿分储净味无霜超薄十字对开门T型门四门双开门银河 405L银河灰+1级能效+阻氧干湿分储+手,3599,,"免邮,满3500-200",https://item.jd.com/10032425251167.html,(100+),-1,-1,98%
海尔（Haier）冰箱两门双门风冷无霜小冰箱家用小型冷藏冷冻 节能电冰箱 309大冷冻一级双变频三档变温彩晶玻璃【轻奢金】,3099,100+,,https://item.jd.com/10060086723115.html,(20+),0,0,100%
海尔（Haier）冰箱三开门超薄节能家用大容量冰箱 净味保鲜 风冷无霜/直冷 三/二/一级新能效小型家用智能电 216升三门节能丨风冷无霜丨216WM,1799,2万+,"放心购,免邮,券8888-88,满3000-100,",https://item.jd.com/68181282506.html,(8000+),(50+),(50+),98%
海尔（Haier）冰箱三开门超薄节能家用大容量冰箱 净味保鲜 风冷无霜/直冷 三/二/一级新能效小型家用智能电 216升三门节能丨风冷无霜丨216WM,1799,,"放心购,免邮,券8888-88,满3000-100,",https://item.jd.com/68181282506.html,(100+),-1,-1,98%
海尔（Haier）冰箱三开门超薄小型迷你家用大容量家电智能节能干湿分储DEO净味保鲜三门电小 218升三开门节能直冷218STPS,1299,10万+,"京东物流,免邮,券8888-88,赠",https://item.jd.com/67666311784.html,(3.1万+),(100+),(100+),98%
海尔（Haier）冰箱三开门双开门超薄家用大容量风冷无霜/节能直冷干湿分储DEO净味保鲜小型家用电 118升两门直冷小型118TMPA,899,5000+,"京东物流,免邮,赠",https://item.jd.com/10067967159200.html,(700+),-3,-3,99%
海尔（Haier）冰箱三门冰箱一级能效智能冰箱双变频风冷无霜电冰箱235升阻氧干湿分储净味BCD-235WLHC35DDY,2199,1000+,自营,https://item.jd.com/100021345467.html,(700+),-4,-4,98%
海尔（Haier）冰箱三门大容量007软冷冻冷藏办公家用小冰箱节能218升BCD-218STPS,1299,2000+,"自营,厂商配送",https://item.jd.com/100032897499.html,(700+),-3,-3,99%
海尔（Haier）冰箱双开门大容量515升 一级囤货变频风冷无霜对开门冰箱 黑金净化265L大冷冻空间超薄以旧换新,3499,5000+,自营,https://item.jd.com/100024807857.html,(2600+),(10+),(10+),98%
海尔(Haier)冰箱双开门家用小型风冷无霜超薄迷你直冷冰箱双门二门家电节能电冰箱冷藏冷冻两门 170升双门风冷无霜170WDPT,1498.9,1万+,"京东物流,免邮,赠",https://item.jd.com/64463394032.html,(100+),-1,-1,98%
海尔(Haier)冰箱双开门家用小型风冷无霜超薄迷你直冷冰箱双门二门家电节能电冰箱冷藏冷冻两门 180升双门节能直冷180TMPS,1098.9,1万+,"京东物流,免邮,赠",https://item.jd.com/59944351050.html,(3200+),(20+),(20+),97%
海尔(Haier)冰箱双开门家用小型风冷无霜超薄迷你直冷冰箱双门二门家电节能电冰箱冷藏冷冻两门 190升双门风冷无霜190WDPT,1698.9,1万+,"免邮,赠",https://item.jd.com/57801591486.html,(3200+),(20+),(20+),97%
海尔（Haier）冰箱双开门两门180升家用租房宿舍节能省电深冷速冻 金色小巧不占地,1100,100+,"自营,厂商配送",https://item.jd.com/100050968641.html,(20+),0,0,96%
海尔（Haier）冰箱双开门四门多门 412升一级双变频风冷无霜超薄嵌入式净味三档变温独立母婴超薄智能旗舰 412L星石蓝+1级双变频+三档变温+WIFI智控,3599,1万+,"京东物流,免邮,券3500-100",https://item.jd.com/10048047908329.html,(4600+),(20+),(20+),98%
海尔（Haier）冰箱双门170升风冷无霜两门节能租房家用小型冷藏冷冻电冰箱BCD-170WDPT,1499,2000+,自营,https://item.jd.com/100039337970.html,(800+),-8,-8,98%
海尔（Haier）冰箱双门170升风冷无霜两门节能租房家用小型冷藏冷冻电冰箱BCD-170WDPT,1499,2000+,"自营,厂商配送",https://item.jd.com/100039337970.html,(800+),-8,-8,98%
海尔（Haier）冰箱双门170升风冷无霜两门节能租房家用小型冷藏冷冻电冰箱BCD-170WDPT,1499,2000+,自营,https://item.jd.com/100032897493.html,(100+),-1,-1,98%
海尔（Haier）冰箱双门小冰箱 家用家电小型迷你租房二门节能电冰箱超薄两门 180升直冷节能180TMPS,1099,26,赠,https://item.jd.com/10067936490333.html,-9,0,0,100%
海尔（haier）冰箱四开门406升一级能效双变频风冷无霜双开门十字对开门家用冰箱 BCD-406WLHTDEDB9,3499,1000+,"自营,厂商配送",https://item.jd.com/100040087645.html,(700+),0,0,99%
海尔（haier）冰箱四开门406升一级能效双变频风冷无霜双开门十字对开门家用冰箱 BCD-406WLHTDEDB9,3499,,"自营,厂商配送",https://item.jd.com/100040087645.html,(100+),-1,-1,98%
海尔（Haier）冰箱四开十字双对开门风冷无霜一级能效双变频家用大容量家电冰箱,3499,0,自营,https://item.jd.com/100049345931.html,0,0,0,100%
海尔（Haier）冰箱四开十字双对开门风冷无霜一级能效双变频家用大容量家电冰箱,3499,,自营,https://item.jd.com/100049345931.html,(100+),-1,-1,98%
海尔（Haier）冰箱五门家用法式多门智能1级风冷无霜双循环变频349升BCD-349WDCO,3899,1000+,自营,https://item.jd.com/100029049151.html,(700+),0,0,99%
海尔（Haier）冰箱小型家用 超薄节能二门小冰箱 风冷无霜/直冷 冷藏冷冻 净味保鲜 租房迷你双开门电 118升两门节能直冷小丨巨省电丨118TMPA,899,5000+,"京东物流,放心购,免邮,满3500-100,",https://item.jd.com/10054487413931.html,(1200+),-3,-3,99%
海尔（Haier）冰箱小型家用双开门冰箱小冰箱迷你电冰箱租房宿舍以旧换新冰箱 【118升】双开门、冷藏冷冻,899,,"京东物流,免邮,赠",https://item.jd.com/10068038169935.html,(100+),-1,-1,98%
海尔（Haier）冰箱一级能效十字对开门四开门风冷无霜电冰箱405升超薄智能双变频 星蕴银+WIFI智控+净味,3499,,自营,https://item.jd.com/100048415169.html,(100+),-1,-1,98%
海尔（Haier）风冷无霜超薄电冰箱家用中型法式四开多门大容量彩晶母婴变频新一级能效BCD-409WLHFD7DM1,4499,200+,自营,https://item.jd.com/100041793426.html,(200+),-1,-1,99%
海尔（Haier）海尔冰箱双门小冰箱小型家用风冷无霜节能省电直冷迷你两门超薄智能双开门二门电 190升双门风冷无霜节能,1699,1万+,"京东物流,免邮,赠",https://item.jd.com/10045757612256.html,(3000+),(20+),(20+),97%
海尔（Haier）京馨系列601升双变频风冷无霜对开门冰箱干湿分储玻璃面板大容量母婴BCD-601WGHSS58BYU1,7299,2万+,自营,https://item.jd.com/100036877344.html,(3.2万+),0,0,99%
海尔（Haier）全嵌入式冰箱 隐藏内嵌式十字对开超薄双开门镶嵌橱柜定制大容量家用电 组合对开,19998,,"每满19998-1000,赠",https://item.jd.com/10063889261867.html,(100+),-1,-1,98%
海尔（Haier）三门风冷无霜冰箱 智能双变频 一级能效 干湿分储 家用小型节能冰箱 全温区变温,2199,5000+,自营,https://item.jd.com/100041163611.html,(2600+),(10+),(10+),98%
海尔（Haier）鲜派511升净味变温一级能效四开门十字双开门冰箱BCD-511WGHTD79B9U1收纳师家用超薄大容量,5799,50万+,"自营,满2000-100,赠",https://item.jd.com/100037217923.html,(40万+),(700+),(700+),99%
海尔（Haier）鲜派系列501升全变温一级能效风冷无霜双变频对开三门家用电冰箱超大容量BCD-501WLHTS79B9U1,5399,50万+,"自营,满2000-100,赠",https://item.jd.com/100023220557.html,(28万+),(1300+),(1300+),98%
海尔（Haier）鲜派系列601升一级能效风冷无霜双变频对开门双开门家用电冰箱超大容量BCD-601WGHSSR5B9U1,5699,50万+,"自营,满2000-100,赠",https://item.jd.com/100023220555.html,(40万+),(700+),(700+),99%
海尔/Haier冰箱双开门 一级能效变频风冷无霜 全空间保鲜 独立母婴干湿分储 两门BCD-346WSCLU1,3999,2000+,"自营,券3899-200",https://item.jd.com/100011046301.html,(1300+),0,0,99%
海尔Haier118升冰箱小型双门小冰箱家用家电超薄节能直冷迷你二门智能电冰箱 节能直冷租房优选,899,28,自营,https://item.jd.com/100048284491.html,-7,0,0,100%
海尔冰箱 一级能效335升变频风冷无霜双开门四开门多门家用超薄智能省电大容量电 335L+DEO净味+WiFi智控+母婴空间,3098.9,5000+,"京东物流,秒杀,满3098-100",https://item.jd.com/10045459342132.html,(2000+),(10+),(10+),99%
海尔冰箱218升三门三温出租房家用电冰箱中门软冷冻超薄低音小冰箱统帅冰箱 218升 BCD-218LLC3E0C9,1199,2000+,京东物流,https://item.jd.com/10043813678571.html,(900+),-3,-3,99%
海尔冰箱558升全空间保鲜除菌净味法式多门四开门干湿分储 一级能效家用大容量电BCD-558WSGKU1,8999,200+,自营,https://item.jd.com/100045119281.html,(100+),0,0,100%
海尔冰箱两门双开门冰箱风冷无霜/节能直冷家用小型冷藏冷冻节能保鲜办公室宿舍公寓租房用迷你 海尔统帅 180升银色直冷节能,979,,免邮,https://item.jd.com/10037310291658.html,(100+),-1,-1,98%
海尔冰箱双开门家用冰箱对开门537升风冷无霜变频净味电冰箱 双变频净味BCD-537WLDPC,2799,1000+,"自营,厂商配送",https://item.jd.com/100046428553.html,(500+),-1,-1,99%
海尔出品 统帅冰箱法式多门 330升风冷无霜一级双变频对开门电冰箱节能保鲜T.ABT除菌+新一级变频,2899,84,自营,https://item.jd.com/100050751213.html,(20+),0,0,95%
海尔出品冰箱 330升法式多门海尔冰箱风冷无霜 一级双变频节能家用电冰箱三档变温统 帅品牌 一级双变频 T-ABT除菌 三档变温 纤薄,2899,2000+,"免邮,券2800-100,赠",https://item.jd.com/28403371277.html,(700+),-3,-3,98%
海尔出品冰箱 330升法式多门海尔冰箱风冷无霜 一级双变频节能家用电冰箱三档变温统 帅品牌 一级双变频 T-ABT除菌 三档变温 纤薄,2899,,"免邮,券2800-100,赠",https://item.jd.com/28403371277.html,(100+),-1,-1,98%
海尔出品冰箱549升十字对开门冰箱四开门双开门风冷无霜干湿分储一级双变频家用+干湿分储+T.ABT杀菌,4999,1000+,"自营,厂商配送",https://item.jd.com/100047912817.html,(500+),-1,-1,99%
海尔人气新品335升三档变温杀菌法式多门四门抽屉式冰箱,2999,50万+,自营,https://item.jd.com/100035718848.html,(23万+),(1100+),(1100+),98%
海尔三门冰箱217风冷无霜一级能效双变频变温区家用超薄小型冰箱出租屋办公室节能电 217升烟青色全域杀菌净味全变温空间智能WIFI,2599,200+,,https://item.jd.com/10044638774450.html,(70+),0,0,100%
海信 (Hisense) 冰箱45升 一级能效 单门全冷藏电冰箱 迷你小型宿舍办公室BC-45S/A BC-45S/A,489,,,https://item.jd.com/10066029282643.html,(100+),-1,-1,98%
海信(Hisense)220升风冷无霜三门小型电冰箱家用租房节能低噪不占地中门变温室小户型省电 BCD-220WYK1DQ,1699,1000+,"自营,满1600-200",https://item.jd.com/10042520177402.html,(400+),-3,-3,98%
海信（Hisense）冰箱双开门对开门小型家用电冰箱超薄嵌入式451升风冷无霜双变频小户型BCD-451WFK1DPQ 62深小占地,2599,2万+,"自营,满2000-200,赠",https://item.jd.com/100020577103.html,(2.3万+),(20+),(20+),99%
海信（Hisense）冰箱四开门小型家用电冰箱超薄328升一级能效风冷无霜双变频除菌净味多门BCD-328WNK1DPT小占地,2799,2万+,"自营,满2000-300,赠",https://item.jd.com/100007204361.html,(1.3万+),(40+),(40+),99%
海信（Hisense）冰箱四开门小型家用电冰箱超薄328升一级能效风冷无霜双变频除菌净味多门BCD-328WNK1DPT小占地,2799,2万+,自营,https://item.jd.com/100007204361.html,(1.3万+),(40+),(40+),99%
海信（Hisense）冰箱小型家用 电冰箱三开门 205升节能省电 迷你 小户型租房优选办公室 BCD-205YK1FQ以旧换新,1099,20万+,自营,https://item.jd.com/100007742233.html,(15万+),(400+),(400+),99%
海信（Hisense）冰箱小型家用 电冰箱三开门 251升一级能效风冷无霜 节能租房用双变频BCD-251WYK1DPJ电脑控温,1799,2万+,"自营,新品,赠",https://item.jd.com/100043061287.html,(1.6万+),(90+),(90+),98%
海信（Hisense）冰箱小型家用 电冰箱三开门 251升一级能效风冷无霜 节能租房用双变频BCD-251WYK1DPJ电脑控温,1799,2万+,自营,https://item.jd.com/100043061287.html,(1.6万+),(90+),(90+),98%
海信（Hisense）冰箱小型家用 三开门电冰箱 220升 风冷无霜 节能省电 小户型宿舍BCD-220WYK1DQ中门变温软冷冻,1599,20万+,"自营,满1500-100",https://item.jd.com/100008029246.html,(15万+),(400+),(400+),99%
海信（Hisense）冰箱小型家用 三开门电冰箱 220升 风冷无霜 节能省电 小户型宿舍BCD-220WYK1DQ中门变温软冷冻,1599,20万+,自营,https://item.jd.com/100008029246.html,(15万+),(400+),(400+),99%
海信（Hisense）冰箱小型家用 三开门电冰箱 220升 节能省电低噪小户型宿舍用租房必备BCD-220D/Q中门软冷冻不占地,1199,20万+,自营,https://item.jd.com/4103841.html,(15万+),(400+),(400+),99%
海信（Hisense）食神系列冰箱四开门家用 超薄一级能效风冷无霜452升法式多门双变频净味BCD-452WNK1DPUJ全域净化,3799,2万+,"自营,满3500-300,赠",https://item.jd.com/100032842912.html,(1.3万+),(40+),(40+),99%
海信（Hisense）食神系列冰箱四开门十字双开门 一级能效 510升风冷无霜双变频除菌净味BCD-510WMK1DPJ全空间净化,3799,5000+,"自营,满3500-300,赠",https://item.jd.com/100041179341.html,(3400+),-1,-1,99%
海信（Hisense）食神系列冰箱四开门十字双开门463升电冰箱超薄一级能效嵌入式双变频BCD-463WMK1DPJ除菌净味,3099,5000+,"自营,满3000-300,赠",https://item.jd.com/100017670757.html,(3400+),-1,-1,99%
海信(Hisense)鲜域650升对开门冰箱双开门超大容量双变频一级能效家用电冰箱风冷无霜纤薄机身 BCD-650WFK1DPUQ大容量精细分储,3399,2000+,"自营,满3200-600",https://item.jd.com/10042992438090.html,(1000+),-1,-1,99%
海信（Hisense）小冰箱 小型家用 电冰箱 双门二门 177升迷你 节能省电小户型宿舍租房优选BCD-177F/Q以旧换新,999,20万+,自营,https://item.jd.com/3749552.html,(15万+),(400+),(400+),99%
海信（Hisense）小冰箱迷你 45升小型家用电冰箱 白色冰箱 一级能效 宿舍租房优选BC-45S/A微冻空间,499,1万+,自营,https://item.jd.com/100036475902.html,(2800+),(10+),(10+),98%
海信（Hisense）小冰箱小型家用电冰箱双门二门 风冷无霜 178升 节能低噪 小户型租房用BCD-178WVK1FQ以旧换新,1399,20万+,自营,https://item.jd.com/100025156053.html,(15万+),(400+),(400+),99%
航天民生 BCD-210CV 210升 卧式冰箱家用双门冰柜式 小型柜式 橱柜嵌入式矮电 酷金,2199,2000+,,https://item.jd.com/10554686372.html,(2200+),-9,-9,99%
华宝（HuaBao）小冰箱 冷藏冷冻冰箱小型家用小冰箱 租房宿舍双门电冰箱 一级能效 节能省电 76L拉丝银,468,2000+,自营,https://item.jd.com/100033134903.html,(1100+),-7,-7,96%
华凌239升 三门风冷免除霜一级能效双变频PT净味电脑控温智能NFC双循环电冰箱 家电智能BCD-239WTPZH,1799,1万+,自营,https://item.jd.com/100017563158.html,(7000+),(30+),(30+),99%
华凌471升对开门双开门家用超薄冰箱 一级能效双变频风冷无霜纤薄机身节能省电智能电BCD-471WKPZH,2199,2万+,"自营,每满2198-100",https://item.jd.com/100034965962.html,(2.2万+),(40+),(40+),99%
华凌549升白色对开门双开门家用超薄冰箱 一级能效双变频风冷无霜WiFi智能大容量BCD-549WKPZH,2299,2万+,自营,https://item.jd.com/100017797613.html,(2.2万+),(40+),(40+),99%
华凌冰箱 326升 法式多门 一级能效双变频 风冷无霜冰箱 节能保鲜净味 居家必备电 BCD-326WFPH,2199,2万+,"自营,每满2198-100",https://item.jd.com/100019889241.html,(2.2万+),(40+),(40+),99%
华凌冰箱175升双门两门家电冰箱小型家用 节能低音 二门双温 深冷速冻 家用冷冻冷藏 小 BCD-175CH,888,50万+,自营,https://item.jd.com/100002472431.html,(20万+),(800+),(800+),99%
华凌冰箱213升三门冰箱二级能效节能低音三门三温低温补偿冰箱小型家用冷冻冷藏小BCD-213TH,999,50万+,自营,https://item.jd.com/100035415234.html,(20万+),(800+),(800+),99%
华凌冰箱213升三门冰箱二级能效节能低音三门三温低温补偿家用冷冻冷藏小冰箱BCD-213TH BCD-213TH,999,2000+,,https://item.jd.com/10056377189816.html,(1400+),-2,-2,99%
惠而浦（Whirlpool）368升十字对开门冰箱 0度锁鲜舱 大容量囤货王超薄机身（极地银）BCD-368WMBWS 以旧换新,3499,2000+,"自营,赠",https://item.jd.com/100013453350.html,(1300+),-3,-3,98%
惠而浦（Whirlpool）370升冰箱 超薄十字对开四门冰箱 家用风冷无霜一级变频BCD-370WMBWT,3999,,"自营,赠",https://item.jd.com/100025439401.html,(100+),-1,-1,98%
京品家电博世（BOSCH）【灰阶十字分储】605升家用大容量变频一级能效对开四开门电无霜保鲜 KMF61A91TI 以旧换新,11099,1万+,"自营,每满1000-100,赠",https://item.jd.com/100021804539.html,(5700+),(30+),(30+),98%
京品家电海尔（Haier）646升智享系列一级能效对开门双开门家用电冰箱风冷无霜智能净味BCD-646WLHSS9EN9U1超大容量,4499,50万+,"自营,秒杀,赠",https://item.jd.com/100020375680.html,(40万+),(700+),(700+),99%
京品家电卡萨帝（Casarte）原石系列 475升 法式三门家用超薄冰箱 一级能效 风冷无霜变频 暮云黑 BCD-475WLCI369PA,6699,5万+,自营,https://item.jd.com/100015722332.html,(3.4万+),(40+),(40+),99%
京品家电美的（Midea）60厘米薄系列485升十字双开门四门超薄嵌入大容量家用智能一级变频BCD-485WSPZM(E)厨装一体,6499,2万+,"自营,品质认证,满5000-500",https://item.jd.com/100022219333.html,(2万+),(20+),(20+),99%
京品家电容声（Ronshen）【离子净味】456升变频一级能效法式多门四开门家用无霜超薄大容量BCD-456WD18MP母婴变温,3999,20万+,"自营,满3700-500,赠",https://item.jd.com/100017571347.html,(8.4万+),(200+),(200+),99%
京品家电西门子(SIEMENS) 630升精控恒鲜一级能效变频对开双开门家用冰箱大容量白色以旧换新630W(KX63EA20TI),10499,1万+,"自营,每满1000-100,赠",https://item.jd.com/100018400606.html,(6300+),-10,-10,99%
就近发货 新飞 160升两门冰箱双门HIPS高光环保内胆家用小型双门冰箱宿舍租房小巧不占地方 【实用】160升经济实用两门,799,,京东物流,https://item.jd.com/10044456734037.html,(100+),-1,-1,98%
就近发货 新飞(Frestec) 两门双门冰箱 家用办公省电节能低噪音 宿舍租房小冰箱 170升两门深灰色（BCD-170K2AT）,899,1000+,,https://item.jd.com/10042348335279.html,(500+),-3,-3,98%
卡萨帝（Casarte）418升原石冰极岩系列零距离自由嵌入式多门四门白色家用超薄一级电BCD-418WLCFDM4WYU1,8599,5万+,自营,https://item.jd.com/100037217913.html,(3.5万+),(40+),(40+),99%
卡萨帝（Casarte）542升原石冰极岩系列 对开门双开门家用超薄大容量电冰箱一级能效白色BCD-542WGCSSM9WYU1,7999,5万+,自营,https://item.jd.com/100037217915.html,(3.5万+),(40+),(40+),99%
卡萨帝（Casarte）600升原石冰极岩系列 对开门双开门家用超大容量电冰箱一级能效白色BCD-600WGCSSM7WYU1,8999,5万+,自营,https://item.jd.com/100037217917.html,(3.5万+),(40+),(40+),99%
卡萨帝（Casarte）纯白系列555升法式多门四门超大容量自由嵌入一级能效家用超薄皓月白色BCD-555WDGAU1,10999,2万+,自营,https://item.jd.com/100003386409.html,(1.2万+),(30+),(30+),99%
卡萨帝（Casarte）零距离自由嵌入式380升多门三门纯白色超薄零嵌一级能效无霜家用电BCD-380WLCI374WKU1,6999,500+,"自营,品质认证",https://item.jd.com/100033843203.html,(300+),-1,-1,99%
卡萨帝（Casarte）平嵌冰箱386升法式多门家用超薄电冰箱纯白收纳师一级能效无霜白色高端BCD-386WLCMDM4W1U1,9999,,"自营,品质认证",https://item.jd.com/100027691386.html,(100+),-1,-1,98%
卡萨帝（Casarte）原石系列 645升双开门对开门细胞级养鲜家用冰箱变频一级能效超大容量暮云黑BCD-645WVPAU1,8599,5万+,自营,https://item.jd.com/100013861838.html,(3.4万+),(40+),(40+),99%
卡萨帝（Casarte）原石系列455升法式多门四门自由嵌入式家用超薄一级能效大容量无霜变频BCD-455WVPAU1,8599,5万+,自营,https://item.jd.com/100011819806.html,(3.4万+),(40+),(40+),99%
卡萨帝（Casarte）原石系列635升四开门十字双开门冰箱 一级能效无霜变频家用三系统超大容量BCD-635WVPAU1,9499,5万+,自营,https://item.jd.com/100011816880.html,(3.5万+),(40+),(40+),99%
康佳（KONKA）102升小冰箱迷你双门 冷藏冷冻小型租房宿舍两门电冰箱 节能省电低噪BCD-102S网红,599,200万+,"自营,秒杀",https://item.jd.com/900616.html,(97万+),(8600+),(8600+),98%
康佳（KONKA）155升双门小冰箱 两天约一度电 小型宿舍租房家用 节能低噪电冰箱（白色）BCD-155C2GBU,789,200万+,自营,https://item.jd.com/6790737.html,(97万+),(8600+),(8600+),98%
康佳（KONKA）183升两门二门双门节能低音小型家用电冰箱 两天约一度电 迷你宿舍租房小巧不占地方BCD-183GB2SU,779,200万+,自营,https://item.jd.com/100025634254.html,(97万+),(8600+),(8600+),98%
康佳（KONKA）213升小冰箱 三门家用小型电冰箱 净味魔法盒 中门软冷冻 LED顶置光源 低温补偿BCD-213GQ3S,1048,200万+,"自营,秒杀",https://item.jd.com/100033152286.html,(97万+),(8600+),(8600+),98%
康佳（KONKA）259升一级能效双变频三门小型家用电冰箱风冷无霜离子除菌净味技术BCD-259WEGL3SP中门软冷冻,1799,10万+,自营,https://item.jd.com/100014988223.html,(4.2万+),(100+),(100+),98%
康佳（KONKA）288升 多门法式四门双开门家用电冰箱 节能低噪保鲜 分类存储水润鲜超薄系列BCD-288GY4S,1598,20万+,"自营,秒杀",https://item.jd.com/2311722.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）300升 多门法式四门双开门家用电冰箱超薄嵌入式节能低噪保鲜 水润鲜超薄系列BCD-300EGX4SU,1798,20万+,"自营,秒杀",https://item.jd.com/6162903.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）309升风冷无霜多门四开门电冰箱 超薄机身 三档变温母婴生鲜舱BCD-309WEGQ4S 除菌净味技术,1899,20万+,自营,https://item.jd.com/100027626500.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）370升薄壁对开门电冰箱 T型 风冷无霜 电脑温控宽幅变温节能保鲜 水润鲜超薄系列BCD-370WEGX6S,1799,20万+,自营,https://item.jd.com/100012921406.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）400升对开门电冰箱 电脑温控 60厘米超薄嵌入 低噪节能家用双开门大容量 BCD-400EGX5S,1699,20万+,自营,https://item.jd.com/6116667.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）409升十字四门双对开门电冰箱 高湿锁水 智能喷雾系统 第3代双密技术 全景式大冷藏BCD-409GQ4S,1699,20万+,自营,https://item.jd.com/100018059556.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）454升智能双变频一级能效风冷无霜除菌净味大容量对开双开门家用电45DW5PB,1899,10万+,自营,https://item.jd.com/100039846347.html,(4.2万+),(100+),(100+),98%
康佳（KONKA）455升智能双变频一级能效风冷无霜除菌净味超薄嵌入十字对开门四门电BCD-455WEGQ4SP晶钻灰,2499,,自营,https://item.jd.com/100021102101.html,(100+),-1,-1,98%
康佳（KONKA）460升一级能效双变频对开家用电冰箱风冷无霜除菌净味BCD-460WEGQ5SP,1899,15,,https://item.jd.com/10064301793784.html,-3,0,0,100%
康佳（KONKA）556升双变频一级能效十字对开门双开门四门电冰箱风冷无霜除菌净味BCD-556WEGQ4SP母婴专属空间,2599,10万+,自营,https://item.jd.com/100025634252.html,(4.2万+),(100+),(100+),98%
康佳（KONKA）602升超大容量养鲜冰箱对开门双开门风冷无霜家用电冰箱 D00+除菌净味 超薄机身BCD-602WEGY5S,1999,20万+,"自营,秒杀",https://item.jd.com/100039846345.html,(18万+),(1000+),(1000+),98%
康佳（KONKA）606升智能双变频一级能效风冷无霜除菌净味超大容量对开双开门家用电BCD-606WEGQ5SP晶钻灰,2199,10万+,自营,https://item.jd.com/100021102127.html,(4.2万+),(100+),(100+),98%
康佳（KONKA）京品家电 204L家用三门电冰箱 中门软冷冻 超薄嵌入式 租房宿舍小户型 以旧换新 BCD-204GB3S,1599,200+,"自营,秒杀,满1500-630",https://item.jd.com/10056381283552.html,(100+),0,0,98%
康佳（KONKA）京品家电 冰箱双开门460L对开门风冷无霜双变频1级超薄嵌入式16分钟净味以旧换新 5GW46JFB,2599,,"自营,秒杀,满2000-700",https://item.jd.com/10048624230865.html,(100+),-1,-1,98%
康佳（KONKA）京品家电 家用冰箱双开门风冷超薄可嵌入对开门大容量 16分钟急速净味 双变频一级能效 以旧换新 460L-变频1级（BCD-460WEGQ5SP）,2599,200+,满2000-600,https://item.jd.com/10036901172349.html,(90+),-1,-1,96%
康佳（KONKA）京品家电 家用冰箱双开门两门 净味电冰箱超薄可嵌入宿舍小型迷你租房小 以旧换新 180L（BCD-180GY2S）,1149,85,满500-250,https://item.jd.com/10062731423437.html,(20+),0,0,100%
康佳（KONKA）京品家电 家用冰箱双开门三门电冰箱 超薄可嵌入净味保鲜租房宿舍小户型 以旧换新 204L-白色（BCD-204GB3S）,1699,2000+,满1500-700,https://item.jd.com/10037089969586.html,(500+),-6,-6,98%
康佳（KONKA）京品家电 家用冰箱双开门三门电冰箱 超薄可嵌入净味保鲜租房宿舍小户型 以旧换新 213L-净味（BCD-213GQ3S）,1798,2000+,"秒杀,免邮,满1500-820",https://item.jd.com/10026067132208.html,(500+),-6,-6,98%
