商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
拍拍【准新机】松下（Panasonic）8L自动除湿机干衣家用除湿地下室办公室卧室抽湿F-C16YCR,1099,22,,,https://item.jd.com/10034421529596.html,(300+),-5,-5,96%
奥克斯（AUX）KDY10-01W除湿机家用卧室小型空气吸湿器地下室工业抽湿大功率干燥机【企业专享】,498,200+,,"自营,厂商配送,限1000件",https://item.jd.com/100010346691.html,(30+),-2,-2,94%
志高（CHIGO） 除湿机 家用抽湿机除湿器 卧室地下室干燥机 吸湿去湿除潮防潮小型抽湿神器 【湿度设定+LED触屏+香薰】遥控旗舰款,269,1万+,,,https://item.jd.com/10049216439709.html,(2200+),(20+),(20+),97%
奥克斯（AUX）奥克斯（AUX） 除湿机家用卧室去湿器吸湿干燥除潮防潮小型抽湿神器地下室KDY-DZ03 白色,359,65,,"自营,满300-50",https://item.jd.com/10044223115684.html,(10+),0,0,93%
欧井（Eurgeen）除湿机/抽湿机/APP手机遥控 除湿量65升/天 纳米净化 别墅地下室工业 OJ-652E,3311,2000+,,"自营,1件9折",https://item.jd.com/6302968.html,(3100+),-6,-6,99%
浦力适（PUREST） 除湿机 家用抽湿机 大除湿量每日可达20L除潮空气 干衣机 智能互联 X22 云清系列升级版22L京东小家,1188,1000+,,"京东物流,放心购,免邮",https://item.jd.com/10044787534088.html,(300+),0,0,100%
格力（GREE） 除湿机家用客厅卧室静音祛味除潮湿气抽湿机 室内空气净化吸湿器干燥机 DH12EN（12L日量+小巧便携 急速）,888,100+,,"京东物流,免邮",https://item.jd.com/10029720622199.html,(10+),0,0,100%
百奥（PARKOO） 百奥（PARKOO）除湿机/抽湿机/干衣 60升/天量 家用地下室复式别墅商用 工业吸湿PD601C,2200,500+,,"自营,1件9折",https://item.jd.com/100025079061.html,(100+),-1,-1,99%
海信（Hisense）海信（Hisense） 除湿机抽湿机除湿器 50升每天适用150平家用地下室商用工业抽湿吸湿 CF50BD/Q,1899,1000+,,"自营,每满1898-200",https://item.jd.com/10024471127261.html,(300+),-2,-2,98%
伊岛（Ishima） 除湿机抽湿机家用空气除湿器吸湿器去湿机干燥机室内轻音家庭除潮浴室卧室除菌D15 13升/天 强劲,799,500+,,"京东物流,满639-90",https://item.jd.com/70505775331.html,(100+),-1,-1,99%
格力（GREE） 除湿机家用迷你衣柜卧室电子半导体除湿器地下室吸去湿抽湿机日量0.3L/天 【适用面积2㎡以下】衣柜DH03PAA1A,438,75,,"京东物流,放心购,免邮",https://item.jd.com/10043399077573.html,(10+),0,0,100%
海尔（Haier） 除湿机家用室内卧室地下室除湿器卫生间去湿机吸湿轻音低躁空气干燥机量12升/日 触控版 CF12-PS1,599,13,,京东物流,https://item.jd.com/10058070464086.html,-1,0,0,100%
苏泊尔（SUPOR）除湿机/抽湿机 除湿量20升/天 家用轻音地下室干衣回南天干燥机 白色,1399,0,,"自营,新品,每满1399-200",https://item.jd.com/10067922263465.html,0,0,0,100%
多乐信除湿机/60升/天 松下压缩机APP手机控制,1977,5000+,,自营,https://item.jd.com/100015550009.html,(1800+),(10+),(10+),98%
戴旗 DYFLAG除湿机家用卧室吸湿器室内除湿器干燥除潮抽湿机去湿器便携式干燥机DQ-C01 墨竹绿,249,2万+,,"京东物流,免邮,券249-70",https://item.jd.com/10031825267594.html,(500+),-4,-4,98%
线下同款美的（Midea） 除湿机抽湿机除湿器家用工业大功率卧室地下室档案室吸湿负离子除菌小海绵除湿机 12L家用降噪干衣（20m2内）,599,1000+,,满599-30,https://item.jd.com/10059494035718.html,(1400+),0,0,99%
荣事达（Royalstar）荣事达除湿机家用卧室吸湿除潮室内干衣抽湿去湿器小型防潮神器 小款白色-单核【净化款】,159,0,,"免邮,券199-10,满299-10,赠",https://item.jd.com/10067437357038.html,0,0,0,100%
线下同款美的（Midea） 除湿机家用抽湿机地下室去潮干燥机吸湿器12升18升30升47升 12L家用款 24-40平,599,1000+,,,https://item.jd.com/10033439676598.html,(300+),-1,-1,98%
海尔（Haier） 紫外线杀菌除湿机/抽湿机 适用30-85平方米 家用卧室地下室 静音WIFI智能 小海绵 DE12A,999,5000+,,"京东物流,放心购,免邮,每满999-200",https://item.jd.com/25875691502.html,(3300+),(10+),(10+),99%
志高（CHIGO）除湿机 工业商用抽湿机 60升/天 仓库地下室别墅工业商业大功率 60L【适用100-200平方】,2399,2000+,,,https://item.jd.com/10068219148659.html,(300+),-3,-3,98%
志高（CHIGO） 除湿机抽湿机 家用地下室用除湿量12升/天 负离子净化干衣机除湿器 12L-大水箱+负离子净化【高配款】,699,2000+,,"京东物流,免邮,每满600-60",https://item.jd.com/10045596715809.html,(600+),-3,-3,98%
海信（Hisense）海信（Hisense）50升除湿机抽湿机除湿器适用150平家用地下室商用工业抽湿吸湿 wifi版,1999,100+,,"自营,每满1999-200",https://item.jd.com/10051966526567.html,(20+),-1,-1,96%
AIRPLUS美国艾普莱斯除湿机/抽湿机 12L/天 家用轻音卧室办公室吸湿器地下室干燥机 AP12-602EE,669,200+,,"券300-30,满660-80",https://item.jd.com/10037315444133.html,(60+),-2,-2,96%
一觅干衣机小型烘衣机家用除湿机差旅宿舍干衣神器 快速干衣母婴便携可折叠k18,199,200+,,,https://item.jd.com/100045848131.html,(200+),-1,-1,99%
夏菲特除湿机抽湿机除湿量50L家用净化吸湿器地下室大功率干衣机 白色12L,999,0,,券999-200,https://item.jd.com/10067985716778.html,0,0,0,100%
湿美（MSSHIMEI） 除湿机家用抽湿机 除湿量 家用轻音吸湿器别墅地下室干燥机干衣净化 除潮空气 12L除湿机,699,2万+,,,https://item.jd.com/10055718763069.html,(2.3万+),-1,-1,99%
志高（CHIGO） 除湿机家用抽湿机 便携式小户型卧室地下室内吸湿神器干燥机 轻音低噪低功率宿舍可用 家用-标配版,159,10,,"免邮,每满157-30,赠",https://item.jd.com/10059176082064.html,0,0,0,100%
格力（GREE） DH20EF除湿机智能抽湿机家用干衣防潮吸湿器卧室书房地下室干燥机20升日量,2280,55,,"京东物流,放心购,免邮,",https://item.jd.com/10119733119.html,(40+),-2,-2,96%
奥克斯（AUX）KDY10-02N除湿机家用卧室小型空气吸湿器地下室工业抽湿大功率干燥机【企业专享】,529,78,,"自营,厂商配送,限1000件",https://item.jd.com/100018428030.html,(10+),0,0,100%
海尔（Haier） 新款上市除湿机/抽湿机/除湿器除湿量22升/天 家用卧室静音地下室干衣净化 DE16J,1299,2000+,,券1299-400,https://item.jd.com/10049340668805.html,(500+),-5,-5,98%
米家 小米除螨仪家用手持除螨机 床上去螨虫 UV-C杀菌除螨虫 大吸力热风除湿MJCMY01DY,169,50万+,,自营,https://item.jd.com/100015623856.html,(12万+),(1000+),(1000+),98%
Bures（百而思）除湿机家用抽湿机吸湿器小型室内空气除潮去湿器小空间房间低噪吸潮机智能干燥机小米白 升级款,399,500+,,,https://item.jd.com/10052451699482.html,(200+),0,0,100%
格力（GREE） 除湿机家用抽湿机卧室地下室轻音干衣吸去除湿器12升 /天适用2-20㎡DH12EN,888,5000+,,"放心购,免邮",https://item.jd.com/45806625450.html,(1600+),(10+),(10+),98%
海尔（Haier） 除湿机/抽湿机 除湿量30升/天 家用轻音 净化吸湿器地下室档案室干燥机 干衣机 DE30J,1499,100+,,"京东物流,放心购,免邮,",https://item.jd.com/10054094581992.html,(40+),0,0,97%
格力（GREE）除湿机40L除湿器家用低噪地下室 工业大面积去湿机 新升级款 DH40EF【企业专享】,2780,68,,"自营,厂商配送",https://item.jd.com/100025019024.html,-10,0,0,100%
爱心东东除湿空气净化器一体机室内干燥抽湿机宿舍卧室干燥机回南天宸焕 标准-双层活性碳针对除灰尘、雅,98,9,,,https://item.jd.com/10055538864630.html,-1,0,0,100%
德业（Deye） 除湿机/抽湿机 除湿/干衣/净化三合一 家用别墅地下室空气净化除湿器 DYD- U20A3白色【米家智联版】,1888,200+,,"京东物流,放心购,免邮,",https://item.jd.com/70859778084.html,(70+),-1,-1,97%
格力（GREE） 除潮除湿机家用 轻音抽湿机 干燥机 wifi智能室内干衣空气净化除湿器卧室去湿机 DH25EPA1C,2780,100+,,自营,https://item.jd.com/10047710727175.html,(20+),0,0,100%
格力（GREE） 除湿机/抽湿机家用抽湿器卧室办公室地下室轻音干衣机除湿器12升/天DH12EN,888,100+,,"京东物流,放心购,免邮",https://item.jd.com/55007584320.html,(10+),-1,-1,95%
美的（Midea） 除湿机除湿器12L/天 抽湿器卧室干衣机 轻音干燥烘干大平层 地下室家用吸湿 12L-家用性价比优选（25平内）,649,2万+,,"免邮,满649-50,赠",https://item.jd.com/10063284547189.html,(2800+),(20+),(20+),98%
hysure 家用除湿机迷你衣橱衣柜家用充电式除湿器钢琴除湿机防潮防霉吸湿 套装（复原底座+条）,149,1000+,,"京东物流,放心购,每满149-30",https://item.jd.com/10021062791699.html,(300+),-5,-5,98%
格力（GREE） 除湿机抽湿机除湿器家用低噪卧室祛湿机吸湿除潮器20升 DH20EH,1880,500+,,自营,https://item.jd.com/62040175769.html,(200+),0,0,98%
樱之花吸湿器400ml*6 家用除湿袋吸湿盒衣柜干燥剂除湿机抽湿防霉防潮包吸潮盒,34.9,5万+,,"自营,券99-10,2件9.5折",https://item.jd.com/100025774974.html,(1.3万+),(40+),(40+),99%
【小米有品】除湿机家用抽湿机吸湿器小型室内空气除潮机干燥机,399,500+,,自营,https://item.jd.com/10054195336178.html,(100+),-1,-1,98%
志高（CHIGO） 除湿机家用抽湿机12升/天卧室地下室净化干衣机除湿器 20L【适用180方】,929,500+,,免邮,https://item.jd.com/10045681318678.html,(90+),0,0,100%
松井（SONGJING）除湿机/抽湿机 除湿器55升/天 双面高速除湿 APP手机智控 家用工作室别墅地下室工业吸湿,1999,2000+,,自营,https://item.jd.com/100000327763.html,(2200+),-6,-6,99%
松下（Panasonic） 除湿机家用轻音干衣抽湿机办公室吸湿卧室除湿器抽湿器 F-10C3YC-X,1999,5000+,,"免邮,每满1900-300",https://item.jd.com/1664662575.html,(3500+),(10+),(10+),98%
松下（Panasonic） 除湿机家用卧室抽湿机办公室地下室别墅工业轻音大功率干衣吸湿干燥机防潮 F-YCJ10C-W,1979,200+,,"京东物流,免邮,券3000-300,,",https://item.jd.com/27025712207.html,(70+),-2,-2,95%
百奥（PARKOO） 除湿机抽湿机家用30-120㎡轻音吸湿器地下室别墅商用卧室除湿器PD253D,1380,100+,,"免邮,券1000-30,每满200-30",https://item.jd.com/60900765078.html,(70+),0,0,100%
湿美（MSSHIMEI）耐高温除湿机适用:200~220㎡工业抽湿机专用高温环境干燥机MS-08EX,6800,0,,,https://item.jd.com/10045655266423.html,0,0,0,100%
松井（SONGJING） 松井除湿机家用轻音卧室抽湿宿舍书房小型地下室吸湿器干燥机SJ-125E 白色,718,200+,,"免邮,券710-130",https://item.jd.com/10047699407350.html,(50+),0,0,100%
奥克斯(AUX)除湿机家用抽湿机卧室地下室小型除湿器吸湿除潮干燥机神器KDY-DZ01 白色,239,500+,,"放心购,免邮",https://item.jd.com/68457576676.html,(60+),-1,-1,94%
南极人烘鞋器干鞋器成人家庭家用雨天除臭杀菌除湿儿童学生伸缩定时冬季暖鞋成人烤鞋器鞋子烘干 成人标准款-烘干除臭-白色,19.9,5000+,,免邮,https://item.jd.com/10035978877402.html,(1400+),(50+),(50+),93%
志高（CHIGO） 除湿机家用静音抽湿器商用大功率小型卧室内防潮工业吸湿 12L-清音,699,500+,,"免邮,满600-50",https://item.jd.com/10044413250046.html,(40+),0,0,100%
莱克（LEXY） D7智能除湿机家用卧室空气净化除湿器大功率地下室除潮吸湿器 D7-景致:尊享版,7999,21,,"免邮,满6999-2000",https://item.jd.com/10047090561131.html,-5,0,0,100%
戴旗 DYFLAG除湿机家用卧室吸湿器室内除湿器干燥除潮抽湿机去湿器便携式干燥机DQ-C01 清新绿,249,1万+,,"京东物流,免邮,券149-15,满200-30",https://item.jd.com/10034493663335.html,(1.3万+),-2,-2,99%
奥克斯（AUX） 奥克斯(AUX)除湿机家用卧室抽湿机空气防潮干衣干燥机 KDY-DZ05B,329,500+,,"放心购,免邮,券319-50",https://item.jd.com/10052985953949.html,(200+),-3,-3,99%
三菱（MITSUBISHI） 三菱电机除湿机家用日本原装进口抽湿机抽湿器卧室除湿器干衣吸湿去湿 MJ-E140AR-C,7680,2000+,,"免邮,每满7600-1300",https://item.jd.com/10024329791886.html,(300+),0,0,99%
除湿机家用去潮湿神器抽湿机卧室宿舍静音防霉防潮湿干燥机荣事达 迷你款白色单核(无遥控),139,0,,"免邮,券199-10,满299-10,赠",https://item.jd.com/10067378720029.html,0,0,0,100%
美的（Midea）除湿机/抽湿机 除湿量18升/天 家用轻音吸湿器 地下室干衣除湿器干燥机 智能控湿 CF18BD/N7-DF3,949,26,,免邮,https://item.jd.com/10057275257727.html,-5,0,0,100%
志高（CHIGO） 除湿机家用静音抽湿器商用大功率小型卧室内防潮工业吸湿 白色-12L/D,598,500+,,"免邮,满500-40",https://item.jd.com/10040015852214.html,(40+),0,0,100%
Jessga家用除湿机室内防潮专用地下室抽湿机卧室吸湿器空气干燥机小型辅助干衣,329,0,,"免邮,满300-100",https://item.jd.com/10068269650105.html,0,0,0,100%
飞利浦（PHILIPS）除湿机/抽湿机 除湿量30L/天 适用面积63㎡ 智能数显低噪除湿器 一键干衣 定制香薰 DE3203,1899,200+,,自营,https://item.jd.com/100018283548.html,(30+),0,0,100%
格力（GREE） 大功率工业除湿机家用WiFi智能控制抽湿机卧室地下室轻音吸去50-60升/天 50L【70-120㎡】DH50EI-无Wifi,2980,1万+,,"京东物流,免邮",https://item.jd.com/33258684563.html,(3600+),(10+),(10+),98%
海尔（Haier） 新款上市除湿机/抽湿机/除湿器除湿量22升/天 家用卧室静音地下室干衣净化 DE22J,1499,2000+,,券1499-380,https://item.jd.com/10049318735525.html,(500+),-5,-5,98%
格力（GREE） 除湿机家用客厅卧室静音祛味除潮湿气抽湿机 室内空气净化吸湿器干燥机 DH12EN（12L日除湿量+小巧便携 急速除湿）,888,100+,,,https://item.jd.com/10029720622199.html,(10+),0,0,100%
JHS 除湿机家用 卧室干燥机 抽湿器家用 干衣除湿器 轻音吸湿器 金鸿盛抽湿机 日量【12L】,489,100+,,,https://item.jd.com/10043896754748.html,(40+),0,0,100%
夏菲特除湿机家用吸湿室内静音抽湿机地下室仓库大面积干燥去湿器 白色,1499,0,,券999-200,https://item.jd.com/10067792020874.html,0,0,0,100%
美菱（MeiLing）美菱（MeiLing）美菱（MeiLing） 除湿机家用静音抽湿干燥器吸湿工业大功率地下室除潮室内干衣 MD-16F（10L/D量）,599,33,,免邮,https://item.jd.com/10066953209381.html,-5,0,0,100%
多乐信（DOROSIN） 除湿机/抽湿机除湿量21升/天 家用轻音卧室地下室除湿器ER-620E 21L/D家用优选,1199,1000+,,"放心购,免邮,每满1199-200",https://item.jd.com/11264391757.html,(600+),-2,-2,99%
樱之花吸湿器650ml*6 防霉家用除湿袋吸湿盒我是衣柜衣橱衣物干燥剂除湿机抽湿防潮包吸潮盒防翻漏水锁水,50.9,5万+,,"自营,券119-20,2件9.5折",https://item.jd.com/100004977047.html,(1.3万+),(40+),(40+),99%
美的（Midea） 除湿机/抽湿机12L/18L/20升/30L/50L小方物家用地下室卧室干衣净化 18L【20-40㎡】,999,1000+,,免邮,https://item.jd.com/10045657349144.html,(200+),-4,-4,97%
志高（CHIGO） 除湿机 家用抽湿机卧室地下室迷你除湿器吸湿去湿干燥机 【负离子净化+UV紫外线+香薰】,249,5,,免邮,https://item.jd.com/10063232614959.html,0,0,0,100%
美的（Midea） 家用大容量除湿机抽湿机快速除湿器别墅地下室商用吸湿器30升/天 CF30BD/N7-DP4,1499,0,,免邮,https://item.jd.com/10061535070169.html,0,0,0,100%
爱丽思（IRIS）爱丽思家用静音除湿机干衣抽湿机卧室地下室空气净化吸潮 蓝色,1108,1000+,,"免邮,券700-160,每满300-30,赠",https://item.jd.com/10050508542361.html,(100+),-1,-1,95%
松下（Panasonic） 除湿机 广角出风可干衣 家用低音抽湿机除湿器可外接水管 可日17L F-YCJ17C-X,2699,100+,,京东物流,https://item.jd.com/65136118118.html,(40+),0,0,97%
伊岛（Ishima） 除湿机抽湿机家用空气除湿器吸湿器去湿机干燥机室内轻音家庭除潮浴室卧室除菌D15 13升/天 强劲除湿,799,500+,,,https://item.jd.com/70505775331.html,(100+),-1,-1,99%
美的（Midea）除湿机/抽湿机 18L 家用地下室干衣净化吸湿器 18升/天 适用33~48㎡ CF18BD/N7-DF3,999,100+,,"自营,厂商配送",https://item.jd.com/100024155520.html,(10+),0,0,100%
欧井除湿机家用抽湿机泵压自动向上排水50升别墅地下室大户型吸湿器 OJ-501E强劲,2499,500+,,"自营,券2000-100,每满2490-310",https://item.jd.com/10041788164206.html,(100+),0,0,100%
奥克斯除湿机家用卧室去湿器吸湿干燥除潮防潮小型抽湿神器地下室. 白+金,289,200+,,免邮,https://item.jd.com/10052671434116.html,(40+),-1,-1,95%
海尔 除湿机家用抽湿机地下室去湿机回南天卧室静音吸潮空气干燥器 白色,729,1,,"券729-100,满200-30",https://item.jd.com/10055892805933.html,0,0,0,100%
康佳（KONKA） 除湿机 家用抽湿机除湿器卧室去湿器吸湿干燥除潮防潮小型抽湿神器 地下室干燥机 定时预约 | 负离子净化 | 量12L,999,1,,自营,https://item.jd.com/10062600704163.html,-1,0,0,100%
三菱（MITSUBISHI） MJ-E80CF-C除湿机家用静音日本原装进口抽湿器卧室干衣除湿器,5880,1000+,,,https://item.jd.com/1715573537.html,(500+),-1,-1,99%
志高（CHIGO） 除湿机抽湿机 家用地下室用除湿量12升/天 负离子净化干衣机除湿器 12L-6小时1度电【标配款】,639,2000+,,"京东物流,免邮,每满590-40",https://item.jd.com/10028578612101.html,(600+),-3,-3,98%
德业（Deye） 家用除湿机抽湿机 工业别墅地下室客厅卧室APP吸湿干衣器TM208FC,1299,500+,,免邮,https://item.jd.com/10782841717.html,(100+),-1,-1,99%
Jessga除湿抽湿机家用卧室轻音去湿机地下室小空间干衣吸湿器 除湿+空气净化,419,2000+,,"券300-50,满200-30",https://item.jd.com/10055047593042.html,(300+),-8,-8,94%
亚都（YADU）除湿机C8101BGW抽湿机家用吸湿器地下室干燥抽湿器,1699,0,,"自营,厂商配送",https://item.jd.com/100042438080.html,0,0,0,100%
美资森美（MEIZISENMEI） 低温除湿机冷库抽湿器医药食品仓库除湿机0℃不结冰DWHK900B DWHK5156BE,3499,39,,"免邮,券6000-300",https://item.jd.com/10045400060620.html,-9,0,0,100%
湿腾 ST-8138C 除湿机/抽湿机 138升/天200平适用 工业商用大功率地下室别墅仓库吸湿器,2780,100+,,,https://item.jd.com/37236780403.html,(50+),0,0,100%
志高（CHIGO） 除湿机 家用抽湿机卧室地下室迷你除湿器吸湿去湿干燥机 【湿度设定+LED触屏+香薰】遥控升级款,299,0,,免邮,https://item.jd.com/10063232580281.html,0,0,0,100%
苏泊尔（SUPOR ）便携干衣机小型烘衣机家用除湿机烘干出差宿舍干衣神器快速干衣便携可折叠 浅蓝色,199,2000+,,"京东物流,闪购,满199-10",https://item.jd.com/10047869528414.html,(300+),-5,-5,98%
奥克斯（AUX） 奥克斯除湿机家用抽湿机卧室地下室小型除湿器吸湿去湿除潮干燥机 白+黑(DZ04) 默认1,311,8,,满200-5,https://item.jd.com/10055501748361.html,-1,0,0,100%
hysure除湿机家用卧室宿舍大水箱抽湿机回南天地下室迷你除湿器轻音吸湿器 白色旗舰款,489,7,,"放心购,新品,每满200-30",https://item.jd.com/10068044780769.html,-7,0,0,100%
斗禾 （DOUHE）除湿机家用小型抽湿机卧室迷你除湿器干燥机除潮吸湿机便携式 青竹绿,249,500+,,"放心购,免邮,满230-30",https://item.jd.com/10026459447670.html,(100+),-1,-1,99%
志高（CHIGO） 除湿机家用抽湿机卧室地下室迷你除湿器吸湿去湿干燥机【负离子净化UV紫外线 升级款,299,16,,"免邮,满229-20",https://item.jd.com/10044407957464.html,0,0,0,100%
松下（Panasonic）除湿机 抽湿机家用除湿器 卧室地下室抽湿器 吸湿去湿室内防潮专用干燥机轻音智能净化干衣机 8L-节能轻音款（建议使用面积：20㎡）,3000,12,,"新品,免邮,满3000-1901,赠",https://item.jd.com/10068048159889.html,(10+),0,0,100%
欧井除湿机工业级大功率抽湿机商用地下室别墅仓库车间库吸湿器 OJ-1512E,2399,2000+,,"自营,每满2390-400",https://item.jd.com/10030939953187.html,(300+),-2,-2,98%
格力（GREE） 除湿机家用抽湿机卧室静音干衣除湿器12升/天适用20-50㎡DH12EN,998,73,,"京东物流,每满900-110",https://item.jd.com/10037331300339.html,(10+),0,0,93%
【精选优品】家用除湿机抽湿机别墅家用地下室商用除湿器小型 S5.mini【15-20平方侧卧/书房/浴室】,698,6,,券500-200,https://item.jd.com/10067950461785.html,-6,0,0,100%
三菱（MITSUBISHI） MJ-E100BF-C 除湿机家用抽湿机日本原装进口除湿器抽湿器干衣,6280,200+,,,https://item.jd.com/1715603012.html,(100+),-3,-3,96%
志高（CHIGO） 除湿机 家用抽湿机整屋除湿卧室地下室净化干衣机除湿器 智能款20L【手机APP操控+负离子净化】,1099,200+,,"免邮,每满1000-100",https://item.jd.com/10049230009315.html,(30+),0,0,100%
苏泊尔 (SUPOR ) 除湿机 家用轻音卧室客厅大功率抽湿器 地下室干燥机 多功能干衣 白色,1099,9,,"京东物流,放心购,新品,",https://item.jd.com/10066960162329.html,-2,0,0,100%
扬子 烘鞋器家用杀菌除臭干鞋器烤鞋器鞋子烘干机冬季除湿除味烘干器暖鞋机成人学生儿童宝宝干燥 普通触摸款,59.9,2000+,,免邮,https://item.jd.com/10061550795257.html,(300+),-5,-5,96%
荣事达（Royalstar） 除湿机/抽湿机除湿量12升/天家用卧室吸湿器地下室干燥机干衣净化 12L【压缩高效】,559,500+,,,https://item.jd.com/10061652171711.html,(700+),0,0,100%
格力（GREE）除湿机家用 抽湿机 客厅地下室除湿器 小型干燥吸湿器 【轻便低噪款】12升适用小卧室,958,2000+,,"京东物流,免邮,每满958-70",https://item.jd.com/54324278443.html,(900+),-2,-2,99%
JHS 除湿机/抽湿机 家用静音智能除湿器 地下室压缩机式除潮机 辅助净化干衣吸湿干燥机 （12L）WiFi款,649,2万+,,"京东物流,放心购,免邮",https://item.jd.com/10042674465182.html,(2.7万+),(300+),(300+),97%
多乐信（DOROSIN）除湿机/抽湿机 100-300平方 仓库车间地下室别墅工业商业大功率HD-1386C,2410,5000+,,"自营,1件9折",https://item.jd.com/100030863168.html,(900+),-3,-3,98%
雅迎家用型除湿机卧室地下室内吸湿干燥除潮抽湿去湿防潮湿神器芯园雅迎 普通款,117,1,,,https://item.jd.com/10043122391365.html,0,0,0,100%
PHILIPS飞利浦 除湿机/抽湿机 除湿量30L/天 智能数显轻音 万向轮 一键干衣客厅卧室地下室 DE3203/00,1899,41,,自营,https://item.jd.com/100027341553.html,-10,0,0,100%
奥克斯（AUX） 除湿机/抽湿机 除湿量10升/天 适用面积25-80㎡家用地下室净化干衣压缩机款,599,500+,,"京东物流,免邮,券599-70",https://item.jd.com/71768296519.html,(100+),-2,-2,97%
格力（GREE） 除湿机家用抽湿机卧室地下室轻音干衣吸去除湿器12升 /天适用2-20㎡DH12EN,888,5000+,,放心购,https://item.jd.com/45806625450.html,(1600+),(10+),(10+),98%
奥克斯AUX除湿机家用抽湿机卧室地下室小型除湿器去湿除潮干燥机智能恒温除湿机DZ04 白色DZ04 家用除湿机,328,14,,新品,https://item.jd.com/10065762248221.html,-2,0,0,100%
松下（Panasonic） 除湿机家用地下室 雨季除潮低噪静音卧室办公室抽湿机 干衣机吸湿干燥除湿机 F-10C3YC-X 日10L,1969,54,,满999-270,https://item.jd.com/10044871085132.html,(10+),0,0,100%
格力（GREE） 除湿机吸湿器家用抽湿机卧室地下室工业除湿器50L天抽湿器 DH50EM,3180,87,,"京东物流,每满3180-200",https://item.jd.com/10041350769260.html,(10+),0,0,100%
戴旗 DYFLAG除湿机家用卧室吸湿器室内除湿器干燥除潮抽湿机去湿器便携式干燥机DQ-C01 天空蓝,249,1万+,,"京东物流,免邮,券149-15,满200-30",https://item.jd.com/10034493663336.html,(1.3万+),-2,-2,99%
JHS 除湿机地下室家用抽湿机12L/天吸湿量 卧室除湿器抽湿干燥机净化干衣WIFI款 智能wifi 款,599,1000+,,"京东物流,放心购,免邮",https://item.jd.com/21461110943.html,(1200+),-3,-3,99%
松下（Panasonic）除湿机 抽湿机家用除湿器 卧室地下室抽湿器 吸湿去湿室内防潮专用干燥机轻音智能净化干衣机 8L-节能轻音款（建议使用面积：20㎡）,3000,12,,,https://item.jd.com/10068048159889.html,(10+),0,0,100%
拍拍【尾货机】志高除湿机家用卧室抽湿工业地下室大功率静音除潮湿吸湿器干燥机【品质家电】 白色升级款,1379,7,,,https://item.jd.com/10042027282480.html,(10+),0,0,100%
德诺达（DENODA）除湿机/抽湿机 适用150m2 除湿量60升/天 家用地下室别墅复式工商业吸湿 DP600A,1780,19,,自营,https://item.jd.com/100045798987.html,-7,0,0,100%
海说（hysure） 除湿机家用卧室宿舍大水箱抽湿机回南天地下室迷你除湿器桌面轻音吸湿1.4L,169,2,,,https://item.jd.com/10059669186531.html,0,0,0,100%
松下（Panasonic） 除湿机抽湿机 家用卧室地下室便捷干燥机 轻音吸湿器空气干燥机 F-C16YCR 量8L/D 2L水箱,1699,0,,满1000-400,https://item.jd.com/10059668245349.html,0,0,0,100%
美的（Midea） 除湿机抽湿机除湿量12升/天 家用50㎡以下适用吸湿器除湿器干衣净化 wifi CF12BD/DQ1,1099,5,,,https://item.jd.com/10042589413684.html,-5,0,0,100%
志高（CHIGO）除湿机家用抽湿器 干衣抽湿机日除湿量20L 卧室客厅地下室工业去湿除霉除菌干燥机 升级款【手机APP+负离子净化】,1099,5000+,,放心购,https://item.jd.com/10066604046888.html,(400+),-2,-2,99%
志高（CHIGO）除湿机家用抽湿机20升- 卧室地下室净化干衣机除湿器 全屋干爽除湿 ZG-FD2060【厂直】,899,10,,自营,https://item.jd.com/100047247581.html,-1,0,0,100%
扬子 烘鞋器家用除臭杀菌秋冬暖鞋除湿成人专用烤鞋干鞋神器恒温速热不伤鞋 普通款【恒温速热】,19.9,31,,,https://item.jd.com/10061624937256.html,-2,0,0,100%
德业（Deye） 有品米家APP德业家用除湿机轻音卧室 抽湿机地下室 净化除甲醛除湿器U20A3,1888,100+,,每满1800-200,https://item.jd.com/29769460391.html,(30+),0,0,100%
安润仕 工业除湿机大功率抽湿机300㎡-500㎡档案室配电地下室仓库车间大面积 192L【300-380㎡适用】,3999,13,,,https://item.jd.com/10054868335034.html,-4,0,0,100%
TCL 除湿机家用干衣机抽湿机100平米整屋除湿卧室地下室仓库轻音净化除湿器 2023升级款 16L 大量款,1199,1000+,,"京东物流,放心购,券300-30,",https://item.jd.com/10044916104357.html,(300+),-3,-3,99%
志高（CHIGO）除湿机/抽湿机 除湿量12升/天 家用轻音除湿器地下室吸湿器干燥机干衣机负离子净化 12L-旗舰款【负离子净化+全屋除湿】,599,1万+,,,https://item.jd.com/10068241193209.html,(600+),-4,-4,98%
美资森美（MEIZISENMEI） 新风除湿机抽湿一体机中央吊顶管道器家用商用地下室防霾除潮抽湿 RHXF700D,17800,0,,自营,https://item.jd.com/100029122459.html,0,0,0,100%
湿美（MSSHIMEI） 工业除湿机商用工厂车间 /仓库大功率除湿抽湿机地下室 60L白色APP款【推荐200平内使用】,1699,5000+,,,https://item.jd.com/10062331346554.html,(4100+),-6,-6,99%
扬子（YANGZI）除湿机CS10E家用客厅轻音除湿器卧室干衣抽湿机吸湿干燥机智能满水断电,229,5000+,,每满200-20,https://item.jd.com/31985413009.html,(1000+),(10+),(10+),97%
