商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
TCL雷鸟 75鹏6 75英寸4K超薄全面屏 120Hz高刷模式3+32G USB3.0 智慧屏液晶以旧换新75S365C PRO,3699,20万+,,"自营,厂商配送,新品,券3000-100,",https://item.jd.com/100040631128.html,(9.5万+),(500+),(500+),98%
FFALCON雷鸟电视 游戏电视65英寸鹤6Pro 120Hz高刷 HDMI2.1 智慧屏 智能液晶机以旧换新65S545C Pro,3899,1万+,,自营,https://item.jd.com/100038090775.html,(3800+),(10+),(10+),99%
松下（Panasonic）臻品50英寸 4K超清全面屏2+32G双频5GWi-Fi 支持HDR10教育机 TH-50LX580C 以旧换新,2299,1000+,,"自营,赠",https://item.jd.com/100023162307.html,(300+),-8,-8,96%
先科（SAST）4K超薄超高清防蓝光家用老人智能液晶电视机创新维度智慧语音杜比音效会议投屏平板 【21】英寸 液晶机（超清版） 全国联,348,1万+,,"限999件,赠",https://item.jd.com/10039552817948.html,(3000+),(10+),(10+),98%
先科（SAST）4K超薄超高清家用老人智能网络液晶电视机智慧语音广色域会议投屏平板防爆防蓝光平板 【19】英寸 高清液晶（版）,278,5000+,,"限999件,赠",https://item.jd.com/10039234901485.html,(1400+),-4,-4,98%
松下（Panasonic）臻品43英寸 4K超清全面屏2+32G双频5GWi-Fi安卓10教育电视机 TH-43LX580C 以旧换新,1999,1000+,,"自营,赠",https://item.jd.com/100023162269.html,(300+),-8,-8,96%
KDNRA 50英寸电视4k超高清家用电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 32-LED护眼【版】现货速发,458,63,,,https://item.jd.com/10042539005142.html,-5,0,0,100%
LAEC 超高清液晶电视机家用智能网络平板窄边框超大屏彩电超薄智慧语音投屏WiFi 28英寸高清液晶【版】现货速发全国联保,373,1万+,,,https://item.jd.com/10043242134777.html,(2600+),(50+),(50+),95%
御彩（YUCAI） 4K超高清电视机网络液晶平板防爆显示商家大屏 定制款,200,1万+,,自营,https://item.jd.com/100023087330.html,(1万+),0,0,100%
御彩（YUCAI） 4K超清网络液晶会议平板防爆大屏电视机 定制款,100,1000+,,自营,https://item.jd.com/100047845139.html,(600+),0,0,100%
TCLTCl会议平板视频会议一体机 投屏电视触摸智慧屏电子白板视频会议培训教育商用V50 98英寸标配,151899,100+,,"自营,每满300-40",https://item.jd.com/100041647057.html,(70+),0,0,100%
D&Q 98英寸会议办公平板无线投屏智慧屏大屏4K超清电视机多接口显示器98T2UAM+推车 商用显示一价无忧,15999,0,,自营,https://item.jd.com/100033455347.html,0,0,0,100%
FFALCON雷鸟电视 游戏电视75英寸鹤6Pro 120Hz高刷 HDMI2.1 智慧屏 智能液晶机以旧换新75S545C Pro,5799,1万+,,自营,https://item.jd.com/100038554473.html,(3800+),(10+),(10+),99%
冠商冠 86英寸教室智慧黑板会议平板电视交互式商用显示多媒体培训教学一体机触摸屏电子白板 i7双系统,21599,200+,,"自营,每满1000-100",https://item.jd.com/100028026239.html,(200+),0,0,100%
长虹43D5F 43英寸超薄机身8G存储全面屏LED平板液晶电视机,869,100+,,自营,https://item.jd.com/10063568383065.html,(50+),0,0,96%
MI小米电视 Redmi A50 50英寸 金属全面屏 4K 超高清 双扬声器立体声 智能电视机L50R8-A,1239,500+,,自营,https://item.jd.com/100042104450.html,(100+),-1,-1,99%
三星（SAMSUNG）UA65AU8800JXXZ 65英寸4K超高清HDR超薄全面屏AI智能补帧杜比音效平板液晶【厂直】,4399,500+,,自营,https://item.jd.com/100032018223.html,(200+),-2,-2,95%
海信电视 65E5G 65英寸4K超清 超广角AI摄像头 130%色域超薄社交全面屏 液晶智能平板机 企业采购,2799,500+,,"自营,赠",https://item.jd.com/100020620687.html,(100+),0,0,99%
小米电视 Redmi A32 32英寸 全高清 金属全面屏 双扬声器立体声 智能电视机L32R8-A【厂直】,549,5000+,,自营,https://item.jd.com/100032827529.html,(1200+),(10+),(10+),95%
LAEC 超高清液晶电视机家用智能网络平板窄边框超大屏彩电超薄智慧语音投屏WiFi 32英寸高清液晶【版】现货速发全国联保,418,1万+,,,https://item.jd.com/10042597086570.html,(2600+),(50+),(50+),95%
飞利浦（PHILIPS） 55英寸电视 人工智能4K高清网络智能液晶电视机 1.5G+8G 手机APP语音 55PUF7007/T3,1699,500+,,"自营,每满1649-50",https://item.jd.com/10057769881419.html,(100+),0,0,99%
TCL 雷鸟电视 43英寸鹏6SE 远场语音 全面屏 MEMC防抖 全面屏液晶平板电视机 以旧换新 43英寸,1499,500+,,"放心购,每满1400-300",https://item.jd.com/10045397997635.html,(200+),0,0,99%
梵辰 会议平板电视机教学一体机培训教育触控触屏显示屏多媒体视频会议室电子白板企业采购,100,200+,,自营,https://item.jd.com/100019357203.html,(200+),0,0,100%
小米电视ES55 2022款55英寸全面屏4k超薄高清家用客厅卧室会议办公室教学智能平板机挂架套装,2299,1000+,,自营,https://item.jd.com/100051336527.html,(100+),-3,-3,94%
TCL电视 55T8E Max 55英寸 QLED量子点 120Hz MEMC 4+64G 平板电视机 以旧换新,2989,2000+,,"自营,券41-20,每满2900-400",https://item.jd.com/10048054863889.html,(1700+),-5,-5,98%
小米Redmi 游戏电视X Pro75英寸电竞原色屏多分区背光 120Hz高刷 智能电视L75R9-XP 咨询客服有惊喜,4299,100万+,,自营,https://item.jd.com/100041719977.html,(61万+),(2200+),(2200+),98%
【2022新款智能电视】精彩 王牌电视 超高清4K智能语音投屏网络wifi平板家用电视机 39-LED护眼【版】,468,5000+,,,https://item.jd.com/10043167673851.html,(1700+),-2,-2,99%
长虹75D6P PRO 75英寸64GB超大内存MEMC金属一体化远场语音4K超清液晶电视机以旧换新,3299,500+,,满3200-400,https://item.jd.com/10042832500150.html,(100+),-1,-1,94%
小米（MI）电视EA65 65英寸 金属全面屏 远场语音 4K超高清智能电视L65M7-EA【延保服务】企业采购,1899,5000+,,"自营,厂商配送",https://item.jd.com/100013702029.html,(900+),-10,-10,97%
小米电视EA43 43英寸 金属全面屏 蓝牙语音 全高清 人工智能平板教育电视机L43M7-EA,799,1000+,,自营,https://item.jd.com/100041072729.html,(200+),-1,-1,99%
三星（SAMSUNG）QA65QX2AAJXXZ 65英寸QX2超薄全面屏 4K超高清120Hz 智能补帧QLED量子点游戏【厂直】,4999,1000+,,自营,https://item.jd.com/100032018171.html,(200+),-2,-2,95%
小米电视EA43 43英寸 金属全面屏 蓝牙语音 全高清 人工智能平板教育电视机L43M7-EA【厂直】,799,5000+,,自营,https://item.jd.com/100032363357.html,(1200+),(10+),(10+),95%
先科（SAST）4K超薄超高清防蓝光家用老人智能液晶电视机创新维度智慧语音杜比音效会议投屏平板 【32】英寸 液晶机（超清版） 全国联,538,1万+,,"限999件,赠",https://item.jd.com/10039552817954.html,(3000+),(10+),(10+),98%
小米电视ES65 2022款65英寸全面屏4k超薄高清客厅教学办公会议液晶平板巨幕彩电智能机挂架套装,2999,1000+,,自营,https://item.jd.com/100041519824.html,(100+),-3,-3,94%
创维电视75A5 Pro 75英寸 4K高清无屏闪超薄智慧屏 5G声控护眼全面屏 2+32G游戏 液晶彩电以旧换新,3599,20万+,,自营,https://item.jd.com/100023503266.html,(22万+),(600+),(600+),99%
拍拍华为智慧屏 99新 SE 75英寸超薄全面屏8K解码鸿鹄画质4K MEMC智能电视HD75DESA 华为智慧屏SE 75英寸 99新,3199,61,,,https://item.jd.com/10039671329639.html,(22万+),(600+),(600+),99%
先科（SAST）4K超薄超高清防蓝光家用老人智能液晶电视机创新维度智慧语音杜比音效会议投屏平板 【22】英寸 液晶机（超清版） 全国联,358,1万+,,"限999件,赠",https://item.jd.com/10039552817949.html,(3000+),(10+),(10+),98%
海信电视 75英寸 130%色域4K超清全面屏WiFi6 远场语音智能液晶平板电视75E3G-PRO,4599,100+,,"京东物流,每满4589-880",https://item.jd.com/10052851283213.html,(30+),0,0,100%
D&Q85英寸会议平板 无线投屏 书写白板触控电视 触摸 教育办公一体机/壁挂款 商用显示一价无忧,12999,1000+,,自营,https://item.jd.com/100012175035.html,(500+),-1,-1,99%
TCL电视 85V6E Pro 85英寸 130%高色域 3+64G大内存 客厅巨幕影院 MEMC防抖 NFC 液晶智能机,5799,10万+,,自营,https://item.jd.com/100034449076.html,(6.8万+),(300+),(300+),98%
KDNRA 50英寸电视4k超高清家用电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 50-LED护眼【版】现货速发,988,63,,,https://item.jd.com/10042570987313.html,-5,0,0,100%
D&Q 55英寸硬屏防爆非智能超清不带网络老人电视机客厅家用酒店KTV液晶显示屏 55G10商用显示一价无忧,2250,200+,,自营,https://item.jd.com/100025806571.html,(60+),0,0,100%
先科（SAST）液晶电视机老人家用智能液晶语音投屏彩电窄边4 K高清小尺寸LED平板电脑显示 【20】英寸液晶（高清版）,296,100+,,,https://item.jd.com/10047367577823.html,(20+),0,0,100%
飞利浦（PHILIPS） 65英寸电视机全面屏4K蓝牙智能语音液晶2G+16G 65PUF7295 65PUF7295/T3,2899,100+,,"自营,每满2799-200",https://item.jd.com/10038642712551.html,(70+),0,0,100%
FFALCON雷鸟电视 50英寸鹏6SE 4K超薄全面屏 远场语音 2+32G MEMC 智慧屏 智能液晶以旧换新50S365C,1499,2万+,,"自营,券1000-100",https://item.jd.com/100024706805.html,(1.1万+),(50+),(50+),98%
创维（Skyworth） 官方电视机 65英寸超高清 护眼防蓝光 4K远场语音平板 智能液晶现货 65H8 远场语音2+32G,3299,1000+,,1件9.5折,https://item.jd.com/10060077913739.html,(400+),0,0,99%
海信电视EK55 2023款 55英寸 16G大内存 4K高清智慧全面屏超薄液晶平板电视机 以旧换新 55E3H同款,1699,200+,,"自营,每满1599-200",https://item.jd.com/10059885547190.html,(100+),0,0,100%
创维电视65A23S 65英寸电视机量子点120Hz高刷游戏电视 HDMI2.1 3+32G 4K超高清声控全面屏 以旧换新,3099,10万+,,"自营,赠",https://item.jd.com/100030370009.html,(8万+),(200+),(200+),99%
TCL雷鸟 游戏电视 85英寸 鹏5Plus 120Hz高刷 HDMI2.1 全面屏 3G+32G 智能液晶以旧换新85S515D,5299,20万+,,"自营,厂商配送,新品,券4000-300,赠",https://item.jd.com/100040631034.html,(9.5万+),(500+),(500+),98%
创维电视55A5 Pro 55吋超薄智慧屏 4K护眼防蓝光全面屏远场语音 无网投屏电视机2+32GB,1699,2000+,,"自营,每满1600-100",https://item.jd.com/10028841804975.html,(1500+),-7,-7,98%
FFALCON雷鸟电视 55英寸鹤6 4K超高清 金属全面屏 智慧屏 智能液晶电视机以旧换新55S535D PRO,2399,1万+,,自营,https://item.jd.com/100038554471.html,(3800+),(10+),(10+),98%
索尼（SONY）KD-55X80K 55英寸 全面屏 4K超高清 安卓 智能网络液晶平板电视,3899,2000+,,"自营,厂商配送,券300-30",https://item.jd.com/100039195087.html,(500+),-7,-7,97%
创维电视55A3 55英寸 4K超高清超薄护眼全面屏 智能语音一键投屏 液晶平板教育 以旧换新,1389,1000+,,"免邮,赠",https://item.jd.com/10031515433262.html,(200+),-3,-3,96%
长虹70D4PS 70英寸超薄无边全面屏2+16GB智能语音4K超高清手机投屏教育 平板液晶机 以旧换新,2299,20万+,,自营,https://item.jd.com/100013232116.html,(9.8万+),(300+),(300+),99%
海尔(Haier)小懒人系列 75R3-MAX 75英寸全面屏 4K超高清 远场语音 全屋智控 2+32G液晶 以旧换新,3299,2万+,,"自营,赠",https://item.jd.com/100035405988.html,(1.4万+),(40+),(40+),99%
SHARP 夏普 2T-M42A5DA 42英寸 全高清画质 日本原装面板 智能UI 液晶平板电视机 2T-M42A5DA 42英寸 全高清,1649,500+,,自营,https://item.jd.com/10041568782976.html,(200+),-4,-4,95%
TCL电视 65V8E 65英寸 120Hz 高色域 NFC投屏 2+32GB 平板电视机 以旧换新,2989,2000+,,自营,https://item.jd.com/10044423059582.html,(1800+),-6,-6,98%
小米（MI） 电视60 英寸4A60 4K超高清HDR人工智能蓝牙语音2+8GB网络液晶教育平板 【60英寸】4A60 蓝牙语音遥控,1569,2000+,,,https://item.jd.com/10022297992858.html,(700+),-1,-1,96%
东芝(TOSHIBA)电视 65英寸 65M540F 2022款 护眼零屏闪 130%高色域 3+128GB 液晶智能4K全面屏机,2999,5000+,,"自营,厂商配送,赠",https://item.jd.com/100014759223.html,(2400+),(10+),(10+),98%
KDNRA 50英寸电视4k超高清家用电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 32 英寸护眼【防爆网络版】现货速发,658,5,,,https://item.jd.com/10042544050652.html,-2,0,0,66%
荣耀智慧屏X3i 65英寸 金属全面屏 4K超清广色域 智能电视 大内存 低蓝光 莱茵双重护眼 HN65BYRA,2099,10万+,,"自营,秒杀",https://item.jd.com/100023403293.html,(6万+),(400+),(400+),98%
KDNRA 50英寸电视4k超高清家用电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 50-LED护眼【网络版】现货速发,1088,63,,,https://item.jd.com/10042570987315.html,-5,0,0,100%
海信电视65E5H 65英寸 多分区背光 120Hz高刷MEMC 4K超高清全面屏智能液晶智慧屏机（一价无忧）,3499,1000+,,"自营,厂商配送",https://item.jd.com/100039000614.html,(200+),-2,-2,98%
FFALCON雷鸟电视 游戏电视 65英寸鹏6 120Hz 智慧屏 金属全面屏 3+32G 智能液晶以旧换新65S365C PRO,2599,5000+,,"自营,券1000-100",https://item.jd.com/100037564860.html,(2100+),(10+),(10+),98%
SHARP 4T-M70H9EA 70英寸4K超高清日本原装面板 远场语音运动补偿 一键投屏 云游戏 平板,3999,5万+,,自营,https://item.jd.com/100024013869.html,(1.6万+),(100+),(100+),98%
先科（SAST） 超薄超高清平板电视小尺寸高清智能液晶小电视机家用卧室迷你电视老人可做显示器 【19】英寸 液晶机（超清版）,278,2000+,,限999件,https://item.jd.com/10037427622382.html,(1300+),-5,-5,98%
小米（MI）电视EA43 43英寸 金属全面屏 蓝牙语音 全高清 智能平板教育电视机 企业采购,849,5000+,,"自营,赠",https://item.jd.com/100014308309.html,(1300+),(10+),(10+),96%
海信电视75E5H 75英寸 多分区背光 120Hz高刷MEMC 4K超高清全面屏智能液晶智慧屏游戏机 以旧换新,5999,50万+,,自营,https://item.jd.com/100020950895.html,(25万+),(600+),(600+),99%
王牌百惠 电视机客厅大屏液晶电视卧室家用高清护眼防蓝光老人彩电 智能语音小尺寸机 窄边超薄 32LED高清语音版,498,5000+,,,https://item.jd.com/10059464852465.html,(1400+),(20+),(20+),92%
海信（Hisense） 海信Vidda R43 43英寸电视机全高清卧室家用智能语音液晶金属全面屏 【43英寸】护眼金属全面屏43V1F-R,769,15,,,https://item.jd.com/10067572519700.html,-9,0,0,100%
康佳电视 32S3 32英寸 全面屏 1+16GB 高清 AI智能语音 老人卧室家用 网络平板教育液晶机,649,20万+,,"自营,闪购",https://item.jd.com/100008585405.html,(8.4万+),(300+),(300+),99%
先科（SAST）4K超薄超高清防蓝光家用老人智能液晶电视机创新维度智慧语音杜比音效会议投屏平板 【27】英寸 液晶机（超清版） 全国联,458,1万+,,"限999件,赠",https://item.jd.com/10039552817952.html,(3000+),(10+),(10+),98%
飞利浦（PHILIPS） 32PHF6365/T3 32英寸 全面屏 高清 智能网络WIFI液晶电视,1199,100+,,"自营,每满1099-100",https://item.jd.com/10041005437602.html,(50+),0,0,98%
SHARP夏普2T-Z42A3DA 42英寸 全高清 日本原装面板 杜比音效 FHD分辨率 智能wifi 液晶平板机,1999,200+,,"自营,赠",https://item.jd.com/100019637977.html,(50+),-1,-1,94%
TCL电视 50V8G 50英寸 百级分区背光 HDR800 95%DCI-P3高色域 3+32GB 平板机 以旧换新 50英寸 官方标配,2689,500+,,"自营,券11-10,每满2600-400",https://item.jd.com/10059374515093.html,(300+),-2,-2,98%
海信电视75E7H 75英寸4K超高清ULED多分区 144Hz高刷 4+64GB液晶电视机 智能游戏社交智慧屏 以旧换新,7399,50万+,,"自营,券2000-400,赠",https://item.jd.com/100035596419.html,(25万+),(600+),(600+),99%
【2022新款智能电视】精彩 王牌电视 超高清4K智能语音投屏网络wifi平板家用电视机 39-LED护眼【网络版】,568,5000+,,,https://item.jd.com/10043167673852.html,(1700+),-2,-2,99%
小米游戏电视ES Pro 65英寸 120Hz高刷 多分区背光 3+32GB大存储智能液晶平板机L65M9-SP以旧换新,3799,20万+,,自营,https://item.jd.com/100028243467.html,(9.5万+),(400+),(400+),98%
TCL 50V8G 50英寸电视 百级分区背光 HDR800 60Hz 4K超高清 智能液晶电视机 小,2599,2000+,,自营,https://item.jd.com/100036782911.html,(1300+),(10+),(10+),98%
康佳（KONKA）智能网络32英寸液晶电视机40高清老人卧室家用43平板WiFi语音酒店工程可挂式 32高清【版】,488,7,,,https://item.jd.com/10067996946284.html,-4,0,0,100%
小米电视ES50 2022款50英寸2022款4k超薄高清家用客厅卧室酒店教学网络显示器平板智能机挂架套装,2099,1000+,,自营,https://item.jd.com/100041519772.html,(100+),-3,-3,94%
高清液晶电视机老人家用42 英寸智能网络wifi卧室客厅酒店监控Amoi 15 英寸(电视版)正方形,246,100+,,,https://item.jd.com/10059201128956.html,(10+),0,0,90%
飞利浦（PHILIPS）电视65英寸 抗蓝光儿童护眼 全面屏4K高清液晶电视机1.5G+16G 以旧换新 65PUF7226/T3,2699,1000+,,"自营,每满2399-300",https://item.jd.com/10040620486208.html,(400+),-3,-3,98%
先科（SAST）液晶电视机老人家用智能液晶语音投屏彩电窄边4 K高清小尺寸LED平板电脑显示器 【19】英寸液晶（高清版）,288,500+,,,https://item.jd.com/10036953463938.html,(100+),-1,-1,99%
小米（MI） 全面屏电视EA75 2022款75英寸4K超高清金属远场语音人工智能教育平板大屏机 EA75【金属机身 远场语音】,2849,200+,,,https://item.jd.com/10023994132730.html,(100+),0,0,99%
创维电视55英寸 55M3 超大内存客厅 4K全面屏平板电视 以旧换新 护眼防蓝光 55M3,1359,2000+,,"免邮,满1000-10",https://item.jd.com/10032580451314.html,(600+),-5,-5,97%
长虹58D4P 58英寸全面屏智能网络4K超高清HDR轻薄平板LED液晶电视机 以旧换新,1349,500+,,自营,https://item.jd.com/10050027387991.html,(300+),0,0,99%
创维（Skyworth） 创维电视50A2 50英寸4k超高清 健康无屏闪 以旧换新 护眼平板机,1189,500+,,,https://item.jd.com/10050308351617.html,(100+),0,0,99%
TCL 75T7G 75英寸 百级分区背光 1000nits亮度 高刷游戏电视 4+64GB超大内存 4K液晶智能平板机,7499,10万+,,自营,https://item.jd.com/100032874279.html,(8.9万+),(400+),(400+),98%
TCL电视 65T8E Max 65英寸 QLED量子点 120Hz MEMC 4+64G 平板电视机 以旧换新,3949,2000+,,"自营,秒杀,券41-20,每满3900-580",https://item.jd.com/10048053631067.html,(2300+),(10+),(10+),98%
小米（MI） 小米电视EA32 32英寸金属全面屏蓝牙语音高清720p智能平板教育电视,599,2000+,,"放心购,免邮",https://item.jd.com/10029311025269.html,(500+),-5,-5,97%
小米（MI）电视EA65 65英寸金属全面屏 远场语音4K超高清智能教育电视L65M7-EA 企业采购【一价无忧】,2099,5000+,,"自营,赠",https://item.jd.com/100014527119.html,(900+),-10,-10,97%
先科32A 19英寸液晶电视小屏 教育电视 游戏智能液晶电视平板,259,53,,新品,https://item.jd.com/100051927011.html,-8,-1,-1,88%
华为智慧屏 SE55 MEMC迅晰流畅 55英寸超薄全面屏 4K超高清智能电视 2GB+16GB 星际黑HD55KHAA【厂直】,1699,2000+,,自营,https://item.jd.com/100034125379.html,(400+),-8,-8,94%
索尼（SONY）KD-65X80K 65英寸 全面屏 4K超高清HDR 安卓智能电视 X1芯片 特丽魅彩Pro X80J升级款【厂直】,4889,1000+,,,https://item.jd.com/100032018163.html,(400+),-4,-4,94%
王牌百惠 电视机客厅大屏液晶电视卧室家用高清护眼防蓝光老人彩电 智能语音小尺寸机 窄边超薄 60LED高清网络版,1198,5000+,,,https://item.jd.com/10059464852474.html,(1400+),(20+),(20+),92%
创维电视65A23-F 65英寸全通道120Hz高刷HDMI2.1 2+32G声控平板电视机以旧换新,2699,500+,,"自营,每满2600-350",https://item.jd.com/10049909453860.html,(300+),-3,-3,98%
【2022新款智能电视】精彩 王牌电视 超高清4K智能投屏网络wifi平板家用 39-LED护眼【版】十年质保,438,100+,,,https://item.jd.com/10042855475165.html,(30+),-2,-2,86%
D&Q75英寸防爆屏非智能无网络无系统无广告电视机 多接口通电开机液晶显示器75P10商用显示一价无忧,3650,200+,,自营,https://item.jd.com/100017451179.html,(60+),0,0,100%
海信电视75E3F 75英寸 4KHDR智慧屏 MEMC防抖 超薄全面屏 远场语音智能液晶平板机16GB,2799,2000+,,"自营,厂商配送",https://item.jd.com/100018614494.html,(400+),-4,-4,97%
康佳 （KONKA）Y43 43英寸 1080P 全面屏 8G 防蓝光 卧室 WiFi智能液晶电视,978,21,,,https://item.jd.com/10054602306045.html,-2,0,0,100%
HUAWEI华为 S Pro 75英寸120Hz 超薄全面屏 鸿蒙系统 AI摄像头 4K超高清液晶游戏机 HD75KANS,7299,77,,自营,https://item.jd.com/100021533814.html,(30+),0,0,97%
KDNRA 电视4k超高清家用100英寸电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 LED-85护眼【防爆网络版】现货速发,2596,500+,,,https://item.jd.com/10043240573991.html,(300+),0,0,97%
海信电视 65E3G 65英寸 4K护眼智慧屏 超薄悬浮全面屏 远场语音智能液晶平板电视机 一键投屏 以旧换新,2699,10万+,,"自营,满2000-700",https://item.jd.com/100024108628.html,(4.7万+),(100+),(100+),99%
长虹 32M2 32英寸全面屏平板液晶电视机 蓝光节能 高清 开关机无广告 多场景应用（黑色）以旧换新,599,5万+,,自营,https://item.jd.com/100012290812.html,(3.5万+),(90+),(90+),99%
小米（MI）电视EA75 75英寸 金属全面屏 远场语音 逐台校准4K超高清智能电视机 企业采购【一价无忧】,3199,2000+,,"自营,厂商配送",https://item.jd.com/100028014468.html,(400+),-1,-1,97%
先科（SAST）4K超薄超高清防蓝光家用老人智能液晶电视机创新维度智慧语音杜比音效会议投屏平板 【19】英寸 液晶机（超清版） 全国联,278,1万+,,"限999件,券500-50,赠",https://item.jd.com/10039552817946.html,(3000+),(10+),(10+),98%
乐华（ROWA） TCL旗下 55A62 55英寸 2+32G 4K超清远场语音 全面屏 K歌电视 乐酷系列,2998,38,,"自营,每满2900-1500",https://item.jd.com/10060574223109.html,(10+),0,0,100%
长虹32D4PF 32英寸智能 高清4K解码 手机投屏 全面屏平板液晶LED电视机,569,100+,,自营,https://item.jd.com/10063479691053.html,(30+),-1,-1,96%
TCL电视 75V8E Pro 75英寸120Hz高刷电视 130%高色域 WiFi6 4K超清超薄全面屏 智能液晶平板机,4499,10万+,,"自营,满2000-500",https://item.jd.com/100034620126.html,(6.8万+),(300+),(300+),98%
海信 75MR6C 75英寸 会议触控平板电视 商用会议屏 触屏电子白板智慧屏 （含10代i5电脑模块+移动推车）,27396,0,,自营,https://item.jd.com/100035399589.html,0,0,0,100%
FFALCON雷鸟电视 游戏电视55英寸鹤6Pro 120Hz高刷 HDMI2.1 智慧屏 智能液晶机以旧换新55S545C Pro,3099,1万+,,自营,https://item.jd.com/100038554421.html,(3800+),(10+),(10+),99%
东芝75M540F 75英寸电视 4K超清 120Hz全面屏 液晶电视机 智能平板 火箭炮 3+128G内存 【一价无忧】,3999,1000+,,"自营,赠",https://item.jd.com/100020135658.html,(300+),-2,-2,97%
创维电视50A23-F 50英寸全通道120Hz高刷HDMI2.1 2+32G声控平板电视 以旧换新,1799,1000+,,"自营,每满1700-250",https://item.jd.com/10049909357119.html,(700+),-6,-6,98%
王牌百惠 电视机客厅大屏液晶电视卧室家用高清护眼防蓝光老人彩电 智能语音小尺寸机 窄边超薄 100LED高清语音版,3398,5000+,,,https://item.jd.com/10059464852481.html,(1400+),(20+),(20+),92%
TCL 75V6E 75英寸 MEMC运动防抖 4K超薄金属全面屏 2+16GB 低蓝光护眼 AI语音液晶智能平板机,3299,5000+,,"自营,满2000-500",https://item.jd.com/100032705642.html,(3500+),(10+),(10+),98%
小米电视 Redmi MAX 100英寸巨屏 金属全面屏 120Hz高刷 HDR超高清 MEMC运动补偿L100R8-MAX,19999,20万+,,"自营,厂商配送,赠",https://item.jd.com/100019613807.html,(9.5万+),(400+),(400+),98%
创维电视65英寸120Hz高刷 2+32G内存 原彩高色准 4K超高清防抖远场语音蓝牙5.1液晶平板机 65A23,2799,10万+,,自营,https://item.jd.com/100020760531.html,(8万+),(200+),(200+),99%
MI小米电视EA55 金属全面屏 55英寸 远场语音 逐台校准4K超高清智能教育电视机L55M7-EA,1389,500+,,自营,https://item.jd.com/100048993607.html,(100+),-1,-1,99%
创维电视55A23S 55英寸电视机量子点120Hz高刷游戏电视 HDMI2.1 3+32G 4K超高清声控全面屏 以旧换新,2099,10万+,,自营,https://item.jd.com/100030369987.html,(8万+),(200+),(200+),99%
D&Q 100英寸 防爆4K超清 非智能 无蓝牙 无WIFI 平板电视机 商用大屏 显示屏100G10 商用显示一价无忧,14999,200+,,自营,https://item.jd.com/100038582326.html,(60+),0,0,100%
三星（SAMSUNG）43英寸4K超清壁挂会议显示屏 智能数字标牌 信息发布系统 LH43QETELGCXXF一价无忧,2799,100+,,自营,https://item.jd.com/100030545521.html,(20+),0,0,88%
新款长虹云液晶电视机小尺寸高清智能网络wifi 迷你卧室家用老人小电视机华耀 LED-21高清液晶（版）,355,500+,,,https://item.jd.com/10059463024672.html,(70+),-2,-2,97%
TCL电视 85T7G 85英寸 百级分区背光 1000nits亮度 高刷游戏电视 2.1声道 4+64GB 液晶智能平板机,9499,10万+,,"自营,满5000-1000",https://item.jd.com/100032874273.html,(8.9万+),(400+),(400+),98%
海尔（Haier）小懒人系列 65R3-MAX 65英寸全面屏 4K超高清 远场语音 全屋智控 2+32G智慧液晶 以旧换新,2399,5万+,,"自营,赠",https://item.jd.com/100035405978.html,(2.3万+),(70+),(70+),98%
小米（MI） 电视55 英寸EA55 内置小爱 人工智能HDR蓝牙语音遥控wifi液晶网络平板机 【43英寸】EA43 金属全面屏,789,1000+,,,https://item.jd.com/65747073610.html,(200+),-5,-5,95%
TCL电视 65V6E-S 65英寸 金属全面屏 2+16GB 低蓝光护眼 双频WiFi 平板电视机 以旧换新,2489,1万+,,自营,https://item.jd.com/10044045556317.html,(3900+),(10+),(10+),98%
松下（Panasonic）LX560C 75英寸4K超清全面屏电视机 MEMC蓝牙语音控制 HDR10开机无广告TH-75LX560C以旧换新,4999,1万+,,"自营,赠",https://item.jd.com/100037900268.html,(4500+),(20+),(20+),98%
创维电视90A23-F 90英寸全通道120Hz高刷HDMI2.1 四重硬件护眼平板电视机 以旧换新 全通道120Hz,9399,200+,,"自营,满9300-1400",https://item.jd.com/10058131764992.html,(100+),0,0,98%
海尔（Haier）R5 55英寸超薄金属全面屏4K超高清8K解码声控智慧屏前置音响液晶教育机3+32G,2099,200+,,自营,https://item.jd.com/100042109795.html,(100+),0,0,100%
小米（MI）电视EA70 70英寸 金属全面屏远场语音 逐台校准4K超高清智能电视机【2年延保】企业采购,2299,2000+,,"自营,厂商配送,赠",https://item.jd.com/100018203761.html,(600+),-3,-3,97%
TCL电视 75V8E 75英寸 4K超高清 远场语音 MEMC防抖 高色域 液晶平板电视机 京东小家 75英寸 官方标配,4288,1000+,,放心购,https://item.jd.com/10044727545653.html,(300+),-7,-7,97%
爱心东东康佳 55G5U 55英寸 远场语音声控 4K超高清全面屏 2+16GB 智慧屏平板游戏机 智能一键投屏,1399,500+,,满1500-20,https://item.jd.com/10060810226375.html,(500+),0,0,100%
KDNRA 50英寸电视4k超高清家用电视窄边投屏语音智能网络液晶电视显示器KTV酒店客厅 32-LED护眼【网络版】现货速发,578,63,,,https://item.jd.com/10042539005143.html,-5,0,0,100%
